uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined
MoB-AL02,"Moore, Barry",M,2066-09-26,Republican,AL,2,0102,0,0,0,0,0,0,0,0,117,118,RepBarryMoore,2020-01-01,2020
BeJ-OH03,"Beatty, Joyce",F,2050-03-12,Democratic,OH,3,3903,0,0,0,0,113,114,115,116,117,118,RepBeatty,2013-03-01,2013
BaB-VT00,"Balint, Becca",F,2068-05-04,Democratic,VT,0,5000,0,0,0,0,0,0,0,0,0,118,RepBeccaB,2022-01-01,2022
ClB-VA06,"Cline, Ben",M,1972-02-29,Republican,VA,6,5106,0,0,0,0,0,0,0,116,117,118,RepBenCline,2018-01-01,2018
BeC-OR02,"Bentz, Cliff",M,2052-01-12,Republican,OR,2,4102,0,0,0,0,0,0,0,0,117,118,RepBentz,2021-01-01,2021
BeA-CA06,"Bera, Ami",M,2065-03-02,Democratic,CA,6,0606,0,0,0,0,113,114,115,116,117,118,RepBera,2012-11-01,2012
VaB-TX24,"Van Duyne, Beth",F,1970-11-16,Republican,TX,24,4824,0,0,0,0,0,0,0,0,117,118,RepBethVanDuyne,2020-12-01,2020
BiS-OK05,"Bice, Stephanie I.",F,1973-11-11,Republican,OK,5,4005,0,0,0,0,0,0,0,0,117,118,RepBice,2020-12-01,2020
FoB-IL11,"Foster, Bill",M,2055-10-07,Democratic,IL,11,1711,0,110,111,0,113,114,115,116,117,118,RepBillFoster,2013-01-01,2013
JoB-OH06,"Johnson, Bill",M,2054-11-10,Republican,OH,6,3906,0,0,0,112,113,114,115,116,117,118,RepBillJohnson,2010-11-01,2010
LuB-MO03,"Luetkemeyer, Blaine",M,2052-05-07,Republican,MO,3,2903,0,0,111,112,113,114,115,116,117,118,RepBlaine,2013-09-01,2013
MoB-UT01,"Moore, Blake D.",M,1980-06-22,Republican,UT,1,4901,0,0,0,0,0,0,0,0,117,118,RepBlakeMoore,2020-12-01,2020
BlE-OR03,"Blumenauer, Earl",M,2048-08-16,Democratic,OR,3,4103,109,110,111,112,113,114,115,116,117,118,repblumenauer,2008-08-01,2008
GoB-VA05,"Good, Bob",M,2065-09-11,Republican,VA,5,5105,0,0,0,0,0,0,0,0,117,118,RepBobGood,2021-01-01,2021
BoL-CO03,"Boebert, Lauren",F,1986-12-19,Republican,CO,3,0803,0,0,0,0,0,0,0,0,117,118,RepBoebert,2020-12-01,2020
BoS-OR01,"Bonamici, Suzanne",F,2054-10-14,Democratic,OR,1,4101,0,0,0,112,113,114,115,116,117,118,RepBonamici,2012-04-01,2012
WaB-NJ12,"Watson Coleman, Bonnie",F,2045-02-06,Democratic,NJ,12,3412,0,0,0,0,0,114,115,116,117,118,RepBonnie,2015-01-01,2015
BoM-IL12,"Bost, Mike",M,2060-12-30,Republican,IL,12,1712,0,0,0,0,0,114,115,116,117,118,RepBost,2015-01-01,2015
BoJ-NY16,"Bowman, Jamaal",M,1976-04-01,Democratic,NY,16,3616,0,0,0,0,0,0,0,0,117,118,RepBowman,2020-12-01,2020
AsB-NE02,"Ashford, Brad",M,2049-11-10,Democratic,NE,2,3102,0,0,0,0,0,114,0,0,0,0,RepBradAshford,2015-01-01,2015
WeB-OH02,"Wenstrup, Brad R.",M,2058-06-17,Republican,OH,2,3902,0,0,0,0,113,114,115,116,117,118,RepBradWenstrup,2012-03-01,2012
BrJ-OK02,"Brecheen, Josh",M,1979-06-19,Republican,OK,2,4002,0,0,0,0,0,0,0,0,0,118,RepBrecheen,2022-12-01,2022
BaB-TX36,"Babin, Brian",M,2048-03-23,Republican,TX,36,4836,0,0,0,0,0,114,115,116,117,118,RepBrianBabin,2014-12-01,2014
FiB-PA01,"Fitzpatrick, Brian K.",M,1973-12-17,Republican,PA,1,4201,0,0,0,0,0,0,115,116,117,118,RepBrianFitz,2017-01-01,2017
HiB-NY26,"Higgins, Brian",M,2059-10-06,Democratic,NY,26,3626,109,110,111,112,113,114,115,116,117,118,RepBrianHiggins,2009-04-01,2009
MaB-FL21,"Mast, Brian J.",M,1980-07-10,Republican,FL,21,1221,0,0,0,0,0,0,115,116,117,118,RepBrianMast,2016-12-01,2016
BrA-NY22,"Brindisi, Anthony",M,1978-11-22,Democratic,NY,22,3622,0,0,0,0,0,0,0,116,0,0,RepBrindisi,2019-01-01,2019
BrJ-CA26,"Brownley, Julia",F,2052-08-28,Democratic,CA,26,0626,0,0,0,0,113,114,115,116,117,118,RepBrownley,2013-03-01,2013
StB-WI01,"Steil, Bryan",M,1981-03-03,Republican,WI,1,5501,0,0,0,0,0,0,0,116,117,118,RepBryanSteil,2018-12-01,2018
CaE-GA01,"Carter, Earl L. Buddy",M,2057-09-06,Republican,GA,1,1301,0,0,0,0,0,114,115,116,117,118,RepBuddyCarter,2015-01-15,2015
OwB-UT04,"Owens, Burgess",M,2051-08-02,Republican,UT,4,4904,0,0,0,0,0,0,0,0,117,118,RepBurgessOwens,2020-12-01,2020
CaY-CO08,"Caraveo, Yadira",F,1980-12-23,Democratic,CO,8,0808,0,0,0,0,0,0,0,0,0,118,RepCaraveoMD,2023-01-01,2023
CaS-CA24,"Carbajal, Salud O.",M,2064-11-18,Democratic,CA,24,0624,0,0,0,0,0,0,115,116,117,118,RepCarbajal,2017-01-01,2017
CaT-CA29,"Cardenas, Tony",M,2063-03-31,Democratic,CA,29,0629,0,0,0,0,113,114,115,116,117,118,repcardenas,2013-02-01,2013
CaD-CA18,"Cardoza, Dennis A.",M,2059-03-31,Democratic,CA,18,0618,109,110,111,112,0,0,0,0,0,0,RepCardoza,2010-01-01,2010
GiC-FL28,"Gimenez, Carlos A.",M,2054-01-17,Republican,FL,28,1228,0,0,0,0,0,0,0,0,117,118,RepCarlos,2020-12-01,2020
MiC-WV01,"Miller, Carol D.",F,2050-11-04,Republican,WV,1,5401,0,0,0,0,0,0,0,116,117,118,RepCarolMiller,2019-01-01,2019
CaM-PA08,"Cartwright, Matt",M,2061-05-01,Democratic,PA,8,4208,0,0,0,0,113,114,115,116,117,118,RepCartwright,2012-08-01,2012
CaG-TX35,"Casar, Greg",M,1989-05-04,Democratic,TX,35,4835,0,0,0,0,0,0,0,0,0,118,RepCasar,2022-03-01,2022
CaS-IL06,"Casten, Sean",M,1971-11-23,Democratic,IL,6,1706,0,0,0,0,0,0,0,116,117,118,RepCasten,2019-01-01,2019
CaM-NC11,"Cawthorn, Madison",M,1995-08-01,Republican,NC,11,3711,0,0,0,0,0,0,0,0,117,0,RepCawthorn,2020-12-01,2020
BaC-NH02,"Bass, Charles F.",M,2052-01-08,Republican,NH,2,3302,109,0,0,112,0,0,0,0,0,0,RepCharlesBass,2011-01-01,2011
DjC-HI01,"Djou, Charles K.",M,1970-08-09,Republican,HI,1,1501,0,0,111,0,0,0,0,0,0,0,RepCharlesDjou,2010-06-01,2010
DeC-PA15,"Dent, Charles W.",M,2060-05-24,Republican,PA,15,4215,109,110,111,112,113,114,115,0,0,0,RepCharlieDent,2011-01-01,2011
BuC-IL17,"Bustos, Cheri",F,2061-10-17,Democratic,IL,17,1717,0,0,0,0,113,114,115,116,117,0,RepCheri,2013-01-01,2013
RoC-TX21,"Roy, Chip",M,1972-08-07,Republican,TX,21,4821,0,0,0,0,0,0,0,116,117,118,RepChipRoy,2019-01-01,2019
PaC-NH01,"Pappas, Chris",M,1980-06-04,Democratic,NH,1,3301,0,0,0,0,0,0,0,116,117,118,RepChrisPappas,2018-01-01,2018
StC-UT02,"Stewart, Chris",M,2060-07-15,Republican,UT,2,4902,0,0,0,0,113,114,115,116,117,118,RepChrisStewart,2013-01-01,2013
FlC-TN03,"Fleischmann, Charles J. Chuck",M,2062-10-11,Republican,TN,3,4703,0,0,0,112,113,114,115,116,117,118,RepChuck,2011-01-01,2011
CiJ-AZ06,"Ciscomani, Juan",M,1982-08-31,Republican,AZ,6,0406,0,0,0,0,0,0,0,0,0,118,RepCiscomani,2022-12-01,2022
HiC-LA03,"Higgins, Clay",M,2061-08-24,Republican,LA,3,2203,0,0,0,0,0,0,115,116,117,118,RepClayHiggins,2017-03-01,2017
ClE-MO05,"Cleaver, Emanuel",M,2044-10-26,Democratic,MO,5,2905,109,110,111,112,113,114,115,116,117,118,repcleaver,2020-07-01,2020
StC-FL06,"Stearns, Cliff",M,2041-04-16,Republican,FL,6,1206,109,110,111,112,0,0,0,0,0,0,RepCliffStearns,2009-02-01,2009
ClM-TX27,"Cloud, Michael",M,1975-05-13,Republican,TX,27,4827,0,0,0,0,0,0,115,116,117,118,RepCloudTX,2018-09-01,2018
CoS-TN09,"Cohen, Steve",M,2049-05-24,Democratic,TN,9,4709,0,110,111,112,113,114,115,116,117,118,RepCohen,2010-07-01,2010
AlC-TX32,"Allred, Colin Z.",M,1983-04-15,Democratic,TX,32,4832,0,0,0,0,0,0,0,116,117,118,RepColinAllred,2018-12-01,2018
CoC-CA22,"Conway, Connie",F,2050-09-25,Republican,CA,22,0622,0,0,0,0,0,0,0,0,117,0,RepConnieConway,2022-07-01,2022
BuC-MO01,"Bush, Cori",F,1976-07-21,Democratic,MO,1,2901,0,0,0,0,0,0,0,0,117,118,RepCori,2018-06-01,2018
CuH-TX28,"Cuellar, Henry",M,2055-09-19,Democratic,TX,28,4828,109,110,111,112,113,114,115,116,117,118,RepCuellar,2010-11-01,2010
CuE-MD07,"Cummings, Elijah E.",M,2051-01-18,Democratic,MD,7,2407,109,110,111,112,113,114,115,0,0,0,RepCummings,2012-08-01,2012
CuJ-SC01,"Cunningham, Joe",M,1982-05-26,Democratic,SC,1,4501,0,0,0,0,0,0,0,116,0,0,RepCunningham,2019-01-01,2019
ClC-FL19,"Clawson, Curt",M,2059-09-28,Republican,FL,19,1219,0,0,0,0,113,114,0,0,0,0,RepCurtClawson,2014-08-01,2014
StD-AL05,"Strong, Dale W.",M,1970-05-08,Republican,AL,5,0105,0,0,0,0,0,0,0,0,0,118,RepDaleStrong,2017-01-01,2017
BiD-NC08,"Bishop, Dan",M,2064-07-01,Republican,NC,8,3708,0,0,0,0,0,0,0,116,117,118,RepDanBishop,2019-09-01,2019
CrD-TX02,"Crenshaw, Dan",M,1984-03-14,Republican,TX,2,4802,0,0,0,0,0,0,0,116,117,118,RepDanCrenshaw,2019-01-01,2019
DoD-NY11,"Donovan, Daniel M., Jr.",M,2056-11-06,Republican,NY,11,3611,0,0,0,0,0,114,115,0,0,0,RepDanDonovan,2015-07-01,2015
GoD-NY10,"Goldman, Daniel S.",M,1976-02-26,Democratic,NY,10,3610,0,0,0,0,0,0,0,0,0,118,RepDanGoldman,2023-01-01,2023
KiD-MI08,"Kildee, Daniel T.",M,2058-08-11,Democratic,MI,8,2608,0,0,0,0,113,114,115,116,117,118,RepDanKildee,2012-12-01,2012
LuD-CA03,"Lungren, Daniel E.",M,2046-09-22,Republican,CA,3,0603,109,110,111,112,0,0,0,0,0,0,RepDanLungren,2011-09-01,2011
DaD-IL07,"Davis, Danny K.",M,2041-09-06,Democratic,IL,7,1707,109,110,111,112,113,114,115,116,117,118,RepDannyDavis,2012-08-01,2012
IsD-CA48,"Issa, Darrell E.",M,2053-11-01,Republican,CA,48,0648,109,110,111,112,113,114,115,0,117,118,repdarrellissa,2009-08-01,2009
SoD-FL09,"Soto, Darren",M,1978-02-25,Democratic,FL,9,1209,0,0,0,0,0,0,115,116,117,118,RepDarrenSoto,2017-01-01,2017
JoD-OH14,"Joyce, David P.",M,2057-03-17,Republican,OH,14,3914,0,0,0,0,113,114,115,116,117,118,RepDaveJoyce,2012-11-01,2012
ScD-AZ01,"Schweikert, David",M,2062-03-03,Republican,AZ,1,0401,0,0,0,112,113,114,115,116,117,118,RepDavid,2010-12-01,2010
PrD-NC04,"Price, David E.",M,2040-08-17,Democratic,NC,4,3704,109,110,111,112,113,114,115,116,117,0,RepDavidEPrice,2010-06-01,2010
KuD-TN08,"Kustoff, David",M,2066-10-08,Republican,TN,8,4708,0,0,0,0,0,0,115,116,117,118,RepDavidKustoff,2017-01-01,2017
RoD-NC07,"Rouzer, David",M,1972-02-16,Republican,NC,7,3707,0,0,0,0,0,114,115,116,117,118,RepDavidRouzer,2012-09-01,2012
DaS-KS03,"Davids, Sharice",F,1980-05-22,Democratic,KS,3,2003,0,0,0,0,0,0,0,116,117,118,RepDavids,2019-01-01,2019
ScD-GA13,"Scott, David",M,2045-06-27,Democratic,GA,13,1313,109,110,111,112,113,114,115,116,117,118,repdavidscott,2010-07-01,2010
TrD-MD06,"Trone, David J.",M,2055-09-21,Democratic,MD,6,2406,0,0,0,0,0,0,0,116,117,118,RepDavidTrone,2019-01-01,2019
VaD-CA22,"Valadao, David G.",M,1977-04-14,Republican,CA,22,0622,0,0,0,0,113,114,115,0,117,118,RepDavidValadao,2013-01-01,2013
DeM-PA04,"Dean, Madeleine",F,2059-06-06,Democratic,PA,4,4204,0,0,0,0,0,0,0,116,117,118,RepDean,2012-04-01,2012
PhD-MN03,"Phillips, Dean",M,2069-01-20,Democratic,MN,3,2703,0,0,0,0,0,0,0,116,117,118,RepDeanPhillips,2018-11-01,2018
DiD-MI06,"Dingell, Debbie",F,2053-11-23,Democratic,MI,6,2606,0,0,0,0,0,114,115,116,117,118,RepDebDingell,2013-11-01,2013
HaD-NM01,"Haaland, Debra A.",F,2060-12-02,Democratic,NM,1,3501,0,0,0,0,0,0,0,116,0,0,RepDebHaaland,2019-01-01,2019
DeS-WA01,"DelBene, Suzan K.",F,2062-02-17,Democratic,WA,1,5301,0,0,0,112,113,114,115,116,117,118,RepDelBene,2012-12-01,2012
DeA-NY19,"Delgado, Antonio",M,1977-01-28,Democratic,NY,19,3619,0,0,0,0,0,0,0,116,117,0,repdelgado,2019-01-01,2019
DeC-PA17,"Deluzio, Christopher R.",M,1984-07-13,Democratic,PA,17,4217,0,0,0,0,0,0,0,0,0,118,RepDeluzio,2022-12-01,2022
KiD-WA06,"Kilmer, Derek",M,1974-01-01,Democratic,WA,6,5306,0,0,0,0,113,114,115,116,117,118,RepDerekKilmer,2013-01-01,2013
DeM-CA10,"DeSaulnier, Mark",M,2052-03-31,Democratic,CA,10,0610,0,0,0,0,0,114,115,116,117,118,RepDeSaulnier,2015-01-01,2015
D'A-NY04,"D''Esposito, Anthony",M,1982-02-22,Republican,NY,4,3604,0,0,0,0,0,0,0,0,0,118,RepDesposito,2022-12-01,2022
DeD-CO01,"DeGette, Diana",F,2057-07-29,Democratic,CO,1,0801,109,110,111,112,113,114,115,116,117,118,RepDianaDeGette,2009-04-01,2009
BlD-TN06,"Black, Diane",F,2051-01-16,Republican,TN,6,4706,0,0,0,112,113,114,115,0,0,0,RepDianeBlack,2010-02-01,2010
TiD-NV01,"Titus, Dina",F,2050-05-23,Democratic,NV,1,3201,0,0,111,0,113,114,115,116,117,118,repdinatitus,2010-03-01,2010
LaD-CO05,"Lamborn, Doug",M,2054-05-24,Republican,CO,5,0805,0,110,111,112,113,114,115,116,117,118,RepDLamborn,2012-05-01,2012
LeD-AZ08,"Lesko, Debbie",F,2058-11-14,Republican,AZ,8,0408,0,0,0,0,0,0,115,116,117,118,RepDLesko,2018-05-01,2018
MuD-FL26,"Mucarsel-Powell, Debbie",F,1971-01-18,Democratic,FL,26,1226,0,0,0,0,0,0,0,116,0,0,RepDMP,2019-01-01,2019
DoR-IL10,"Dold, Robert J.",M,2069-06-23,Republican,IL,10,1710,0,0,0,112,0,114,0,0,0,0,RepDold,2011-01-01,2011
PaJrD-NJ10,"Payne, Donald M., Jr.",M,2058-12-17,Democratic,NJ,10,3410,0,0,0,112,113,114,115,116,117,118,RepDonaldPayne,2013-02-01,2013
DoB-FL19,"Donalds, Byron",M,1974-10-28,Republican,FL,19,1219,0,0,0,0,0,0,0,0,117,118,RepDonaldsPress,2020-12-01,2020
BaD-NE02,"Bacon, Don",M,2063-08-16,Republican,NE,2,3102,0,0,0,0,0,0,115,116,117,118,RepDonBacon,2017-01-01,2017
BeD-VA08,"Beyer, Donald S., Jr.",M,2050-06-20,Democratic,VA,8,5108,0,0,0,0,0,114,115,116,117,118,RepDonBeyer,2015-01-01,2015
DaD-NC01,"Davis, Donald G.",M,1971-08-29,Democratic,NC,1,3701,0,0,0,0,0,0,0,0,0,118,RepDonDavis,2023-01-01,2023
YoD-AK00,"Young, Don",M,2033-06-09,Republican,AK,0,0200,109,110,111,112,113,114,115,116,117,0,repdonyoung,2009-05-01,2009
CoD-GA09,"Collins, Doug",M,2066-08-16,Republican,GA,9,1309,0,0,0,0,113,114,115,116,0,0,RepDougCollins,2013-01-01,2013
FeA-GA03,"Ferguson, A. Drew, IV",M,2066-11-15,Republican,GA,3,1303,0,0,0,0,0,0,115,116,117,118,RepDrewFerguson,2016-12-01,2016
DuJ-CA13,"Duarte, John S.",M,2066-09-09,Republican,CA,13,0613,0,0,0,0,0,0,0,0,0,118,RepDuarteCA13,2023-01-01,2023
JoD-SD00,"Johnson, Dusty",M,1976-09-30,Republican,SD,0,4600,0,0,0,0,0,0,0,116,117,118,RepDustyJohnson,2018-12-01,2018
EvD-PA03,"Evans, Dwight",M,2054-05-16,Democratic,PA,3,4203,0,0,0,0,0,114,115,116,117,118,RepDwightEvans,2009-11-01,2009
WaD-FL25,"Wasserman Schultz, Debbie",F,2066-09-27,Democratic,FL,25,1225,109,110,111,112,113,114,115,116,117,118,RepDWStweets,2013-02-01,2013
JoE-TX30,"Johnson, Eddie Bernice",F,2035-12-03,Democratic,TX,30,4830,109,110,111,112,113,114,115,116,117,0,RepEBJ,2010-07-01,2010
CaE-HI01,"Case, Ed",M,2052-09-27,Democratic,HI,1,1501,109,0,0,0,0,0,0,116,117,118,RepEdCase,2019-01-01,2019
EdC-NC11,"Edwards, Chuck",M,2060-09-13,Republican,NC,11,3711,0,0,0,0,0,0,0,0,0,118,RepEdwards,2022-12-01,2022
WhE-KY01,"Whitfield, Ed",M,2043-05-25,Republican,KY,1,2101,109,110,111,112,113,114,0,0,0,0,RepEdWhitfield,2011-01-01,2011
LuE-VA02,"Luria, Elaine G.",F,1975-08-15,Democratic,VA,2,5102,0,0,0,0,0,0,0,116,117,0,RepElaineLuria,2019-01-01,2019
CrE-AZ02,"Crane, Elijah",M,1980-01-03,Republican,AZ,2,0402,0,0,0,0,0,0,0,0,0,118,RepEliCrane,2022-12-01,2022
EnE-NY16,"Engel, Eliot L.",M,2047-02-18,Democratic,NY,16,3616,109,110,111,112,113,114,115,116,0,0,RepEliotEngel,2010-07-01,2010
ElJ-TX06,"Ellzey, Jake",M,1970-01-24,Republican,TX,6,4806,0,0,0,0,0,0,0,0,117,118,RepEllzey,2021-03-01,2021
BuE-MO07,"Burlison, Eric",M,1976-10-02,Republican,MO,7,2907,0,0,0,0,0,0,0,0,0,118,RepEricBurlison,2022-12-01,2022
SoE-IL17,"Sorensen, Eric",M,1976-03-18,Democratic,IL,17,1717,0,0,0,0,0,0,0,0,0,118,RepEricSorensen,2023-01-01,2023
EsV-TX16,"Escobar, Veronica",F,2069-09-15,Democratic,TX,16,4816,0,0,0,0,0,0,0,116,117,118,RepEscobar,2018-12-01,2018
EsA-NY13,"Espaillat, Adriano",M,2054-09-27,Democratic,NY,13,3613,0,0,0,0,0,0,115,116,117,118,RepEspaillat,2017-01-01,2017
EzM-MS04,"Ezell, Mike",M,2059-04-06,Republican,MS,4,2804,0,0,0,0,0,0,0,0,0,118,RepEzell,2022-12-01,2022
FeR-IA04,"Feenstra, Randy",M,2069-01-14,Republican,IA,4,1904,0,0,0,0,0,0,0,0,117,118,RepFeenstra,2021-01-01,2021
VeF-TX34,"Vela, Filemon",M,2063-02-13,Democratic,TX,34,4834,0,0,0,0,113,114,115,116,117,0,RepFilemonVela,2013-01-01,2013
FiS-TN08,"Fincher, Stephen Lee",M,1973-02-07,Republican,TN,8,4708,0,0,0,112,113,114,0,0,0,0,RepFincherTN08,2011-02-01,2011
FiB-MN01,"Finstad, Brad",M,1976-05-30,Republican,MN,1,2701,0,0,0,0,0,0,0,0,117,118,repfinstad,2022-08-01,2022
FiM-MN07,"Fischbach, Michelle",F,2065-11-03,Republican,MN,7,2707,0,0,0,0,0,0,0,0,117,118,RepFischbach,2020-12-01,2020
FiS-WI05,"Fitzgerald, Scott",M,2063-11-16,Republican,WI,5,5505,0,0,0,0,0,0,0,0,117,118,RepFitzgerald,2012-12-01,2012
FiM-PA08,"Fitzpatrick, Michael G.",M,2063-06-28,Republican,PA,8,4208,109,0,0,112,113,114,0,0,0,0,RepFitzpatrick,2011-01-01,2011
FlJ-LA04,"Fleming, John",M,2051-07-05,Republican,LA,4,2204,0,0,111,112,113,114,0,0,0,0,RepFleming,2009-10-01,2009
FlL-TX07,"Fletcher, Lizzie",F,1975-02-13,Democratic,TX,7,4807,0,0,0,0,0,0,0,116,117,118,RepFletcher,2018-12-01,2018
GuF-NH01,"Guinta, Frank C.",M,1970-09-26,Republican,NH,1,3301,0,0,0,112,0,114,0,0,0,0,RepFrankGuinta,2011-01-01,2011
FrC-FL18,"Franklin, C. Scott",M,2064-08-23,Republican,FL,18,1218,0,0,0,0,0,0,0,0,117,118,RepFranklin,2020-12-01,2020
LuF-OK03,"Lucas, Frank D.",M,2060-01-06,Republican,OK,3,4003,109,110,111,112,113,114,115,116,117,118,RepFrankLucas,2011-01-01,2011
KeF-PA12,"Keller, Fred",M,2065-10-23,Republican,PA,12,4212,0,0,0,0,0,0,0,116,117,0,RepFredKeller,2019-06-01,2019
UpF-MI06,"Upton, Fred",M,2053-04-23,Republican,MI,6,2606,109,110,111,112,113,114,115,116,117,0,RepFredUpton,2010-03-01,2010
HiJ-AR02,"Hill, J. French",M,2056-12-05,Republican,AR,2,0502,0,0,0,0,0,114,115,116,117,118,repfrenchhill,2014-12-01,2014
GaM-WI08,"Gallagher, Mike",M,1984-03-03,Republican,WI,8,5508,0,0,0,0,0,0,115,116,117,118,RepGallagher,2017-01-01,2017
GaJ-CA08,"Garamendi, John",M,2045-01-24,Democratic,CA,8,0608,0,0,111,112,113,114,115,116,117,118,RepGaramendi,2009-11-01,2009
GaA-NY02,"Garbarino, Andrew R.",M,1984-09-27,Republican,NY,2,3602,0,0,0,0,0,0,0,0,117,118,RepGarbarino,2020-12-01,2020
GrG-LA06,"Graves, Garret",M,1972-01-31,Republican,LA,6,2206,0,0,0,0,0,114,115,116,117,118,RepGarretGraves,2014-12-01,2014
GaS-NJ05,"Garrett, Scott",M,2059-07-09,Republican,NJ,5,3405,109,110,111,112,113,114,0,0,0,0,RepGarrett,2012-11-01,2012
AcG-NY05,"Ackerman, Gary L.",M,2042-11-19,Democratic,NY,5,3605,109,110,111,112,0,0,0,0,0,0,RepGaryAckerman,2009-11-01,2009
MiG-CA31,"Miller, Gary G.",M,2048-10-16,Republican,CA,31,0631,109,110,111,112,113,0,0,0,0,0,RepGaryMiller,2010-06-01,2010
DaG-KY04,"Davis, Geoff",M,2058-10-26,Republican,KY,4,2104,109,110,111,112,0,0,0,0,0,0,RepGeoffDavis,2011-01-01,2011
CiG-CA39,"Cisneros, Gilbert Ray, Jr.",M,1971-02-12,Democratic,CA,39,0639,0,0,0,0,0,0,0,116,0,0,RepGilCisneros,2019-01-01,2019
IvG-MD04,"Ivey, Glenn",M,2061-02-27,Democratic,MD,4,2404,0,0,0,0,0,0,0,0,0,118,RepGlennIvey,2023-01-01,2023
GoJ-ME02,"Golden, Jared F.",M,1982-07-25,Democratic,ME,2,2302,0,0,0,0,0,0,0,116,117,118,RepGolden,2019-01-01,2019
GoV-TX34,"Gonzalez, Vicente",M,2067-09-04,Democratic,TX,34,4834,0,0,0,0,0,0,115,116,117,118,RepGonzalez,2017-01-01,2017
GoB-VA06,"Goodlatte, Bob",M,2052-09-22,Republican,VA,6,5106,109,110,111,112,113,114,115,0,0,0,RepGoodlatte,2009-05-01,2009
GoP-AZ09,"Gosar, Paul A.",M,2058-11-22,Republican,AZ,9,0409,0,0,0,112,113,114,115,116,117,118,RepGosar,2011-01-01,2011
MeG-NY06,"Meng, Grace",F,1975-10-01,Democratic,NY,6,3606,0,0,0,0,113,114,115,116,117,118,RepGraceMeng,2012-12-01,2012
LaG-OH01,"Landsman, Greg",M,1976-12-04,Democratic,OH,1,3901,0,0,0,0,0,0,0,0,0,118,RepGregLandsman,2023-01-01,2023
MuG-NC03,"Murphy, Gregory",M,2063-03-05,Republican,NC,3,3703,0,0,0,0,0,0,0,116,117,118,RepGregMurphy,2019-09-01,2019
MeG-NY05,"Meeks, Gregory W.",M,2053-09-25,Democratic,NY,5,3605,109,110,111,112,113,114,115,116,117,118,RepGregoryMeeks,2009-03-01,2009
PeG-IN06,"Pence, Greg",M,2056-11-14,Republican,IN,6,1806,0,0,0,0,0,0,0,116,117,118,RepGregPence,2019-01-01,2019
StG-AZ04,"Stanton, Greg",M,1970-03-08,Democratic,AZ,4,0404,0,0,0,0,0,0,0,116,117,118,RepGregStanton,2019-01-01,2019
StW-FL17,"Steube, W. Gregory",M,1978-05-19,Republican,FL,17,1217,0,0,0,0,0,0,0,116,117,118,RepGregSteube,2019-01-01,2019
WaG-OR02,"Walden, Greg",M,2057-01-10,Republican,OR,2,4102,109,110,111,112,113,114,115,116,0,0,repgregwalden,2009-04-01,2009
GrG-WI06,"Grothman, Glenn",M,2055-07-03,Republican,WI,6,5506,0,0,0,0,0,114,115,116,117,118,RepGrothman,2015-01-01,2015
BiG-FL12,"Bilirakis, Gus M.",M,2063-02-08,Republican,FL,12,1212,0,110,111,112,113,114,115,116,117,118,RepGusBilirakis,2009-03-01,2009
GuB-KY02,"Guthrie, Brett",M,2064-02-18,Republican,KY,2,2102,0,0,111,112,113,114,115,116,117,118,RepGuthrie,2013-01-01,2013
GuL-IL04,"Gutierrez, Luis V.",M,2053-12-10,Democratic,IL,4,1704,109,110,111,112,113,114,115,0,0,0,RepGutierrez,2009-05-01,2009
MoG-WI04,"Moore, Gwen",F,2051-04-18,Democratic,WI,4,5504,109,110,111,112,113,114,115,116,117,118,RepGwenMoore,2009-01-01,2009
HaJ-MN01,"Hagedorn, Jim",M,2062-08-04,Republican,MN,1,2701,0,0,0,0,0,0,0,116,117,0,RepHagedorn,2019-01-01,2019
HaH-WY00,"Hageman, Harriet M.",F,2062-10-18,Republican,WY,0,5600,0,0,0,0,0,0,0,0,0,118,RepHageman,2022-10-01,2022
StH-MI11,"Stevens, Haley M.",F,1983-06-24,Democratic,MI,11,2611,0,0,0,0,0,0,0,116,117,118,RepHaleyStevens,2018-12-01,2018
RoH-KY05,"Rogers, Harold",M,2037-12-31,Republican,KY,5,2105,109,110,111,112,113,114,115,116,117,118,RepHalRogers,2012-04-01,2012
HaC-HI01,"Hanabusa, Colleen",f,2051-05-04,Democratic,HI,1,1501,0,0,0,112,113,114,115,0,0,0,RepHanabusa,2011-01-01,2011
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,2054-10-02,Democratic,GA,4,1304,0,110,111,112,113,114,115,116,117,118,RepHankJohnson,2009-03-01,2009
HaC-NV04,"Hardy, Cresent",F,2057-06-23,Republican,NV,4,3204,0,0,0,0,0,114,0,0,0,0,RepHardy,2015-01-01,2015
RoH-CA48,"Rouda, Harley",M,2061-12-10,Democratic,CA,48,0648,0,0,0,0,0,0,0,116,0,0,RepHarley,2018-12-01,2018
HaD-TN01,"Harshbarger, Diana",F,2060-01-01,Republican,TN,1,4701,0,0,0,0,0,0,0,0,117,118,RepHarshbarger,2021-01-01,2021
HaV-MO04,"Hartzler, Vicky",F,2060-10-13,Republican,MO,4,2904,0,0,0,112,113,114,115,116,117,0,RepHartzler,2011-01-01,2011
HeJ-TX05,"Hensarling, Jeb",M,2057-05-29,Republican,TX,5,4805,109,110,111,112,113,114,115,0,0,0,RepHensarling,2009-01-01,2009
