uniqueid,fullname,gender,dob,party,stateabr,district,congress109,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted
LuD-CA03,"Lungren, Daniel E.",M,2046-09-22,Republican,CA,3,109,RepDanLungren,2011-09-01,2011,2005-01-03,2007-01-03,-41
DaD-IL07,"Davis, Danny K.",M,2041-09-06,Democratic,IL,7,109,RepDannyDavis,2012-08-01,2012,2005-01-03,2007-01-03,-36
IsD-CA48,"Issa, Darrell E.",M,2053-11-01,Republican,CA,48,109,repdarrellissa,2009-08-01,2009,2005-01-03,2007-01-03,-48
SoD-FL09,"Soto, Darren",M,1978-02-25,Democratic,FL,9,0,RepDarrenSoto,2017-01-01,2017,,,
JoD-OH14,"Joyce, David P.",M,2057-03-17,Republican,OH,14,0,RepDaveJoyce,2012-11-01,2012,,,
ScD-AZ01,"Schweikert, David",M,2062-03-03,Republican,AZ,1,0,RepDavid,2010-12-01,2010,,,
PrD-NC04,"Price, David E.",M,2040-08-17,Democratic,NC,4,109,RepDavidEPrice,2010-06-01,2010,2005-01-03,2007-01-03,-35
KuD-TN08,"Kustoff, David",M,2066-10-08,Republican,TN,8,0,RepDavidKustoff,2017-01-01,2017,,,
RoD-NC07,"Rouzer, David",M,1972-02-16,Republican,NC,7,0,RepDavidRouzer,2012-09-01,2012,,,
DaS-KS03,"Davids, Sharice",F,1980-05-22,Democratic,KS,3,0,RepDavids,2019-01-01,2019,,,
ScD-GA13,"Scott, David",M,2045-06-27,Democratic,GA,13,109,repdavidscott,2010-07-01,2010,2005-01-03,2007-01-03,-40
TrD-MD06,"Trone, David J.",M,2055-09-21,Democratic,MD,6,0,RepDavidTrone,2019-01-01,2019,,,
VaD-CA22,"Valadao, David G.",M,1977-04-14,Republican,CA,22,0,RepDavidValadao,2013-01-01,2013,,,
DeM-PA04,"Dean, Madeleine",F,2059-06-06,Democratic,PA,4,0,RepDean,2012-04-01,2012,,,
PhD-MN03,"Phillips, Dean",M,2069-01-20,Democratic,MN,3,0,RepDeanPhillips,2018-11-01,2018,,,
DiD-MI06,"Dingell, Debbie",F,2053-11-23,Democratic,MI,6,0,RepDebDingell,2013-11-01,2013,,,
HaD-NM01,"Haaland, Debra A.",F,2060-12-02,Democratic,NM,1,0,RepDebHaaland,2019-01-01,2019,,,
DeS-WA01,"DelBene, Suzan K.",F,2062-02-17,Democratic,WA,1,0,RepDelBene,2012-12-01,2012,,,
DeA-NY19,"Delgado, Antonio",M,1977-01-28,Democratic,NY,19,0,repdelgado,2019-01-01,2019,,,
DeC-PA17,"Deluzio, Christopher R.",M,1984-07-13,Democratic,PA,17,0,RepDeluzio,2022-12-01,2022,,,
KiD-WA06,"Kilmer, Derek",M,1974-01-01,Democratic,WA,6,0,RepDerekKilmer,2013-01-01,2013,,,
DeM-CA10,"DeSaulnier, Mark",M,2052-03-31,Democratic,CA,10,0,RepDeSaulnier,2015-01-01,2015,,,
D'A-NY04,"D''Esposito, Anthony",M,1982-02-22,Republican,NY,4,0,RepDesposito,2022-12-01,2022,,,
DeD-CO01,"DeGette, Diana",F,2057-07-29,Democratic,CO,1,109,RepDianaDeGette,2009-04-01,2009,2005-01-03,2007-01-03,-52
BlD-TN06,"Black, Diane",F,2051-01-16,Republican,TN,6,0,RepDianeBlack,2010-02-01,2010,,,
TiD-NV01,"Titus, Dina",F,2050-05-23,Democratic,NV,1,0,repdinatitus,2010-03-01,2010,,,
LaD-CO05,"Lamborn, Doug",M,2054-05-24,Republican,CO,5,0,RepDLamborn,2012-05-01,2012,,,
LeD-AZ08,"Lesko, Debbie",F,2058-11-14,Republican,AZ,8,0,RepDLesko,2018-05-01,2018,,,
MuD-FL26,"Mucarsel-Powell, Debbie",F,1971-01-18,Democratic,FL,26,0,RepDMP,2019-01-01,2019,,,
DoR-IL10,"Dold, Robert J.",M,2069-06-23,Republican,IL,10,0,RepDold,2011-01-01,2011,,,
PaJrD-NJ10,"Payne, Donald M., Jr.",M,2058-12-17,Democratic,NJ,10,0,RepDonaldPayne,2013-02-01,2013,,,
DoB-FL19,"Donalds, Byron",M,1974-10-28,Republican,FL,19,0,RepDonaldsPress,2020-12-01,2020,,,
BaD-NE02,"Bacon, Don",M,2063-08-16,Republican,NE,2,0,RepDonBacon,2017-01-01,2017,,,
BeD-VA08,"Beyer, Donald S., Jr.",M,2050-06-20,Democratic,VA,8,0,RepDonBeyer,2015-01-01,2015,,,
DaD-NC01,"Davis, Donald G.",M,1971-08-29,Democratic,NC,1,0,RepDonDavis,2023-01-01,2023,,,
YoD-AK00,"Young, Don",M,2033-06-09,Republican,AK,0,109,repdonyoung,2009-05-01,2009,2005-01-03,2007-01-03,-28
CoD-GA09,"Collins, Doug",M,2066-08-16,Republican,GA,9,0,RepDougCollins,2013-01-01,2013,,,
FeA-GA03,"Ferguson, A. Drew, IV",M,2066-11-15,Republican,GA,3,0,RepDrewFerguson,2016-12-01,2016,,,
DuJ-CA13,"Duarte, John S.",M,2066-09-09,Republican,CA,13,0,RepDuarteCA13,2023-01-01,2023,,,
JoD-SD00,"Johnson, Dusty",M,1976-09-30,Republican,SD,0,0,RepDustyJohnson,2018-12-01,2018,,,
EvD-PA03,"Evans, Dwight",M,2054-05-16,Democratic,PA,3,0,RepDwightEvans,2009-11-01,2009,,,
WaD-FL25,"Wasserman Schultz, Debbie",F,2066-09-27,Democratic,FL,25,109,RepDWStweets,2013-02-01,2013,2005-01-03,2007-01-03,-61
JoE-TX30,"Johnson, Eddie Bernice",F,2035-12-03,Democratic,TX,30,109,RepEBJ,2010-07-01,2010,2005-01-03,2007-01-03,-30
CaE-HI01,"Case, Ed",M,2052-09-27,Democratic,HI,1,109,RepEdCase,2019-01-01,2019,2005-01-03,2007-01-03,-47
EdC-NC11,"Edwards, Chuck",M,2060-09-13,Republican,NC,11,0,RepEdwards,2022-12-01,2022,,,
WhE-KY01,"Whitfield, Ed",M,2043-05-25,Republican,KY,1,109,RepEdWhitfield,2011-01-01,2011,2005-01-03,2007-01-03,-38
LuE-VA02,"Luria, Elaine G.",F,1975-08-15,Democratic,VA,2,0,RepElaineLuria,2019-01-01,2019,,,
CrE-AZ02,"Crane, Elijah",M,1980-01-03,Republican,AZ,2,0,RepEliCrane,2022-12-01,2022,,,
EnE-NY16,"Engel, Eliot L.",M,2047-02-18,Democratic,NY,16,109,RepEliotEngel,2010-07-01,2010,2005-01-03,2007-01-03,-42
ElJ-TX06,"Ellzey, Jake",M,1970-01-24,Republican,TX,6,0,RepEllzey,2021-03-01,2021,,,
BuE-MO07,"Burlison, Eric",M,1976-10-02,Republican,MO,7,0,RepEricBurlison,2022-12-01,2022,,,
SoE-IL17,"Sorensen, Eric",M,1976-03-18,Democratic,IL,17,0,RepEricSorensen,2023-01-01,2023,,,
EsV-TX16,"Escobar, Veronica",F,2069-09-15,Democratic,TX,16,0,RepEscobar,2018-12-01,2018,,,
EsA-NY13,"Espaillat, Adriano",M,2054-09-27,Democratic,NY,13,0,RepEspaillat,2017-01-01,2017,,,
EzM-MS04,"Ezell, Mike",M,2059-04-06,Republican,MS,4,0,RepEzell,2022-12-01,2022,,,
FeR-IA04,"Feenstra, Randy",M,2069-01-14,Republican,IA,4,0,RepFeenstra,2021-01-01,2021,,,
VeF-TX34,"Vela, Filemon",M,2063-02-13,Democratic,TX,34,0,RepFilemonVela,2013-01-01,2013,,,
FiS-TN08,"Fincher, Stephen Lee",M,1973-02-07,Republican,TN,8,0,RepFincherTN08,2011-02-01,2011,,,
FiB-MN01,"Finstad, Brad",M,1976-05-30,Republican,MN,1,0,repfinstad,2022-08-01,2022,,,
FiM-MN07,"Fischbach, Michelle",F,2065-11-03,Republican,MN,7,0,RepFischbach,2020-12-01,2020,,,
FiS-WI05,"Fitzgerald, Scott",M,2063-11-16,Republican,WI,5,0,RepFitzgerald,2012-12-01,2012,,,
FiM-PA08,"Fitzpatrick, Michael G.",M,2063-06-28,Republican,PA,8,109,RepFitzpatrick,2011-01-01,2011,2005-01-03,2007-01-03,-58
FlJ-LA04,"Fleming, John",M,2051-07-05,Republican,LA,4,0,RepFleming,2009-10-01,2009,,,
FlL-TX07,"Fletcher, Lizzie",F,1975-02-13,Democratic,TX,7,0,RepFletcher,2018-12-01,2018,,,
GuF-NH01,"Guinta, Frank C.",M,1970-09-26,Republican,NH,1,0,RepFrankGuinta,2011-01-01,2011,,,
FrC-FL18,"Franklin, C. Scott",M,2064-08-23,Republican,FL,18,0,RepFranklin,2020-12-01,2020,,,
LuF-OK03,"Lucas, Frank D.",M,2060-01-06,Republican,OK,3,109,RepFrankLucas,2011-01-01,2011,2005-01-03,2007-01-03,-55
KeF-PA12,"Keller, Fred",M,2065-10-23,Republican,PA,12,0,RepFredKeller,2019-06-01,2019,,,
UpF-MI06,"Upton, Fred",M,2053-04-23,Republican,MI,6,109,RepFredUpton,2010-03-01,2010,2005-01-03,2007-01-03,-48
HiJ-AR02,"Hill, J. French",M,2056-12-05,Republican,AR,2,0,repfrenchhill,2014-12-01,2014,,,
GaM-WI08,"Gallagher, Mike",M,1984-03-03,Republican,WI,8,0,RepGallagher,2017-01-01,2017,,,
GaJ-CA08,"Garamendi, John",M,2045-01-24,Democratic,CA,8,0,RepGaramendi,2009-11-01,2009,,,
GaA-NY02,"Garbarino, Andrew R.",M,1984-09-27,Republican,NY,2,0,RepGarbarino,2020-12-01,2020,,,
GrG-LA06,"Graves, Garret",M,1972-01-31,Republican,LA,6,0,RepGarretGraves,2014-12-01,2014,,,
GaS-NJ05,"Garrett, Scott",M,2059-07-09,Republican,NJ,5,109,RepGarrett,2012-11-01,2012,2005-01-03,2007-01-03,-54
AcG-NY05,"Ackerman, Gary L.",M,2042-11-19,Democratic,NY,5,109,RepGaryAckerman,2009-11-01,2009,2005-01-03,2007-01-03,-37
MiG-CA31,"Miller, Gary G.",M,2048-10-16,Republican,CA,31,109,RepGaryMiller,2010-06-01,2010,2005-01-03,2007-01-03,-43
DaG-KY04,"Davis, Geoff",M,2058-10-26,Republican,KY,4,109,RepGeoffDavis,2011-01-01,2011,2005-01-03,2007-01-03,-53
CiG-CA39,"Cisneros, Gilbert Ray, Jr.",M,1971-02-12,Democratic,CA,39,0,RepGilCisneros,2019-01-01,2019,,,
IvG-MD04,"Ivey, Glenn",M,2061-02-27,Democratic,MD,4,0,RepGlennIvey,2023-01-01,2023,,,
GoJ-ME02,"Golden, Jared F.",M,1982-07-25,Democratic,ME,2,0,RepGolden,2019-01-01,2019,,,
GoV-TX34,"Gonzalez, Vicente",M,2067-09-04,Democratic,TX,34,0,RepGonzalez,2017-01-01,2017,,,
GoB-VA06,"Goodlatte, Bob",M,2052-09-22,Republican,VA,6,109,RepGoodlatte,2009-05-01,2009,2005-01-03,2007-01-03,-47
GoP-AZ09,"Gosar, Paul A.",M,2058-11-22,Republican,AZ,9,0,RepGosar,2011-01-01,2011,,,
MeG-NY06,"Meng, Grace",F,1975-10-01,Democratic,NY,6,0,RepGraceMeng,2012-12-01,2012,,,
LaG-OH01,"Landsman, Greg",M,1976-12-04,Democratic,OH,1,0,RepGregLandsman,2023-01-01,2023,,,
MuG-NC03,"Murphy, Gregory",M,2063-03-05,Republican,NC,3,0,RepGregMurphy,2019-09-01,2019,,,
MeG-NY05,"Meeks, Gregory W.",M,2053-09-25,Democratic,NY,5,109,RepGregoryMeeks,2009-03-01,2009,2005-01-03,2007-01-03,-48
PeG-IN06,"Pence, Greg",M,2056-11-14,Republican,IN,6,0,RepGregPence,2019-01-01,2019,,,
StG-AZ04,"Stanton, Greg",M,1970-03-08,Democratic,AZ,4,0,RepGregStanton,2019-01-01,2019,,,
StW-FL17,"Steube, W. Gregory",M,1978-05-19,Republican,FL,17,0,RepGregSteube,2019-01-01,2019,,,
WaG-OR02,"Walden, Greg",M,2057-01-10,Republican,OR,2,109,repgregwalden,2009-04-01,2009,2005-01-03,2007-01-03,-52
GrG-WI06,"Grothman, Glenn",M,2055-07-03,Republican,WI,6,0,RepGrothman,2015-01-01,2015,,,
BiG-FL12,"Bilirakis, Gus M.",M,2063-02-08,Republican,FL,12,0,RepGusBilirakis,2009-03-01,2009,,,
GuB-KY02,"Guthrie, Brett",M,2064-02-18,Republican,KY,2,0,RepGuthrie,2013-01-01,2013,,,
GuL-IL04,"Gutierrez, Luis V.",M,2053-12-10,Democratic,IL,4,109,RepGutierrez,2009-05-01,2009,2005-01-03,2007-01-03,-48
MoG-WI04,"Moore, Gwen",F,2051-04-18,Democratic,WI,4,109,RepGwenMoore,2009-01-01,2009,2005-01-03,2007-01-03,-46
HaJ-MN01,"Hagedorn, Jim",M,2062-08-04,Republican,MN,1,0,RepHagedorn,2019-01-01,2019,,,
HaH-WY00,"Hageman, Harriet M.",F,2062-10-18,Republican,WY,0,0,RepHageman,2022-10-01,2022,,,
StH-MI11,"Stevens, Haley M.",F,1983-06-24,Democratic,MI,11,0,RepHaleyStevens,2018-12-01,2018,,,
RoH-KY05,"Rogers, Harold",M,2037-12-31,Republican,KY,5,109,RepHalRogers,2012-04-01,2012,2005-01-03,2007-01-03,-33
HaC-HI01,"Hanabusa, Colleen",f,2051-05-04,Democratic,HI,1,0,RepHanabusa,2011-01-01,2011,,,
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,2054-10-02,Democratic,GA,4,0,RepHankJohnson,2009-03-01,2009,,,
HaC-NV04,"Hardy, Cresent",F,2057-06-23,Republican,NV,4,0,RepHardy,2015-01-01,2015,,,
RoH-CA48,"Rouda, Harley",M,2061-12-10,Democratic,CA,48,0,RepHarley,2018-12-01,2018,,,
HaD-TN01,"Harshbarger, Diana",F,2060-01-01,Republican,TN,1,0,RepHarshbarger,2021-01-01,2021,,,
HaV-MO04,"Hartzler, Vicky",F,2060-10-13,Republican,MO,4,0,RepHartzler,2011-01-01,2011,,,
HeJ-TX05,"Hensarling, Jeb",M,2057-05-29,Republican,TX,5,109,RepHensarling,2009-01-01,2009,2005-01-03,2007-01-03,-52
HoG-NC02,"Holding, George",M,2068-04-17,Republican,NC,2,0,RepHolding,2013-01-01,2013,,,
HoS-NV04,"Horsford, Steven",M,1973-04-29,Democratic,NV,4,0,RepHorsford,2011-10-01,2011,,,
HoE-IN09,"Houchin, Erin",F,1976-09-24,Republican,IN,9,0,RepHouchin,2022-12-01,2022,,,
HoC-PA06,"Houlahan, Chrissy",F,2057-06-05,Democratic,PA,6,0,RepHoulahan,2018-10-01,2018,,,
HuJ-CA02,"Huffman, Jared",M,2064-02-18,Democratic,CA,2,0,RepHuffman,2013-01-01,2013,,,
HuB-MI04,"Huizenga, Bill",M,2069-01-31,Republican,MI,4,0,RepHuizenga,2011-01-01,2011,,,
HuR-IL14,"Hultgren, Randy",M,2066-03-01,Republican,IL,14,0,RepHultgren,2011-01-01,2011,,,
BeJ-MI01,"Bergman, Jack",M,2047-02-02,Republican,MI,1,0,RepJackBergman,2016-12-01,2016,,,
JaC-NY27,"Jacobs, Chris",M,2066-11-28,Republican,NY,27,0,RepJacobs,2020-06-01,2020,,,
HaJ-CT05,"Hayes, Jahana",F,1973-03-08,Democratic,CT,5,0,RepJahanaHayes,2019-01-01,2019,,,
CoJ-KY01,"Comer, James",M,1972-08-19,Republican,KY,1,0,RepJamesComer,2020-06-01,2020,,,
PoJ-CO02,"Polis, Jared",M,1975-05-12,Democratic,CO,2,0,RepJaredPolis,2012-01-01,2012,,,
CrJ-TX30,"Crockett, Jasmine",F,1981-03-29,Democratic,TX,30,0,RepJasmine,2023-01-01,2023,,,
CrJ-CO06,"Crow, Jason",M,1979-03-15,Democratic,CO,6,0,RepJasonCrow,2019-01-01,2019,,,
SmJ-MO08,"Smith, Jason",M,1980-06-16,Republican,MO,8,0,RepJasonSmith,2013-07-01,2013,,,
JaP-WA07,"Jayapal, Pramila",F,2065-09-21,Democratic,WA,7,0,RepJayapal,2017-01-01,2017,,,
BrJ-OK01,"Bridenstine, Jim",M,1975-06-15,Republican,OK,1,0,RepJBridenstine,2013-01-01,2013,,,
DuJ-SC03,"Duncan, Jeff",M,2066-01-07,Republican,SC,3,0,RepJeffDuncan,2011-01-01,2011,,,
JaJ-NC14,"Jackson, Jeff",M,1982-09-12,Democratic,NC,14,0,RepJeffJackson,2023-01-01,2023,,,
JeH-NY08,"Jeffries, Hakeem S.",M,1970-08-04,Democratic,NY,8,0,RepJeffries,2012-01-01,2012,,,
GoJ-PR00,"Gonzalez-Colon, Jenniffer",F,1976-08-05,Republican,PR,0,0,RepJenniffer,2017-01-01,2017,,,
CaJ-AL01,"Carl, Jerry L.",M,2058-06-17,Republican,AL,1,0,RepJerryCarl,2020-12-01,2020,,,
LeJ-CA41,"Lewis, Jerry",M,2034-10-21,Republican,CA,41,109,RepJerryLewis,2009-09-01,2009,2005-01-03,2007-01-03,-29
NaJ-NY12,"Nadler, Jerrold",M,2047-06-13,Democratic,NY,12,109,RepJerryNadler,2009-05-01,2009,2005-01-03,2007-01-03,-42
ToJ-HI02,"Tokuda, Jill N.",F,1976-03-03,Democratic,HI,2,0,RepJillTokuda,2023-01-01,2023,,,
BaJ-IN04,"Baird, James R.",M,2045-06-04,Republican,IN,4,0,RepJimBaird,2019-01-01,2019,,,
BaJ-IN03,"Banks, Jim",M,1979-07-16,Republican,IN,3,0,RepJimBanks,2017-01-01,2017,,,
CoJ-CA21,"Costa, Jim",M,2052-04-13,Democratic,CA,21,109,RepJimCosta,2011-01-01,2011,2005-01-03,2007-01-03,-47
MaJ-UT04,"Matheson, Jim",M,2060-03-21,Democratic,UT,4,109,RepJimMatheson,2009-06-01,2009,2005-01-03,2007-01-03,-55
McJ-WA07,"McDermott, Jim",M,2036-12-28,Democratic,WA,7,109,RepJimMcDermott,2010-04-01,2010,2005-01-03,2007-01-03,-32
GoJ-CA34,"Gomez, Jimmy",M,1974-11-25,Democratic,CA,34,0,RepJimmyGomez,2014-03-01,2014,,,
PaJ-CA19,"Panetta, Jimmy",M,2069-10-01,Democratic,CA,19,0,RepJimmyPanetta,2016-11-01,2016,,,
BaJ-TX06,"Barton, Joe",M,2049-09-15,Republican,TX,6,109,RepJoeBarton,2009-02-01,2009,2005-01-03,2007-01-03,-44
CoJ-CT02,"Courtney, Joe",M,2053-04-06,Democratic,CT,2,0,RepJoeCourtney,2009-10-01,2009,,,
MoJ-NY25,"Morelle, Joseph D.",M,2057-04-29,Democratic,NY,25,0,RepJoeMorelle,2018-11-01,2018,,,
NeJ-CO02,"Neguse, Joe",M,1984-05-13,Democratic,CO,2,0,RepJoeNeguse,2018-12-01,2018,,,
WiJ-SC02,"Wilson, Joe",M,2047-07-31,Republican,SC,2,109,RepJoeWilson,2011-02-01,2011,2005-01-03,2007-01-03,-42
BoJ-OH16,"Boccieri, John A.",M,2069-10-05,Democratic,OH,16,0,RepJohnBoccieri,2016-02-01,2016,,,
CoJ-MI13,"Conyers, John, Jr.",M,2029-05-16,Democratic,MI,13,109,RepJohnConyers,2010-04-01,2010,2005-01-03,2007-01-03,-24
CuJ-UT03,"Curtis, John R.",M,2060-05-10,Republican,UT,3,0,RepJohnCurtis,2017-11-01,2017,,,
DuJ-TN02,"Duncan, John J., Jr.",M,2047-07-21,Republican,TN,2,109,RepJohnDuncanJr,2013-09-01,2013,2005-01-03,2007-01-03,-42
FaJ-NY19,"Faso, John J.",M,2052-08-25,Republican,NY,19,0,RepJohnFaso,2017-01-01,2017,,,
JoJ-PA13,"Joyce, John",M,2057-02-08,Republican,PA,13,0,RepJohnJoyce,2019-01-01,2019,,,
KaJ-NY24,"Katko, John",M,2062-11-09,Republican,NY,24,0,RepJohnKatko,2015-01-01,2015,,,
KlJ-MN02,"Kline, John",M,2047-09-06,Republican,MN,2,109,repjohnkline,2009-09-01,2009,2005-01-03,2007-01-03,-42
LaJ-CT01,"Larson, John B.",M,2048-07-22,Democratic,CT,1,109,RepJohnLarson,2009-06-01,2009,2005-01-03,2007-01-03,-43
LeJ-GA05,"Lewis, John",M,2040-02-21,Democratic,GA,5,109,repjohnlewis,2009-04-01,2009,2005-01-03,2007-01-03,-35
RoJ-TN06,"Rose, John W.",M,2065-02-23,Republican,TN,6,0,RepJohnRose,2019-01-01,2019,,,
ShJ-AZ03,"Shadegg, John B.",M,2049-10-22,Republican,AZ,3,109,RepJohnShadegg,2009-09-01,2009,2005-01-03,2007-01-03,-44
RuJ-NJ03,"Runyan, Jon",M,1973-11-27,Republican,NJ,3,0,RepJonRunyan,2011-06-01,2011,,,
SeJ-NY15,"Serrano, Jose E.",M,2043-10-24,Democratic,NY,15,109,RepJoseSerrano,2009-04-01,2009,2005-01-03,2007-01-03,-38
GoJ-NJ05,"Gottheimer, Josh",M,1975-03-08,Democratic,NJ,5,0,RepJoshG,2016-12-01,2016,,,
HaJ-CA09,"Harder, Josh",M,1986-08-01,Democratic,CA,9,0,RepJoshHarder,2019-01-01,2019,,,
VaJ-CA52,"Vargas, Juan",M,2061-03-07,Democratic,CA,52,0,RepJuanVargas,2013-03-01,2013,,,
ChJ-CA28,"Chu, Judy",F,2053-07-07,Democratic,CA,28,0,RepJudyChu,2010-09-01,2010,,,
LeJ-LA05,"Letlow, Julia",F,1981-03-16,Republican,LA,5,0,repjulialetlow,2021-04-01,2021,,,
KaK-HI02,"Kahele, Kaiali''i",M,1974-03-28,Democratic,HI,2,0,RepKahele,2021-01-01,2021,,,
KaS-CA37,"Kamlager-Dove, Sydney",F,1972-07-20,Democratic,CA,37,0,RepKamlagerDove,2023-01-01,2023,,,
BaK-CA37,"Bass, Karen",F,2053-10-03,Democratic,CA,37,0,RepKarenBass,2011-01-01,2011,,,
CaK-FL03,"Cammack, Kat",F,1988-02-16,Republican,FL,3,0,RepKatCammack,2020-01-01,2020,,,
HoK-NY26,"Hochul, Kathleen C.",F,2058-08-27,Democratic,NY,26,0,RepKathyHochul,2011-06-01,2011,,,
HiK-CA25,"Hill, Katie",F,1987-08-25,Democratic,CA,25,0,RepKatieHill,2018-11-01,2018,,,
PoK-CA47,"Porter, Katie",F,1974-01-03,Democratic,CA,47,0,RepKatiePorter,2019-01-01,2019,,,
GrK-TX12,"Granger, Kay",F,2043-01-18,Republican,TX,12,109,RepKayGranger,2010-07-01,2010,2005-01-03,2007-01-03,-38
ClK-MA05,"Clark, Katherine M.",F,2063-07-17,Democratic,MA,5,0,RepKClark,2014-01-01,2014,,,
SeK-TX03,"Self, Keith",M,2053-03-20,Republican,TX,3,0,RepKeithSelf,2023-01-01,2023,,,
BuK-CO04,"Buck, Ken",M,2059-02-16,Republican,CO,4,0,RepKenBuck,2014-11-01,2014,,,
MaK-TX24,"Marchant, Kenny",M,2051-02-23,Republican,TX,24,109,RepKenMarchant,2009-03-01,2009,2005-01-03,2007-01-03,-46
HeK-OK01,"Hern, Kevin",M,2061-12-04,Republican,OK,1,0,repkevinhern,2018-11-01,2018,,,
KiR-NV04,"Kihuen, Ruben J.",M,1980-04-25,Democratic,NV,4,0,RepKihuen,2017-01-01,2017,,,
KiK-CA03,"Kiley, Kevin",M,1985-01-30,Republican,CA,3,0,RepKiley,2023-01-01,2023,,,
ScK-WA08,"Schrier, Kim",F,2068-08-23,Democratic,WA,8,0,RepKimSchrier,2019-01-01,2019,,,
KiA-IL16,"Kinzinger, Adam",M,1978-02-27,Republican,IL,16,0,RepKinzinger,2010-11-01,2010,,,
KiA-AZ02,"Kirkpatrick, Ann",F,2050-03-24,Democratic,AZ,2,0,RepKirkpatrick,2019-01-01,2019,,,
MfK-MD07,"Mfume, Kweisi",M,2048-10-24,Democratic,MD,7,0,RepKweisiMfume,2020-06-01,2020,,,
LaD-IL16,"LaHood, Darin",M,2068-07-05,Republican,IL,16,0,RepLaHood,2015-09-01,2015,,,
LaN-NY01,"LaLota, Nick",M,1978-06-23,Republican,NY,1,0,RepLaLota,2022-11-01,2022,,,
LaD-CA01,"LaMalfa, Doug",M,2060-07-02,Republican,CA,1,0,RepLaMalfa,2013-01-01,2013,,,
LaL-NJ07,"Lance, Leonard",M,2052-06-25,Republican,NJ,7,0,RepLanceNJ7,2012-06-01,2012,,,
BuL-IN08,"Bucshon, Larry",M,2062-05-31,Republican,IN,8,0,RepLarryBucshon,2011-01-01,2011,,,
LaJ-KS02,"LaTurner, Jake",M,1988-02-17,Republican,KS,2,0,RepLaTurner,2021-01-01,2021,,,
LeL-FL15,"Lee, Laurel M.",F,1974-03-26,Republican,FL,15,0,RepLaurelLee,2022-12-01,2022,,,
BlL-DE00,"Blunt Rochester, Lisa",F,2062-02-10,Democratic,DE,0,0,RepLBR,2017-01-01,2017,,,
ChL-OR05,"Chavez-DeRemer, Lori",F,2068-04-07,Republican,OR,5,0,RepLCD,2022-10-01,2022,,,
SaL-CA38,"Sanchez, Linda T.",F,2069-01-28,Democratic,CA,38,109,replindasanchez,2011-06-01,2011,2005-01-03,2007-01-03,-64
LiD-IL03,"Lipinski, Daniel",M,2066-07-15,Democratic,IL,3,109,RepLipinski,2012-12-01,2012,2005-01-03,2007-01-03,-61
McL-MI09,"McClain, Lisa C.",F,2066-04-07,Republican,MI,9,0,RepLisaMcClain,2020-12-01,2020,,,
DoL-TX37,"Doggett, Lloyd",M,2046-10-06,Democratic,TX,37,109,RepLloydDoggett,2010-06-01,2010,2005-01-03,2007-01-03,-41
CaL-CA24,"Capps, Lois",F,2038-01-10,Democratic,CA,24,109,RepLoisCapps,2011-05-01,2011,2005-01-03,2007-01-03,-33
FrL-FL22,"Frankel, Lois",F,2048-05-16,Democratic,FL,22,0,RepLoisFrankel,2013-01-01,2013,,,
TrL-MA03,"Trahan, Lori",F,1973-10-27,Democratic,MA,3,0,RepLoriTrahan,2018-12-01,2018,,,
BaL-PA11,"Barletta, Lou",M,2056-01-28,Republican,PA,11,0,RepLouBarletta,2011-01-01,2011,,,
CoJ-CA46,"Correa, J. Luis",M,2058-01-24,Democratic,CA,46,0,RepLouCorrea,2017-01-01,2017,,,
LoB-GA11,"Loudermilk, Barry",M,2063-12-22,Republican,GA,11,0,RepLoudermilk,2014-12-01,2014,,,
LoA-CA47,"Lowenthal, Alan S.",M,2041-03-08,Democratic,CA,47,0,RepLowenthal,2013-01-01,2013,,,
McL-GA07,"McBath, Lucy",F,2060-06-01,Democratic,GA,7,0,RepLucyMcBath,2019-01-01,2019,,,
LuA-FL13,"Luna, Anna Paulina",F,1989-05-06,Republican,FL,13,0,RepLuna,2023-01-01,2023,,,
LuM-TX08,"Luttrell, Morgan",M,1975-11-07,Republican,TX,8,0,RepLuttrell_TX8,2021-06-01,2021,,,
MaN-NY11,"Malliotakis, Nicole",F,1980-11-11,Republican,NY,11,0,RepMalliotakis,2020-12-01,2020,,,
MaC-NY12,"Maloney, Carolyn B.",F,2046-02-19,Democratic,NY,12,109,RepMaloney,2011-02-01,2011,2005-01-03,2007-01-03,-41
MaT-KS01,"Mann, Tracey",M,1976-12-17,Republican,KS,1,0,RepMann,2021-01-01,2021,,,
FuM-OH11,"Fudge, Marcia L.",F,2052-10-29,Democratic,OH,11,0,RepMarciaFudge,2010-06-01,2010,,,
KaM-OH09,"Kaptur, Marcy",F,2046-06-17,Democratic,OH,9,109,RepMarcyKaptur,2012-05-01,2012,2005-01-03,2007-01-03,-41
SaM-FL27,"Salazar, Maria Elvira",F,2061-11-01,Republican,FL,27,0,RepMariaSalazar,2020-11-01,2020,,,
NeM-IL03,"Newman, Marie",F,2064-04-13,Democratic,IL,3,0,RepMarieNewman,2020-12-01,2020,,,
AlM-MO04,"Alford, Mark",M,2063-10-04,Republican,MO,4,0,RepMarkAlford,2023-01-01,2023,,,
GrM-WI08,"Green, Mark",M,2060-06-01,Republican,WI,8,109,RepMarkGreen,2019-01-01,2019,2005-01-03,2007-01-03,-55
