uniqueid,fullname,gender,dob,party,stateabr,district,congress118,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitterever,joined118,NT
ClM-TX27,"Cloud, Michael",M,5/13/75,Republican,TX,27,118,RepCloudTX,9/1/18,2018,1/3/23,1/3/25,47,1.00,,Has Twitter
CoS-TN09,"Cohen, Steve",M,5/24/49,Democratic,TN,9,118,RepCohen,7/1/10,2010,1/3/23,1/3/25,-26,1.00,,Has Twitter
AlC-TX32,"Allred, Colin Z.",M,4/15/83,Democratic,TX,32,118,RepColinAllred,12/1/18,2018,1/3/23,1/3/25,39,1.00,,Has Twitter
CoC-CA22,"Conway, Connie",F,9/25/50,Republican,CA,22,0,RepConnieConway,7/1/22,2022,,,,,,
BuC-MO01,"Bush, Cori",F,7/21/76,Democratic,MO,1,118,RepCori,6/1/18,2018,1/3/23,1/3/25,46,1.00,,Has Twitter
CuH-TX28,"Cuellar, Henry",M,9/19/55,Democratic,TX,28,118,RepCuellar,11/1/10,2010,1/3/23,1/3/25,-32,1.00,,Has Twitter
CuE-MD07,"Cummings, Elijah E.",M,1/18/51,Democratic,MD,7,0,RepCummings,8/1/12,2012,,,,,,
CuJ-SC01,"Cunningham, Joe",M,5/26/82,Democratic,SC,1,0,RepCunningham,1/1/19,2019,,,,,,
ClC-FL19,"Clawson, Curt",M,9/28/59,Republican,FL,19,0,RepCurtClawson,8/1/14,2014,,,,,,
StD-AL05,"Strong, Dale W.",M,5/8/70,Republican,AL,5,118,RepDaleStrong,1/1/17,2017,1/3/23,1/3/25,52,1.00,,Has Twitter
BiD-NC08,"Bishop, Dan",M,7/1/64,Republican,NC,8,118,RepDanBishop,9/1/19,2019,1/3/23,1/3/25,-41,1.00,,Has Twitter
CrD-TX02,"Crenshaw, Dan",M,3/14/84,Republican,TX,2,118,RepDanCrenshaw,1/1/19,2019,1/3/23,1/3/25,38,1.00,,Has Twitter
DoD-NY11,"Donovan, Daniel M., Jr.",M,11/6/56,Republican,NY,11,0,RepDanDonovan,7/1/15,2015,,,,,,
GoD-NY10,"Goldman, Daniel S.",M,2/26/76,Democratic,NY,10,118,RepDanGoldman,1/1/23,2023,1/3/23,1/3/25,46,1.00,1,Has Twitter
KiD-MI08,"Kildee, Daniel T.",M,8/11/58,Democratic,MI,8,118,RepDanKildee,12/1/12,2012,1/3/23,1/3/25,-35,1.00,,Has Twitter
LuD-CA03,"Lungren, Daniel E.",M,9/22/46,Republican,CA,3,0,RepDanLungren,9/1/11,2011,,,,,,
DaD-IL07,"Davis, Danny K.",M,9/6/41,Democratic,IL,7,118,RepDannyDavis,8/1/12,2012,1/3/23,1/3/25,-18,1.00,,Has Twitter
IsD-CA48,"Issa, Darrell E.",M,11/1/53,Republican,CA,48,118,repdarrellissa,8/1/09,2009,1/3/23,1/3/25,-30,1.00,,Has Twitter
SoD-FL09,"Soto, Darren",M,2/25/78,Democratic,FL,9,118,RepDarrenSoto,1/1/17,2017,1/3/23,1/3/25,44,1.00,,Has Twitter
JoD-OH14,"Joyce, David P.",M,3/17/57,Republican,OH,14,118,RepDaveJoyce,11/1/12,2012,1/3/23,1/3/25,-34,1.00,,Has Twitter
ScD-AZ01,"Schweikert, David",M,3/3/62,Republican,AZ,1,118,RepDavid,12/1/10,2010,1/3/23,1/3/25,-39,1.00,,Has Twitter
PrD-NC04,"Price, David E.",M,8/17/40,Democratic,NC,4,0,RepDavidEPrice,6/1/10,2010,,,,,,
KuD-TN08,"Kustoff, David",M,10/8/66,Republican,TN,8,118,RepDavidKustoff,1/1/17,2017,1/3/23,1/3/25,-43,1.00,,Has Twitter
RoD-NC07,"Rouzer, David",M,2/16/72,Republican,NC,7,118,RepDavidRouzer,9/1/12,2012,1/3/23,1/3/25,50,1.00,,Has Twitter
DaS-KS03,"Davids, Sharice",F,5/22/80,Democratic,KS,3,118,RepDavids,1/1/19,2019,1/3/23,1/3/25,42,1.00,,Has Twitter
ScD-GA13,"Scott, David",M,6/27/45,Democratic,GA,13,118,repdavidscott,7/1/10,2010,1/3/23,1/3/25,-22,1.00,,Has Twitter
TrD-MD06,"Trone, David J.",M,9/21/55,Democratic,MD,6,118,RepDavidTrone,1/1/19,2019,1/3/23,1/3/25,-32,1.00,,Has Twitter
VaD-CA22,"Valadao, David G.",M,4/14/77,Republican,CA,22,118,RepDavidValadao,1/1/13,2013,1/3/23,1/3/25,45,1.00,,Has Twitter
DeM-PA04,"Dean, Madeleine",F,6/6/59,Democratic,PA,4,118,RepDean,4/1/12,2012,1/3/23,1/3/25,-36,1.00,,Has Twitter
PhD-MN03,"Phillips, Dean",M,1/20/69,Democratic,MN,3,118,RepDeanPhillips,11/1/18,2018,1/3/23,1/3/25,-46,1.00,,Has Twitter
DiD-MI06,"Dingell, Debbie",F,11/23/53,Democratic,MI,6,118,RepDebDingell,11/1/13,2013,1/3/23,1/3/25,-30,1.00,,Has Twitter
HaD-NM01,"Haaland, Debra A.",F,12/2/60,Democratic,NM,1,0,RepDebHaaland,1/1/19,2019,,,,,,
DeS-WA01,"DelBene, Suzan K.",F,2/17/62,Democratic,WA,1,118,RepDelBene,12/1/12,2012,1/3/23,1/3/25,-39,1.00,,Has Twitter
DeA-NY19,"Delgado, Antonio",M,1/28/77,Democratic,NY,19,0,repdelgado,1/1/19,2019,,,,,,
DeC-PA17,"Deluzio, Christopher R.",M,7/13/84,Democratic,PA,17,118,RepDeluzio,12/1/22,2022,1/3/23,1/3/25,38,1.00,,Has Twitter
KiD-WA06,"Kilmer, Derek",M,1/1/74,Democratic,WA,6,118,RepDerekKilmer,1/1/13,2013,1/3/23,1/3/25,49,1.00,,Has Twitter
DeM-CA10,"DeSaulnier, Mark",M,3/31/52,Democratic,CA,10,118,RepDeSaulnier,1/1/15,2015,1/3/23,1/3/25,-29,1.00,,Has Twitter
D'A-NY04,"D''Esposito, Anthony",M,2/22/82,Republican,NY,4,118,RepDesposito,12/1/22,2022,1/3/23,1/3/25,40,1.00,,Has Twitter
DeD-CO01,"DeGette, Diana",F,7/29/57,Democratic,CO,1,118,RepDianaDeGette,4/1/09,2009,1/3/23,1/3/25,-34,1.00,,Has Twitter
BlD-TN06,"Black, Diane",F,1/16/51,Republican,TN,6,0,RepDianeBlack,2/1/10,2010,,,,,,
TiD-NV01,"Titus, Dina",F,5/23/50,Democratic,NV,1,118,repdinatitus,3/1/10,2010,1/3/23,1/3/25,-27,1.00,,Has Twitter
LaD-CO05,"Lamborn, Doug",M,5/24/54,Republican,CO,5,118,RepDLamborn,5/1/12,2012,1/3/23,1/3/25,-31,1.00,,Has Twitter
LeD-AZ08,"Lesko, Debbie",F,11/14/58,Republican,AZ,8,118,RepDLesko,5/1/18,2018,1/3/23,1/3/25,-35,1.00,,Has Twitter
MuD-FL26,"Mucarsel-Powell, Debbie",F,1/18/71,Democratic,FL,26,0,RepDMP,1/1/19,2019,,,,,,
DoR-IL10,"Dold, Robert J.",M,6/23/69,Republican,IL,10,0,RepDold,1/1/11,2011,,,,,,
PaJrD-NJ10,"Payne, Donald M., Jr.",M,12/17/58,Democratic,NJ,10,118,RepDonaldPayne,2/1/13,2013,1/3/23,1/3/25,-35,1.00,,Has Twitter
DoB-FL19,"Donalds, Byron",M,10/28/74,Republican,FL,19,118,RepDonaldsPress,12/1/20,2020,1/3/23,1/3/25,48,1.00,,Has Twitter
BaD-NE02,"Bacon, Don",M,8/16/63,Republican,NE,2,118,RepDonBacon,1/1/17,2017,1/3/23,1/3/25,-40,1.00,,Has Twitter
BeD-VA08,"Beyer, Donald S., Jr.",M,6/20/50,Democratic,VA,8,118,RepDonBeyer,1/1/15,2015,1/3/23,1/3/25,-27,1.00,,Has Twitter
DaD-NC01,"Davis, Donald G.",M,8/29/71,Democratic,NC,1,118,RepDonDavis,1/1/23,2023,1/3/23,1/3/25,51,1.00,1,Has Twitter
YoD-AK00,"Young, Don",M,6/9/33,Republican,AK,0,0,repdonyoung,5/1/09,2009,,,,,,
CoD-GA09,"Collins, Doug",M,8/16/66,Republican,GA,9,0,RepDougCollins,1/1/13,2013,,,,,,
FeA-GA03,"Ferguson, A. Drew, IV",M,11/15/66,Republican,GA,3,118,RepDrewFerguson,12/1/16,2016,1/3/23,1/3/25,-43,1.00,,Has Twitter
DuJ-CA13,"Duarte, John S.",M,9/9/66,Republican,CA,13,118,RepDuarteCA13,1/1/23,2023,1/3/23,1/3/25,-43,1.00,1,Has Twitter
JoD-SD00,"Johnson, Dusty",M,9/30/76,Republican,SD,0,118,RepDustyJohnson,12/1/18,2018,1/3/23,1/3/25,46,1.00,,Has Twitter
EvD-PA03,"Evans, Dwight",M,5/16/54,Democratic,PA,3,118,RepDwightEvans,11/1/09,2009,1/3/23,1/3/25,-31,1.00,,Has Twitter
WaD-FL25,"Wasserman Schultz, Debbie",F,9/27/66,Democratic,FL,25,118,RepDWStweets,2/1/13,2013,1/3/23,1/3/25,-43,1.00,,Has Twitter
JoE-TX30,"Johnson, Eddie Bernice",F,12/3/35,Democratic,TX,30,0,RepEBJ,7/1/10,2010,,,,,,
CaE-HI01,"Case, Ed",M,9/27/52,Democratic,HI,1,118,RepEdCase,1/1/19,2019,1/3/23,1/3/25,-29,1.00,,Has Twitter
EdC-NC11,"Edwards, Chuck",M,9/13/60,Republican,NC,11,118,RepEdwards,12/1/22,2022,1/3/23,1/3/25,-37,1.00,,Has Twitter
WhE-KY01,"Whitfield, Ed",M,5/25/43,Republican,KY,1,0,RepEdWhitfield,1/1/11,2011,,,,,,
LuE-VA02,"Luria, Elaine G.",F,8/15/75,Democratic,VA,2,0,RepElaineLuria,1/1/19,2019,,,,,,
CrE-AZ02,"Crane, Elijah",M,1/3/80,Republican,AZ,2,118,RepEliCrane,12/1/22,2022,1/3/23,1/3/25,43,1.00,,Has Twitter
EnE-NY16,"Engel, Eliot L.",M,2/18/47,Democratic,NY,16,0,RepEliotEngel,7/1/10,2010,,,,,,
ElJ-TX06,"Ellzey, Jake",M,1/24/70,Republican,TX,6,118,RepEllzey,3/1/21,2021,1/3/23,1/3/25,52,1.00,,Has Twitter
BuE-MO07,"Burlison, Eric",M,10/2/76,Republican,MO,7,118,RepEricBurlison,12/1/22,2022,1/3/23,1/3/25,46,1.00,,Has Twitter
SoE-IL17,"Sorensen, Eric",M,3/18/76,Democratic,IL,17,118,RepEricSorensen,1/1/23,2023,1/3/23,1/3/25,46,1.00,1,Has Twitter
EsV-TX16,"Escobar, Veronica",F,9/15/69,Democratic,TX,16,118,RepEscobar,12/1/18,2018,1/3/23,1/3/25,-46,1.00,,Has Twitter
EsA-NY13,"Espaillat, Adriano",M,9/27/54,Democratic,NY,13,118,RepEspaillat,1/1/17,2017,1/3/23,1/3/25,-31,1.00,,Has Twitter
EzM-MS04,"Ezell, Mike",M,4/6/59,Republican,MS,4,118,RepEzell,12/1/22,2022,1/3/23,1/3/25,-36,1.00,,Has Twitter
FeR-IA04,"Feenstra, Randy",M,1/14/69,Republican,IA,4,118,RepFeenstra,1/1/21,2021,1/3/23,1/3/25,-46,1.00,,Has Twitter
VeF-TX34,"Vela, Filemon",M,2/13/63,Democratic,TX,34,0,RepFilemonVela,1/1/13,2013,,,,,,
FiS-TN08,"Fincher, Stephen Lee",M,2/7/73,Republican,TN,8,0,RepFincherTN08,2/1/11,2011,,,,,,
FiB-MN01,"Finstad, Brad",M,5/30/76,Republican,MN,1,118,repfinstad,8/1/22,2022,1/3/23,1/3/25,46,1.00,,Has Twitter
FiM-MN07,"Fischbach, Michelle",F,11/3/65,Republican,MN,7,118,RepFischbach,12/1/20,2020,1/3/23,1/3/25,-42,1.00,,Has Twitter
FiS-WI05,"Fitzgerald, Scott",M,11/16/63,Republican,WI,5,118,RepFitzgerald,12/1/12,2012,1/3/23,1/3/25,-40,1.00,,Has Twitter
FiM-PA08,"Fitzpatrick, Michael G.",M,6/28/63,Republican,PA,8,0,RepFitzpatrick,1/1/11,2011,,,,,,
FlJ-LA04,"Fleming, John",M,7/5/51,Republican,LA,4,0,RepFleming,10/1/09,2009,,,,,,
FlL-TX07,"Fletcher, Lizzie",F,2/13/75,Democratic,TX,7,118,RepFletcher,12/1/18,2018,1/3/23,1/3/25,47,1.00,,Has Twitter
GuF-NH01,"Guinta, Frank C.",M,9/26/70,Republican,NH,1,0,RepFrankGuinta,1/1/11,2011,,,,,,
FrC-FL18,"Franklin, C. Scott",M,8/23/64,Republican,FL,18,118,RepFranklin,12/1/20,2020,1/3/23,1/3/25,-41,1.00,,Has Twitter
LuF-OK03,"Lucas, Frank D.",M,1/6/60,Republican,OK,3,118,RepFrankLucas,1/1/11,2011,1/3/23,1/3/25,-37,1.00,,Has Twitter
KeF-PA12,"Keller, Fred",M,10/23/65,Republican,PA,12,0,RepFredKeller,6/1/19,2019,,,,,,
UpF-MI06,"Upton, Fred",M,4/23/53,Republican,MI,6,0,RepFredUpton,3/1/10,2010,,,,,,
HiJ-AR02,"Hill, J. French",M,12/5/56,Republican,AR,2,118,repfrenchhill,12/1/14,2014,1/3/23,1/3/25,-33,1.00,,Has Twitter
GaM-WI08,"Gallagher, Mike",M,3/3/84,Republican,WI,8,118,RepGallagher,1/1/17,2017,1/3/23,1/3/25,38,1.00,,Has Twitter
GaJ-CA08,"Garamendi, John",M,1/24/45,Democratic,CA,8,118,RepGaramendi,11/1/09,2009,1/3/23,1/3/25,-22,1.00,,Has Twitter
GaA-NY02,"Garbarino, Andrew R.",M,9/27/84,Republican,NY,2,118,RepGarbarino,12/1/20,2020,1/3/23,1/3/25,38,1.00,,Has Twitter
GrG-LA06,"Graves, Garret",M,1/31/72,Republican,LA,6,118,RepGarretGraves,12/1/14,2014,1/3/23,1/3/25,50,1.00,,Has Twitter
GaS-NJ05,"Garrett, Scott",M,7/9/59,Republican,NJ,5,0,RepGarrett,11/1/12,2012,,,,,,
AcG-NY05,"Ackerman, Gary L.",M,11/19/42,Democratic,NY,5,0,RepGaryAckerman,11/1/09,2009,,,,,,
MiG-CA31,"Miller, Gary G.",M,10/16/48,Republican,CA,31,0,RepGaryMiller,6/1/10,2010,,,,,,
DaG-KY04,"Davis, Geoff",M,10/26/58,Republican,KY,4,0,RepGeoffDavis,1/1/11,2011,,,,,,
CiG-CA39,"Cisneros, Gilbert Ray, Jr.",M,2/12/71,Democratic,CA,39,0,RepGilCisneros,1/1/19,2019,,,,,,
IvG-MD04,"Ivey, Glenn",M,2/27/61,Democratic,MD,4,118,RepGlennIvey,1/1/23,2023,1/3/23,1/3/25,-38,1.00,1,Has Twitter
GoJ-ME02,"Golden, Jared F.",M,7/25/82,Democratic,ME,2,118,RepGolden,1/1/19,2019,1/3/23,1/3/25,40,1.00,,Has Twitter
GoV-TX34,"Gonzalez, Vicente",M,9/4/67,Democratic,TX,34,118,RepGonzalez,1/1/17,2017,1/3/23,1/3/25,-44,1.00,,Has Twitter
GoB-VA06,"Goodlatte, Bob",M,9/22/52,Republican,VA,6,0,RepGoodlatte,5/1/09,2009,,,,,,
GoP-AZ09,"Gosar, Paul A.",M,11/22/58,Republican,AZ,9,118,RepGosar,1/1/11,2011,1/3/23,1/3/25,-35,1.00,,Has Twitter
MeG-NY06,"Meng, Grace",F,10/1/75,Democratic,NY,6,118,RepGraceMeng,12/1/12,2012,1/3/23,1/3/25,47,1.00,,Has Twitter
LaG-OH01,"Landsman, Greg",M,12/4/76,Democratic,OH,1,118,RepGregLandsman,1/1/23,2023,1/3/23,1/3/25,46,1.00,1,Has Twitter
MuG-NC03,"Murphy, Gregory",M,3/5/63,Republican,NC,3,118,RepGregMurphy,9/1/19,2019,1/3/23,1/3/25,-40,1.00,,Has Twitter
MeG-NY05,"Meeks, Gregory W.",M,9/25/53,Democratic,NY,5,118,RepGregoryMeeks,3/1/09,2009,1/3/23,1/3/25,-30,1.00,,Has Twitter
PeG-IN06,"Pence, Greg",M,11/14/56,Republican,IN,6,118,RepGregPence,1/1/19,2019,1/3/23,1/3/25,-33,1.00,,Has Twitter
StG-AZ04,"Stanton, Greg",M,3/8/70,Democratic,AZ,4,118,RepGregStanton,1/1/19,2019,1/3/23,1/3/25,52,1.00,,Has Twitter
StW-FL17,"Steube, W. Gregory",M,5/19/78,Republican,FL,17,118,RepGregSteube,1/1/19,2019,1/3/23,1/3/25,44,1.00,,Has Twitter
WaG-OR02,"Walden, Greg",M,1/10/57,Republican,OR,2,0,repgregwalden,4/1/09,2009,,,,,,
GrG-WI06,"Grothman, Glenn",M,7/3/55,Republican,WI,6,118,RepGrothman,1/1/15,2015,1/3/23,1/3/25,-32,1.00,,Has Twitter
BiG-FL12,"Bilirakis, Gus M.",M,2/8/63,Republican,FL,12,118,RepGusBilirakis,3/1/09,2009,1/3/23,1/3/25,-40,1.00,,Has Twitter
GuB-KY02,"Guthrie, Brett",M,2/18/64,Republican,KY,2,118,RepGuthrie,1/1/13,2013,1/3/23,1/3/25,-41,1.00,,Has Twitter
GuL-IL04,"Gutierrez, Luis V.",M,12/10/53,Democratic,IL,4,0,RepGutierrez,5/1/09,2009,,,,,,
MoG-WI04,"Moore, Gwen",F,4/18/51,Democratic,WI,4,118,RepGwenMoore,1/1/09,2009,1/3/23,1/3/25,-28,1.00,,Has Twitter
HaJ-MN01,"Hagedorn, Jim",M,8/4/62,Republican,MN,1,0,RepHagedorn,1/1/19,2019,,,,,,
HaH-WY00,"Hageman, Harriet M.",F,10/18/62,Republican,WY,0,118,RepHageman,10/1/22,2022,1/3/23,1/3/25,-39,1.00,,Has Twitter
StH-MI11,"Stevens, Haley M.",F,6/24/83,Democratic,MI,11,118,RepHaleyStevens,12/1/18,2018,1/3/23,1/3/25,39,1.00,,Has Twitter
RoH-KY05,"Rogers, Harold",M,12/31/37,Republican,KY,5,118,RepHalRogers,4/1/12,2012,1/3/23,1/3/25,-15,1.00,,Has Twitter
HaC-HI01,"Hanabusa, Colleen",f,5/4/51,Democratic,HI,1,0,RepHanabusa,1/1/11,2011,,,,,,
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,10/2/54,Democratic,GA,4,118,RepHankJohnson,3/1/09,2009,1/3/23,1/3/25,-31,1.00,,Has Twitter
HaC-NV04,"Hardy, Cresent",F,6/23/57,Republican,NV,4,0,RepHardy,1/1/15,2015,,,,,,
RoH-CA48,"Rouda, Harley",M,12/10/61,Democratic,CA,48,0,RepHarley,12/1/18,2018,,,,,,
HaD-TN01,"Harshbarger, Diana",F,1/1/60,Republican,TN,1,118,RepHarshbarger,1/1/21,2021,1/3/23,1/3/25,-37,1.00,,Has Twitter
HaV-MO04,"Hartzler, Vicky",F,10/13/60,Republican,MO,4,0,RepHartzler,1/1/11,2011,,,,,,
HeJ-TX05,"Hensarling, Jeb",M,5/29/57,Republican,TX,5,0,RepHensarling,1/1/09,2009,,,,,,
HoG-NC02,"Holding, George",M,4/17/68,Republican,NC,2,0,RepHolding,1/1/13,2013,,,,,,
HoS-NV04,"Horsford, Steven",M,4/29/73,Democratic,NV,4,118,RepHorsford,10/1/11,2011,1/3/23,1/3/25,49,1.00,,Has Twitter
HoE-IN09,"Houchin, Erin",F,9/24/76,Republican,IN,9,118,RepHouchin,12/1/22,2022,1/3/23,1/3/25,46,1.00,,Has Twitter
HoC-PA06,"Houlahan, Chrissy",F,6/5/57,Democratic,PA,6,118,RepHoulahan,10/1/18,2018,1/3/23,1/3/25,-34,1.00,,Has Twitter
HuJ-CA02,"Huffman, Jared",M,2/18/64,Democratic,CA,2,118,RepHuffman,1/1/13,2013,1/3/23,1/3/25,-41,1.00,,Has Twitter
HuB-MI04,"Huizenga, Bill",M,1/31/69,Republican,MI,4,118,RepHuizenga,1/1/11,2011,1/3/23,1/3/25,-46,1.00,,Has Twitter
HuR-IL14,"Hultgren, Randy",M,3/1/66,Republican,IL,14,0,RepHultgren,1/1/11,2011,,,,,,
BeJ-MI01,"Bergman, Jack",M,2/2/47,Republican,MI,1,118,RepJackBergman,12/1/16,2016,1/3/23,1/3/25,-24,1.00,,Has Twitter
JaC-NY27,"Jacobs, Chris",M,11/28/66,Republican,NY,27,0,RepJacobs,6/1/20,2020,,,,,,
HaJ-CT05,"Hayes, Jahana",F,3/8/73,Democratic,CT,5,118,RepJahanaHayes,1/1/19,2019,1/3/23,1/3/25,49,1.00,,Has Twitter
CoJ-KY01,"Comer, James",M,8/19/72,Republican,KY,1,118,RepJamesComer,6/1/20,2020,1/3/23,1/3/25,50,1.00,,Has Twitter
PoJ-CO02,"Polis, Jared",M,5/12/75,Democratic,CO,2,0,RepJaredPolis,1/1/12,2012,,,,,,
CrJ-TX30,"Crockett, Jasmine",F,3/29/81,Democratic,TX,30,118,RepJasmine,1/1/23,2023,1/3/23,1/3/25,41,1.00,1,Has Twitter
CrJ-CO06,"Crow, Jason",M,3/15/79,Democratic,CO,6,118,RepJasonCrow,1/1/19,2019,1/3/23,1/3/25,43,1.00,,Has Twitter
SmJ-MO08,"Smith, Jason",M,6/16/80,Republican,MO,8,118,RepJasonSmith,7/1/13,2013,1/3/23,1/3/25,42,1.00,,Has Twitter
JaP-WA07,"Jayapal, Pramila",F,9/21/65,Democratic,WA,7,118,RepJayapal,1/1/17,2017,1/3/23,1/3/25,-42,1.00,,Has Twitter
BrJ-OK01,"Bridenstine, Jim",M,6/15/75,Republican,OK,1,0,RepJBridenstine,1/1/13,2013,,,,,,
DuJ-SC03,"Duncan, Jeff",M,1/7/66,Republican,SC,3,118,RepJeffDuncan,1/1/11,2011,1/3/23,1/3/25,-43,1.00,,Has Twitter
JaJ-NC14,"Jackson, Jeff",M,9/12/82,Democratic,NC,14,118,RepJeffJackson,1/1/23,2023,1/3/23,1/3/25,40,1.00,1,Has Twitter
JeH-NY08,"Jeffries, Hakeem S.",M,8/4/70,Democratic,NY,8,118,RepJeffries,1/1/12,2012,1/3/23,1/3/25,52,1.00,,Has Twitter
GoJ-PR00,"Gonzalez-Colon, Jenniffer",F,8/5/76,Republican,PR,0,118,RepJenniffer,1/1/17,2017,1/3/23,1/3/25,46,1.00,,Has Twitter
CaJ-AL01,"Carl, Jerry L.",M,6/17/58,Republican,AL,1,118,RepJerryCarl,12/1/20,2020,1/3/23,1/3/25,-35,1.00,,Has Twitter
LeJ-CA41,"Lewis, Jerry",M,10/21/34,Republican,CA,41,0,RepJerryLewis,9/1/09,2009,,,,,,
NaJ-NY12,"Nadler, Jerrold",M,6/13/47,Democratic,NY,12,118,RepJerryNadler,5/1/09,2009,1/3/23,1/3/25,-24,1.00,,Has Twitter
ToJ-HI02,"Tokuda, Jill N.",F,3/3/76,Democratic,HI,2,118,RepJillTokuda,1/1/23,2023,1/3/23,1/3/25,46,1.00,1,Has Twitter
BaJ-IN04,"Baird, James R.",M,6/4/45,Republican,IN,4,118,RepJimBaird,1/1/19,2019,1/3/23,1/3/25,-22,1.00,,Has Twitter
BaJ-IN03,"Banks, Jim",M,7/16/79,Republican,IN,3,118,RepJimBanks,1/1/17,2017,1/3/23,1/3/25,43,1.00,,Has Twitter
CoJ-CA21,"Costa, Jim",M,4/13/52,Democratic,CA,21,118,RepJimCosta,1/1/11,2011,1/3/23,1/3/25,-29,1.00,,Has Twitter
MaJ-UT04,"Matheson, Jim",M,3/21/60,Democratic,UT,4,0,RepJimMatheson,6/1/09,2009,,,,,,
McJ-WA07,"McDermott, Jim",M,12/28/36,Democratic,WA,7,0,RepJimMcDermott,4/1/10,2010,,,,,,
GoJ-CA34,"Gomez, Jimmy",M,11/25/74,Democratic,CA,34,118,RepJimmyGomez,3/1/14,2014,1/3/23,1/3/25,48,1.00,,Has Twitter
PaJ-CA19,"Panetta, Jimmy",M,10/1/69,Democratic,CA,19,118,RepJimmyPanetta,11/1/16,2016,1/3/23,1/3/25,-46,1.00,,Has Twitter
BaJ-TX06,"Barton, Joe",M,9/15/49,Republican,TX,6,0,RepJoeBarton,2/1/09,2009,,,,,,
CoJ-CT02,"Courtney, Joe",M,4/6/53,Democratic,CT,2,118,RepJoeCourtney,10/1/09,2009,1/3/23,1/3/25,-30,1.00,,Has Twitter
MoJ-NY25,"Morelle, Joseph D.",M,4/29/57,Democratic,NY,25,118,RepJoeMorelle,11/1/18,2018,1/3/23,1/3/25,-34,1.00,,Has Twitter
NeJ-CO02,"Neguse, Joe",M,5/13/84,Democratic,CO,2,118,RepJoeNeguse,12/1/18,2018,1/3/23,1/3/25,38,1.00,,Has Twitter
WiJ-SC02,"Wilson, Joe",M,7/31/47,Republican,SC,2,118,RepJoeWilson,2/1/11,2011,1/3/23,1/3/25,-24,1.00,,Has Twitter
BoJ-OH16,"Boccieri, John A.",M,10/5/69,Democratic,OH,16,0,RepJohnBoccieri,2/1/16,2016,,,,,,
CoJ-MI13,"Conyers, John, Jr.",M,5/16/29,Democratic,MI,13,0,RepJohnConyers,4/1/10,2010,,,,,,
CuJ-UT03,"Curtis, John R.",M,5/10/60,Republican,UT,3,118,RepJohnCurtis,11/1/17,2017,1/3/23,1/3/25,-37,1.00,,Has Twitter
DuJ-TN02,"Duncan, John J., Jr.",M,7/21/47,Republican,TN,2,0,RepJohnDuncanJr,9/1/13,2013,,,,,,
FaJ-NY19,"Faso, John J.",M,8/25/52,Republican,NY,19,0,RepJohnFaso,1/1/17,2017,,,,,,
JoJ-PA13,"Joyce, John",M,2/8/57,Republican,PA,13,118,RepJohnJoyce,1/1/19,2019,1/3/23,1/3/25,-34,1.00,,Has Twitter
KaJ-NY24,"Katko, John",M,11/9/62,Republican,NY,24,0,RepJohnKatko,1/1/15,2015,,,,,,
KlJ-MN02,"Kline, John",M,9/6/47,Republican,MN,2,0,repjohnkline,9/1/09,2009,,,,,,
LaJ-CT01,"Larson, John B.",M,7/22/48,Democratic,CT,1,118,RepJohnLarson,6/1/09,2009,1/3/23,1/3/25,-25,1.00,,Has Twitter
LeJ-GA05,"Lewis, John",M,2/21/40,Democratic,GA,5,0,repjohnlewis,4/1/09,2009,,,,,,
RoJ-TN06,"Rose, John W.",M,2/23/65,Republican,TN,6,118,RepJohnRose,1/1/19,2019,1/3/23,1/3/25,-42,1.00,,Has Twitter
ShJ-AZ03,"Shadegg, John B.",M,10/22/49,Republican,AZ,3,0,RepJohnShadegg,9/1/09,2009,,,,,,
RuJ-NJ03,"Runyan, Jon",M,11/27/73,Republican,NJ,3,0,RepJonRunyan,6/1/11,2011,,,,,,
SeJ-NY15,"Serrano, Jose E.",M,10/24/43,Democratic,NY,15,0,RepJoseSerrano,4/1/09,2009,,,,,,
GoJ-NJ05,"Gottheimer, Josh",M,3/8/75,Democratic,NJ,5,118,RepJoshG,12/1/16,2016,1/3/23,1/3/25,47,1.00,,Has Twitter
HaJ-CA09,"Harder, Josh",M,8/1/86,Democratic,CA,9,118,RepJoshHarder,1/1/19,2019,1/3/23,1/3/25,36,1.00,,Has Twitter
VaJ-CA52,"Vargas, Juan",M,3/7/61,Democratic,CA,52,118,RepJuanVargas,3/1/13,2013,1/3/23,1/3/25,-38,1.00,,Has Twitter
ChJ-CA28,"Chu, Judy",F,7/7/53,Democratic,CA,28,118,RepJudyChu,9/1/10,2010,1/3/23,1/3/25,-30,1.00,,Has Twitter
LeJ-LA05,"Letlow, Julia",F,3/16/81,Republican,LA,5,118,repjulialetlow,4/1/21,2021,1/3/23,1/3/25,41,1.00,,Has Twitter
KaK-HI02,"Kahele, Kaiali''i",M,3/28/74,Democratic,HI,2,0,RepKahele,1/1/21,2021,,,,,,
KaS-CA37,"Kamlager-Dove, Sydney",F,7/20/72,Democratic,CA,37,118,RepKamlagerDove,1/1/23,2023,1/3/23,1/3/25,50,1.00,1,Has Twitter
BaK-CA37,"Bass, Karen",F,10/3/53,Democratic,CA,37,0,RepKarenBass,1/1/11,2011,,,,,,
