uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined,AgeWhenTwitterJoined
NeR-MA01,"Neal, Richard E.",M,1949-02-14,Democratic,MA,1,2501,109,110,111,112,113,114,115,116,117,118,RepRichardNeal,2011-12-01,2011,62
RiC-LA02,"Richmond, Cedric L.",M,1973-09-13,Democratic,LA,2,2202,0,0,0,112,113,114,115,116,0,0,RepRichmond,2011-03-01,2011,37
LaR-WA02,"Larsen, Rick",M,1955-06-15,Democratic,WA,2,5302,109,110,111,112,113,114,115,116,117,118,RepRickLarsen,2011-11-01,2011,56
ToR-NY15,"Torres, Ritchie",M,1988-03-12,Democratic,NY,15,3615,0,0,0,0,0,0,0,0,117,118,RepRitchie,2020-06-01,2020,32
GaR-CA42,"Garcia, Robert",M,1977-12-02,Democratic,CA,42,0642,0,0,0,0,0,0,0,0,0,118,RepRobertGarcia,2022-12-01,2022,45
KeR-IL02,"Kelly, Robin L.",F,1956-04-30,Democratic,IL,2,1702,0,0,0,0,113,114,115,116,117,118,RepRobinKelly,2013-04-01,2013,56
KhR-CA17,"Khanna, Ro",M,1976-09-13,Democratic,CA,17,0617,0,0,0,0,0,0,115,116,117,118,RepRoKhanna,2017-01-01,2017,40
BaR-AZ02,"Barber, Ron",M,1945-08-25,Democratic,AZ,2,0402,0,0,0,112,113,0,0,0,0,0,RepRonBarber,2012-06-01,2012,66
KiR-WI03,"Kind, Ron",M,1963-03-16,Democratic,WI,3,5503,109,110,111,112,113,114,115,116,117,0,RepRonKind,2010-02-01,2010,46
KlR-FL22,"Klein, Ron",M,1957-07-10,Democratic,FL,22,1222,0,110,111,0,0,0,0,0,0,0,RepRonKlein,2010-06-01,2010,52
RoL-CA40,"Roybal-Allard, Lucille",F,1941-06-12,Democratic,CA,40,0640,109,110,111,112,113,114,115,116,117,0,RepRoybalAllard,2012-01-01,2012,70
GaR-AZ03,"Gallego, Ruben",M,1979-11-20,Democratic,AZ,3,0403,0,0,0,0,0,114,115,116,117,118,RepRubenGallego,2015-01-01,2015,35
SaA-OR06,"Salinas, Andrea",F,1969-12-06,Democratic,OR,6,4106,0,0,0,0,0,0,0,0,0,118,RepSalinas,2023-01-01,2023,53
LeS-MI09,"Levin, Sander M.",M,1931-09-06,Democratic,MI,9,2609,109,110,111,112,113,114,115,0,0,0,repsandylevin,2009-03-01,2009,77
JaS-CA51,"Jacobs, Sara",F,1989-02-01,Democratic,CA,51,0651,0,0,0,0,0,0,0,0,117,118,RepSaraJacobs,2021-01-01,2021,31
SaJ-MD03,"Sarbanes, John P.",M,1962-05-22,Democratic,MD,3,2403,0,110,111,112,113,114,115,116,117,118,RepSarbanes,2011-08-01,2011,49
ScJ-IL09,"Schakowsky, Janice D.",F,1944-05-26,Democratic,IL,9,1709,109,110,111,112,113,114,115,116,117,118,RepSchakowsky,2009-10-01,2009,65
ScB-IL10,"Schneider, Bradley Scott",M,1961-08-20,Democratic,IL,10,1710,0,0,0,0,113,0,115,116,117,118,RepSchneider,2013-01-01,2013,51
ScH-MI03,"Scholten, Hillary J.",F,1982-02-22,Democratic,MI,3,2603,0,0,0,0,0,0,0,0,0,118,RepScholten,2023-01-01,2023,40
ScK-OR05,"Schrader, Kurt",M,1951-10-19,Democratic,OR,5,4105,0,0,111,112,113,114,115,116,117,0,RepSchrader,2009-02-01,2009,57
PeS-CA50,"Peters, Scott H.",M,1958-06-17,Democratic,CA,50,0650,0,0,0,0,113,114,115,116,117,118,RepScottPeters,2013-01-01,2013,54
MaS-NY18,"Maloney, Sean Patrick",M,1996-07-30,Democratic,NY,18,3618,0,0,0,0,113,114,115,116,117,0,RepSeanMaloney,2013-01-01,2013,16
ShC-NH01,"Shea-Porter, Carol",F,1952-12-02,Democratic,NH,1,3301,0,110,111,0,113,0,115,0,0,0,RepSheaPorter,2010-03-01,2010,57
ShM-NJ11,"Sherrill, Mikie",F,1972-01-19,Democratic,NJ,11,3411,0,0,0,0,0,0,0,116,117,118,RepSherrill,2019-01-01,2019,46
BrS-OH11,"Brown, Shontel M.",F,1975-06-24,Democratic,OH,11,3911,0,0,0,0,0,0,0,0,117,118,RepShontelBrown,2021-11-01,2021,46
ThS-MI13,"Thanedar, Shri",M,1955-02-22,Democratic,MI,13,2613,0,0,0,0,0,0,0,0,0,118,RepShriThanedar,2023-01-01,2023,67
SlE-MI07,"Slotkin, Elissa",F,1976-07-10,Democratic,MI,7,2607,0,0,0,0,0,0,0,116,117,118,RepSlotkin,2018-12-01,2018,42
SpA-VA07,"Spanberger, Abigail Davis",F,1979-08-07,Democratic,VA,7,5107,0,0,0,0,0,0,0,116,117,118,RepSpanberger,2018-12-01,2018,39
SpJ-CA14,"Speier, Jackie",F,1950-05-14,Democratic,CA,14,0614,0,110,111,112,113,114,115,116,117,0,RepSpeier,2009-03-01,2009,58
LyS-MA08,"Lynch, Stephen F.",M,1955-03-31,Democratic,MA,8,2508,109,110,111,112,113,114,115,116,117,118,RepStephenLynch,2011-06-01,2011,56
MuS-FL07,"Murphy, Stephanie N.",F,1978-09-16,Democratic,FL,7,1207,0,0,0,0,0,0,115,116,117,0,RepStephMurphy,2016-11-01,2016,38
IsS-NY03,"Israel, Steve",M,1958-05-30,Democratic,NY,3,3603,109,110,111,112,113,114,0,0,0,0,RepSteveIsrael,2009-02-01,2009,50
StM-WA10,"Strickland, Marilyn",F,1962-09-25,Democratic,WA,10,5310,0,0,0,0,0,0,0,0,117,118,RepStricklandWA,2020-12-01,2020,58
LeS-PA12,"Lee, Summer L.",F,1987-11-26,Democratic,PA,12,4212,0,0,0,0,0,0,0,0,0,118,RepSummerLee,2018-05-01,2018,30
WiS-PA07,"Wild, Susan",F,1957-06-07,Democratic,PA,7,4207,0,0,0,0,0,0,115,116,117,118,RepSusanWild,2018-12-01,2018,61
LeS-NV03,"Lee, Susie",F,1966-11-07,Democratic,NV,3,3203,0,0,0,0,0,0,0,116,117,118,RepSusieLee,2018-12-01,2018,52
SwE-CA14,"Swalwell, Eric",M,1980-11-16,Democratic,CA,14,0614,0,0,0,0,113,114,115,116,117,118,RepSwalwell,2012-11-01,2012,31
GaS-TX29,"Garcia, Sylvia R.",F,1950-09-06,Democratic,TX,29,4829,0,0,0,0,0,0,0,116,117,118,RepSylviaGarcia,2019-01-01,2019,68
DeT-FL22,"Deutch, Theodore E.",M,1966-05-07,Democratic,FL,22,1222,0,0,111,112,113,114,115,116,117,0,RepTedDeutch,2010-04-10,2010,43
LiT-CA36,"Lieu, Ted",M,1969-03-29,Democratic,CA,36,0636,0,0,0,0,0,114,115,116,117,118,RepTedLieu,2015-02-01,2015,45
LeT-NM03,"Leger Fernandez, Teresa",F,1959-07-01,Democratic,NM,3,3503,0,0,0,0,0,0,0,0,117,118,RepTeresaLF,2021-01-01,2021,61
SeT-AL07,"Sewell, Terri A.",F,1965-01-01,Democratic,AL,7,0107,0,0,0,112,113,114,115,116,117,118,RepTerriSewell,2011-09-01,2011,46
ThM-CA04,"Thompson, Mike",M,1951-01-24,Democratic,CA,4,0604,109,110,111,112,113,114,115,116,117,118,RepThompson,2011-05-01,2011,60
TiJ-MA06,"Tierney, John F.",M,1951-09-18,Democratic,MA,6,2506,109,110,111,112,113,0,0,0,0,0,RepTierney,2011-10-01,2011,60
RyT-OH13,"Ryan, Tim",M,1973-07-16,Democratic,OH,13,3913,109,110,111,112,113,114,115,116,117,0,RepTimRyan,2008-02-01,2008,34
WaT-MN01,"Walz, Timothy J.",M,1964-04-06,Democratic,MN,1,2701,0,110,111,112,113,114,115,0,0,0,RepTimWalz,2013-03-01,2013,48
CoT-CA21,"Cox, TJ",M,1963-07-18,Democratic,CA,21,0621,0,0,0,0,0,0,0,116,0,0,RepTjCox,2019-01-01,2019,55
ToX-NM02,"Torres Small, Xochitl",F,1984-11-15,Democratic,NM,2,3502,0,0,0,0,0,0,0,116,0,0,RepTorresSmall,2019-01-01,2019,34
CaT-LA02,"Carter, Troy",M,1963-10-26,Democratic,LA,2,2202,0,0,0,0,0,0,0,0,117,118,RepTroyCarter,2021-01-01,2021,57
UnL-IL14,"Underwood, Lauren",F,1986-10-04,Democratic,IL,14,1714,0,0,0,0,0,0,0,116,117,118,RepUnderwood,2019-01-01,2019,32
DeV-FL10,"Demings, Val Butler",F,1957-03-12,Democratic,FL,10,1210,0,0,0,0,0,0,115,116,117,0,RepValDemings,2016-11-01,2016,59
HoV-OR04,"Hoyle, Val T.",F,1964-02-14,Democratic,OR,4,4104,0,0,0,0,0,0,0,0,0,118,RepValHoyle,2023-01-01,2023,58
VeM-TX33,"Veasey, Marc A.",M,1971-01-03,Democratic,TX,33,4833,0,0,0,0,113,114,115,116,117,118,RepVeasey,2013-01-01,2013,42
ViP-IN01,"Visclosky, Peter J.",M,1949-08-13,Democratic,IN,1,1801,109,110,111,112,113,114,115,116,0,0,RepVisclosky,2010-09-01,2010,61
WaH-CA33,"Waxman, Henry A.",M,1939-09-12,Democratic,CA,33,0633,109,110,111,112,113,0,0,0,0,0,RepWaxman,2012-08-01,2012,72
WeJ-VA10,"Wexton, Jennifer",F,1968-05-27,Democratic,VA,10,5110,0,0,0,0,0,0,0,116,117,118,RepWexton,2018-07-01,2018,50
NiW-NC13,"Nickel, Wiley",M,1975-11-23,Democratic,NC,13,3713,0,0,0,0,0,0,0,0,0,118,RepWileyNickel,2022-11-01,2022,46
WiF-FL24,"Wilson, Frederica S.",F,1942-11-05,Democratic,FL,24,1224,0,0,0,112,113,114,115,116,117,118,RepWilson,2011-01-01,2011,68
ClY-NY09,"Clarke, Yvette D.",F,1964-11-21,Democratic,NY,9,3609,0,110,111,112,113,114,115,116,117,118,RepYvetteClarke,2011-01-01,2011,46
LoZ-CA18,"Lofgren, Zoe",F,1947-12-21,Democratic,CA,18,0618,109,110,111,112,113,114,115,116,117,118,RepZoeLofgren,2011-03-01,2011,63
BoR-VA09,"Boucher, Rick",M,1946-08-01,Democratic,VA,9,5109,109,110,111,0,0,0,0,0,0,0,rickboucherdc,2018-06-01,2018,71
DeR-CT03,"DeLauro, Rosa L.",F,1943-03-02,Democratic,CT,3,0903,109,110,111,112,113,114,115,116,117,118,rosadelauro,2010-05-01,2010,67
HoR-NJ12,"Holt, Rush",M,1948-10-15,Democratic,NJ,12,3412,109,110,111,112,113,0,0,0,0,0,RushHolt,2010-02-01,2010,61
BiS-GA02,"Bishop, Sanford D., Jr.",M,1947-02-04,Democratic,GA,2,1302,109,110,111,112,113,114,115,116,117,118,SanfordBishop,2011-02-01,2011,64
BeX-CA34,"Becerra, Xavier",M,1958-01-26,Democratic,CA,34,0634,109,110,111,112,113,114,0,0,0,0,SecBecerra,2021-03-01,2021,63
BaT-WI02,"Baldwin, Tammy",F,1962-02-11,Democratic,WI,2,5502,109,110,111,112,0,0,0,0,0,0,SenatorBaldwin,2013-01-01,2013,50
CaB-MD03,"Cardin, Benjamin L.",M,1943-10-05,Democratic,MD,3,2403,109,0,0,0,0,0,0,0,0,0,SenatorCardin,2010-01-01,2010,66
LuB-NM03,"Lujan, Ben Ray",M,1972-06-07,Democratic,NM,3,3503,0,0,111,112,113,114,115,116,0,0,SenatorLujan,2009-01-01,2009,36
UdT-NM03,"Udall, Tom",M,1948-05-18,Democratic,NM,3,3503,109,110,0,0,0,0,0,0,0,0,SenatorTomUdall,2009-07-01,2009,61
CaC-PA10,"Carney, Christopher P.",M,1959-03-02,Democratic,PA,10,4210,0,110,111,0,0,0,0,0,0,0,SenChrisCarney,2011-12-01,2011,52
DoJ-IN02,"Donnelly, Joe",M,1955-09-29,Democratic,IN,2,1802,0,110,111,112,0,0,0,0,0,0,SenDonnelly,2010-11-01,2010,55
DuT-IL08,"Duckworth, Tammy",F,1968-03-12,Democratic,IL,8,1708,0,0,0,0,113,114,0,0,0,0,SenDuckworth,2013-01-01,2013,44
PeG-MI14,"Peters, Gary C.",M,1958-12-01,Democratic,MI,14,2614,0,0,111,112,113,0,0,0,0,0,SenGaryPeters,2011-01-01,2011,52
RoJ-NV03,"Rosen, Jacky",M,1957-08-02,Democratic,NV,3,3203,0,0,0,0,0,0,115,0,0,0,SenJackyRosen,2017-01-01,2017,59
MaE-MA07,"Markey, Edward J.",M,1946-07-11,Democratic,MA,7,2507,109,110,111,112,0,0,0,0,0,0,SenMarkey,2009-02-01,2009,62
MuK-CA15,"Mullin, Kevin",M,1970-06-15,Democratic,CA,15,0615,0,0,0,0,0,0,0,0,0,118,SenMullin,2013-01-01,2013,42
BrS-OH13,"Brown, Sherrod",M,1952-11-09,Democratic,OH,13,3913,109,0,0,0,0,0,0,0,0,0,SenSherrodBrown,2009-06-01,2009,56
MoS-MA06,"Moulton, Seth",M,1978-10-24,Democratic,MA,6,2506,0,0,0,0,0,114,115,116,117,118,sethmoulton,2011-02-01,2011,32
ReS-TX16,"Reyes, Silvestre",M,1944-11-10,Democratic,TX,16,4816,109,110,111,112,0,0,0,0,0,0,SilvestreReyes,2010-02-01,2010,65
PeN-CA11,"Pelosi, Nancy",F,1940-03-26,Democratic,CA,11,0611,109,110,111,112,113,114,115,116,117,118,SpeakerPelosi,2008-08-01,2008,68
PlS-VI00,"Plaskett, Stacey E.",F,1966-05-13,Democratic,VI,0,0000,0,0,0,0,0,114,115,116,117,118,StaceyPlaskett,2014-08-01,2014,48
HeS-SD00,"Herseth Sandlin, Stephanie",F,1970-12-03,Democratic,SD,0,4600,109,110,111,0,0,0,0,0,0,0,StephanieforSD,2010-05-01,2010,39
KaS-WI08,"Kagen, Steve",M,1949-12-12,Democratic,WI,8,5508,0,110,111,0,0,0,0,0,0,0,stevekagen,2010-02-01,2010,60
KoS-FL24,"Kosmas, Suzanne M.",F,1944-02-25,Democratic,FL,24,1224,0,0,111,0,0,0,0,0,0,0,SuzanneKosmas,2017-01-01,2017,72
StT-OH06,"Strickland, Ted",M,1941-08-04,Democratic,OH,6,3906,109,0,0,0,0,0,0,0,0,0,Ted_Strickland,2009-04-01,2009,67
BiT-NY01,"Bishop, Timothy H.",M,1950-06-01,Democratic,NY,1,3601,109,110,111,112,113,0,0,0,0,0,TimBishop2014,2012-02-01,2012,61
HoT-PA17,"Holden, Tim",M,1957-03-05,Democratic,PA,17,4217,109,110,111,112,0,0,0,0,0,0,TimHoldenPA17,2010-04-01,2010,53
MaT-FL16,"Mahoney, Tim",M,1956-08-15,Democratic,FL,16,1216,0,110,0,0,0,0,0,0,0,0,TimMahoney67A,2013-03-01,2013,56
SuT-NY03,"Suozzi, Thomas R.",M,1962-08-31,Democratic,NY,3,3603,0,0,0,0,0,0,115,116,117,0,Tom_Suozzi,2009-01-01,2009,46
PeT-VA05,"Perriello, Thomas S.P.",M,1974-10-09,Democratic,VA,5,5105,0,0,111,0,0,0,0,0,0,0,tomperriello,2008-04-01,2008,33
ChT-MS01,"Childers, Travis",M,1958-03-29,Democratic,MS,1,2801,0,110,0,0,0,0,0,0,0,0,travchilders,2015-03-01,2015,56
GaT-HI02,"Gabbard, Tulsi",F,1981-04-12,Democratic,HI,2,1502,0,0,0,0,113,114,115,116,0,0,TulsiPress,2013-01-01,2013,31
GoC-TX20,"Gonzalez, Charles A.",M,1945-05-05,Democratic,TX,20,4820,109,110,111,112,0,0,0,0,0,0,TX20CharlieG,2011-01-01,2011,65
CaK-FL14,"Castor, Kathy",F,1966-08-20,Democratic,FL,14,1214,0,110,111,112,113,114,115,116,117,118,USRepKCastor,2013-11-01,2013,47
KeW-MA09,"Keating, William R.",M,1952-09-06,Democratic,MA,9,2509,0,0,0,112,113,114,115,116,117,118,USRepKeating,2011-01-01,2011,58
DoM-PA18,"Doyle, Michael F.",M,1953-08-05,Democratic,PA,18,4218,109,110,111,112,113,114,115,116,117,0,USRepMikeDoyle,2009-05-01,2009,55
HiR-TX15,"Hinojosa, Ruben",M,1940-08-20,Democratic,TX,15,4815,109,110,111,112,113,114,0,0,0,0,USRepRHinojosa,2011-01-01,2011,70
NoR-MN08,"Nolan, Richard M.",M,1943-12-17,Democratic,MN,8,2708,0,0,0,0,113,114,115,0,0,0,USRepRickNolan,2013-01-01,2013,69
FoV-NC04,"Foushee, Valerie P.",F,1956-05-07,Democratic,NC,4,3704,0,0,0,0,0,0,0,0,0,118,ValerieFoushee,2023-01-01,2023,66
JoB-MI13,"Jones, Brenda",F,1959-10-24,Democratic,MI,13,2613,0,0,0,0,0,0,115,0,0,0,VoteBrendaJones,2018-06-01,2018,58
BrC-FL05,"Brown, Corrine",F,1946-11-11,Democratic,FL,5,1205,109,110,111,112,113,114,0,0,0,0,votecorrine,2022-06-01,2022,75
SpZ-OH18,"Space, Zachary T.",M,1961-01-27,Democratic,OH,18,3918,0,110,111,0,0,0,0,0,0,0,ZackSpaceOhio,2010-06-01,2010,49
BrB-AL02,"Bright, Bobby",M,1952-07-21,Democratic,AL,2,0102,0,0,111,0,0,0,0,0,0,0,,,,
CrR-AL05,"Cramer, Robert E. (Bud), Jr.",M,1947-08-22,Democratic,AL,5,0105,109,110,0,0,0,0,0,0,0,0,,,,
BeM-AR01,"Berry, Marion",M,1942-08-27,Democratic,AR,1,0501,109,110,111,0,0,0,0,0,0,0,,,,
SnV-AR02,"Snyder, Vic",M,1947-09-27,Democratic,AR,2,0502,109,110,111,0,0,0,0,0,0,0,,,,
PaE-AZ07,"Pastor, Ed",M,1943-06-28,Democratic,AZ,7,0407,109,110,111,112,113,0,0,0,0,0,,,,
TaE-CA10,"Tauscher, Ellen O.",F,1951-11-15,Democratic,CA,10,0610,109,110,0,0,0,0,0,0,0,0,,,,
LaT-CA12,"Lantos, Tom",M,1928-02-01,Democratic,CA,12,0612,109,110,0,0,0,0,0,0,0,0,,,,
StF-CA13,"Stark, Fortney Pete",M,1931-11-11,Democratic,CA,13,0613,109,110,111,112,0,0,0,0,0,0,,,,
FaS-CA20,"Farr, Sam",M,1941-07-04,Democratic,CA,20,0620,109,110,111,112,113,114,0,0,0,0,,,,
WaD-CA33,"Watson, Diane E.",F,1933-11-12,Democratic,CA,33,0633,109,110,111,0,0,0,0,0,0,0,,,,
MiJ-CA37,"Millender-McDonald, Juanita",F,1938-09-07,Democratic,CA,37,0637,109,0,0,0,0,0,0,0,0,0,,,,
RiL-CA37,"Richardson, Laura",F,1962-04-14,Democratic,CA,37,0637,0,110,111,112,0,0,0,0,0,0,,,,
BaJ-CA43,"Baca, Joe",M,1947-01-23,Democratic,CA,43,0643,109,110,111,112,0,0,0,0,0,0,,,,
DaS-CA53,"Davis, Susan A.",F,1944-04-13,Democratic,CA,53,0653,109,110,111,112,113,114,115,116,0,0,,,,
SaJ-CO03,"Salazar, John T.",M,1953-07-21,Democratic,CO,3,0803,109,110,111,0,0,0,0,0,0,0,,,,
BoA-FL02,"Boyd, Allen",M,1945-06-06,Democratic,FL,2,1202,109,110,111,0,0,0,0,0,0,0,,,,
DaJ-FL11,"Davis, Jim",M,1957-11-11,Democratic,FL,11,1211,109,0,0,0,0,0,0,0,0,0,,,,
WeR-FL19,"Wexler, Robert",M,1961-01-02,Democratic,FL,19,1219,109,110,111,0,0,0,0,0,0,0,,,,
MaJ-GA08,"Marshall, Jim",M,1948-03-31,Democratic,GA,8,1308,109,110,111,0,0,0,0,0,0,0,,,,
BrB-IA01,"Braley, Bruce L.",M,1957-10-30,Democratic,IA,1,1901,0,110,111,112,113,0,0,0,0,0,,,,
MiW-ID01,"Minnick, Walter",M,1942-09-20,Democratic,ID,1,1601,0,0,111,0,0,0,0,0,0,0,,,,
JaJ-IL02,"Jackson, Jesse L., Jr.",M,1965-03-11,Democratic,IL,2,1702,109,110,111,112,0,0,0,0,0,0,,,,
BeM-IL08,"Bean, Melissa L.",F,1962-01-22,Democratic,IL,8,1708,109,110,111,0,0,0,0,0,0,0,,,,
HaD-IL11,"Halvorson, Deborah L.",F,1958-03-01,Democratic,IL,11,1711,0,0,111,0,0,0,0,0,0,0,,,,
CoJ-IL12,"Costello, Jerry F.",M,1949-09-25,Democratic,IL,12,1712,109,110,111,112,0,0,0,0,0,0,,,,
EvL-IL17,"Evans, Lane",M,1951-08-04,Democratic,IL,17,1717,109,0,0,0,0,0,0,0,0,0,,,,
HaP-IL17,"Hare, Phil",M,1949-02-21,Democratic,IL,17,1717,0,110,111,0,0,0,0,0,0,0,,,,
CaJ-IN07,"Carson, Julia",F,1938-07-08,Democratic,IN,7,1807,109,0,0,0,0,0,0,0,0,0,,,,
ElB-IN08,"Ellsworth, Brad",M,1958-09-11,Democratic,IN,8,1808,0,110,111,0,0,0,0,0,0,0,,,,
MoD-KS03,"Moore, Dennis",M,1945-11-08,Democratic,KS,3,2003,109,110,111,0,0,0,0,0,0,0,,,,
ChB-KY06,"Chandler, Ben",M,1959-09-12,Democratic,KY,6,2106,109,110,111,112,0,0,0,0,0,0,,,,
JeW-LA02,"Jefferson, William J.",M,1947-03-14,Democratic,LA,2,2202,109,110,0,0,0,0,0,0,0,0,,,,
OlJ-MA01,"Olver, John W.",M,1936-09-03,Democratic,MA,1,2501,109,110,111,112,0,0,0,0,0,0,,,,
TsN-MA03,"Tsongas, Niki",F,1946-04-26,Democratic,MA,3,2503,0,110,111,112,113,114,115,0,0,0,,,,
DeB-MA10,"Delahunt, Bill",M,1941-07-18,Democratic,MA,10,2510,109,110,111,0,0,0,0,0,0,0,,,,
KrF-MD01,"Kratovil, Frank, Jr.",M,1968-05-29,Democratic,MD,1,2401,0,0,111,0,0,0,0,0,0,0,,,,
WyA-MD04,"Wynn, Albert Russell",M,1951-09-10,Democratic,MD,4,2404,109,110,0,0,0,0,0,0,0,0,,,,
HoS-MD05,"Hoyer, Steny H.",M,1939-06-14,Democratic,MD,5,2405,109,110,111,112,113,114,115,116,117,118,,,,
AlT-ME01,"Allen, Thomas H.",M,1945-04-16,Democratic,ME,1,2301,109,110,0,0,0,0,0,0,0,0,,,,
StB-MI01,"Stupak, Bart",M,1952-02-29,Democratic,MI,1,2601,109,110,111,0,0,0,0,0,0,0,,,,
KiD-MI05,"Kildee, Dale E.",M,1929-09-16,Democratic,MI,5,2605,109,110,111,112,0,0,0,0,0,0,,,,
ScM-MI07,"Schauer, Mark H.",M,1961-10-02,Democratic,MI,7,2607,0,0,111,0,0,0,0,0,0,0,,,,
CuD-MI11,"Curson, David Alan",M,1948-11-04,Democratic,MI,11,2611,0,0,0,112,0,0,0,0,0,0,,,,
KiC-MI13,"Kilpatrick, Carolyn C.",F,1945-06-25,Democratic,MI,13,2613,109,110,111,0,0,0,0,0,0,0,,,,
SaM-MN05,"Sabo, Martin Olav",M,1938-02-28,Democratic,MN,5,2705,109,0,0,0,0,0,0,0,0,0,,,,
CaR-MO03,"Carnahan, Russ",M,1958-07-10,Democratic,MO,3,2903,109,110,111,112,0,0,0,0,0,0,,,,
KiL-NC08,"Kissell, Larry",M,1951-01-31,Democratic,NC,8,3708,0,0,111,112,0,0,0,0,0,0,,,,
WaM-NC12,"Watt, Melvin L.",M,1945-08-26,Democratic,NC,12,3712,109,110,111,112,113,0,0,0,0,0,,,,
MiB-NC13,"Miller, Brad",M,1953-05-19,Democratic,NC,13,3713,109,110,111,112,0,0,0,0,0,0,,,,
PoE-ND00,"Pomeroy, Earl",M,1952-09-02,Democratic,ND,0,3800,109,110,111,0,0,0,0,0,0,0,,,,
AnR-NJ01,"Andrews, Robert E.",M,1957-08-04,Democratic,NJ,1,3401,109,110,111,112,113,0,0,0,0,0,,,,
AdJ-NJ03,"Adler, John H.",M,1959-08-23,Democratic,NJ,3,3403,0,0,111,0,0,0,0,0,0,0,,,,
PaSrD-NJ10,"Payne, Donald M.",M,1934-07-16,Democratic,NJ,10,3410,109,110,111,112,0,0,0,0,0,0,,,,
WeA-NY09,"Weiner, Anthony D.",M,1964-09-04,Democratic,NY,9,3609,109,110,111,0,0,0,0,0,0,0,,,,
OwM-NY11,"Owens, Major R.",M,1936-06-28,Democratic,NY,11,3611,109,0,0,0,0,0,0,0,0,0,,,,
HaJ-NY19,"Hall, John J.",M,1948-07-23,Democratic,NY,19,3619,0,110,111,0,0,0,0,0,0,0,,,,
MuS-NY20,"Murphy, Scott",M,1970-01-26,Democratic,NY,20,3620,0,0,111,0,0,0,0,0,0,0,,,,
McM-NY21,"McNulty, Michael R.",M,1947-09-16,Democratic,NY,21,3621,109,110,0,0,0,0,0,0,0,0,,,,
ArM-NY24,"Arcuri, Michael A.",M,1959-06-11,Democratic,NY,24,3624,0,110,111,0,0,0,0,0,0,0,,,,
MaE-NY29,"Massa, Eric J. J.",M,1959-09-16,Democratic,NY,29,3629,0,0,111,0,0,0,0,0,0,0,,,,
DrS-OH01,"Driehaus, Steve",M,1966-06-24,Democratic,OH,1,3901,0,0,111,0,0,0,0,0,0,0,,,,
WiC-OH06,"Wilson, Charles A.",M,1943-01-18,Democratic,OH,6,3906,0,110,111,0,0,0,0,0,0,0,,,,
JoS-OH11,"Jones, Stephanie Tubbs",F,1949-09-10,Democratic,OH,11,3911,109,110,0,0,0,0,0,0,0,0,,,,
HoD-OR05,"Hooley, Darlene",F,1939-04-04,Democratic,OR,5,4105,109,110,0,0,0,0,0,0,0,0,,,,
MuJ-PA12,"Murtha, John P.",M,1932-06-17,Democratic,PA,12,4212,109,110,111,0,0,0,0,0,0,0,,,,
SpJ-SC05,"Spratt, John M., Jr.",M,1942-11-01,Democratic,SC,5,4505,109,110,111,0,0,0,0,0,0,0,,,,
ClJ-SC06,"Clyburn, James E.",M,1940-07-21,Democratic,SC,6,4506,109,110,111,112,113,114,115,116,117,118,,,,
DaL-TN04,"Davis, Lincoln",M,1943-09-13,Democratic,TN,4,4704,109,110,111,0,0,0,0,0,0,0,,,,
GoB-TN06,"Gordon, Bart",M,1949-01-24,Democratic,TN,6,4706,109,110,111,0,0,0,0,0,0,0,,,,
TaJ-TN08,"Tanner, John S.",M,1944-09-22,Democratic,TN,8,4708,109,110,111,0,0,0,0,0,0,0,,,,
OrS-TX27,"Ortiz, Solomon P.",M,1937-06-03,Democratic,TX,27,4827,109,110,111,0,0,0,0,0,0,0,,,,
GrG-TX29,"Green, Gene",M,1947-10-17,Democratic,TX,29,4829,109,110,111,112,113,114,115,0,0,0,,,,
BaB-WA03,"Baird, Brian",M,1956-03-07,Democratic,WA,3,5303,109,110,111,0,0,0,0,0,0,0,,,,
DiN-WA06,"Dicks, Norman D.",M,1940-12-16,Democratic,WA,6,5306,109,110,111,112,0,0,0,0,0,0,,,,
ObD-WI07,"Obey, David R.",M,1938-10-03,Democratic,WI,7,5507,109,110,111,0,0,0,0,0,0,0,,,,
MoA-WV01,"Mollohan, Alan B.",M,1943-05-14,Democratic,WV,1,5401,109,110,111,0,0,0,0,0,0,0,,,,
FaE-AS00,"Faleomavaega, Eni F. H.",M,1943-08-15,Democratic,AS,0,0000,109,110,111,112,113,0,0,0,0,0,,,,
BoM-GU00,"Bordallo, Madeleine Z.",F,1933-05-31,Democratic,GU,0,0000,109,110,111,112,113,114,115,0,0,0,,,,
MiP-MI10,"Mitchell, Paul",M,1956-11-14,Independent,MI,10,2610,0,0,0,0,0,0,115,116,0,0,RepPaulMitchell,2016-12-01,2016,60
SiK-AZ09,"Sinema, Kyrsten",F,1976-07-12,Independent,AZ,9,0409,0,0,0,0,113,114,115,0,0,0,SenatorSinema,2013-01-01,2013,36
SaB-VT00,"Sanders, Bernard",M,1941-09-08,Independent,VT,0,5000,109,0,0,0,0,0,0,0,0,0,SenSanders,2009-04-01,2009,67
AmJ-MI03,"Amash, Justin",M,1980-04-18,Libertarian,MI,3,2603,0,0,0,112,113,114,115,116,0,0,justinamash,2011-01-01,2011,30
