uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
DaS-CA53,"Davis, Susan A.",F,1944-04-13,Democratic,CA,53,113,68,2013-01-03,2015-01-03,,,,
CrA-FL04,"Crenshaw, Ander",M,1944-09-01,Republican,FL,4,113,68,2013-01-03,2015-01-03,AnderCrenshaw,2009-02-01,64,2009
PaE-AZ07,"Pastor, Ed",M,1943-06-28,Democratic,AZ,7,113,69,2013-01-03,2015-01-03,,,,
WhE-KY01,"Whitfield, Ed",M,1943-05-25,Republican,KY,1,113,69,2013-01-03,2015-01-03,RepEdWhitfield,2011-01-01,67,2011
DeR-CT03,"DeLauro, Rosa L.",F,1943-03-02,Democratic,CT,3,113,69,2013-01-03,2015-01-03,rosadelauro,2010-05-01,67,2010
NoR-MN08,"Nolan, Richard M.",M,1943-12-17,Democratic,MN,8,113,69,2013-01-03,2015-01-03,USRepRickNolan,2013-01-01,69,2013
CoP-CA08,"Cook, Paul",M,1943-03-03,Republican,CA,8,113,69,2013-01-03,2015-01-03,ColPaulCookRet,2013-01-01,69,2013
McC-NY04,"McCarthy, Carolyn",F,1944-01-05,Democratic,NY,4,113,69,2013-01-03,2015-01-03,RepMcCarthyNY,2010-06-01,66,2010
FaE-AS00,"Faleomavaega, Eni F. H.",M,1943-08-15,Democratic,AS,0,113,69,2013-01-03,2015-01-03,,,,
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,1943-06-14,Republican,WI,5,113,69,2013-01-03,2015-01-03,,,,
JoW-NC03,"Jones, Walter B., Jr.",M,1943-02-10,Republican,NC,3,113,69,2013-01-03,2015-01-03,RepWalterJones,2009-03-01,66,2009
FoV-NC05,"Foxx, Virginia",F,1943-06-29,Republican,NC,5,113,69,2013-01-03,2015-01-03,virginiafoxx,2008-09-01,65,2008
MiJ-FL07,"Mica, John L.",M,1943-01-27,Republican,FL,7,113,69,2013-01-03,2015-01-03,,,,
SeJ-NY15,"Serrano, Jose E.",M,1943-10-24,Democratic,NY,15,113,69,2013-01-03,2015-01-03,RepJoseSerrano,2009-04-01,65,2009
EsA-CA16,"Eshoo, Anna G.",F,1942-12-13,Democratic,CA,16,113,70,2013-01-03,2015-01-03,RepAnnaEshoo,2011-02-01,68,2011
GiP-GA11,"Gingrey, Phil",M,1942-07-10,Republican,GA,11,113,70,2013-01-03,2015-01-03,DrPhilGingrey,2009-04-01,66,2009
GrK-TX12,"Granger, Kay",F,1943-01-18,Republican,TX,12,113,70,2013-01-03,2015-01-03,RepKayGranger,2010-07-01,67,2010
WiF-FL24,"Wilson, Frederica S.",F,1942-11-05,Democratic,FL,24,113,70,2013-01-03,2015-01-03,RepWilson,2011-01-01,68,2011
RoL-CA40,"Roybal-Allard, Lucille",F,1941-06-12,Democratic,CA,40,113,71,2013-01-03,2015-01-03,RepRoybalAllard,2012-01-01,70,2012
HaD-WA04,"Hastings, Doc",M,1941-02-07,Republican,WA,4,113,71,2013-01-03,2015-01-03,DocHastings,2011-10-01,70,2011
CaJ-TX31,"Carter, John R.",M,1941-11-06,Republican,TX,31,113,71,2013-01-03,2015-01-03,JudgeCarter,2008-12-01,67,2008
DaD-IL07,"Davis, Danny K.",M,1941-09-06,Democratic,IL,7,113,71,2013-01-03,2015-01-03,RepDannyDavis,2012-08-01,70,2012
NeG-CA35,"Negrete McLeod, Gloria",F,1941-09-06,Democratic,CA,35,113,71,2013-01-03,2015-01-03,RepMcLeod,2012-12-01,71,2012
FaS-CA20,"Farr, Sam",M,1941-07-04,Democratic,CA,20,113,71,2013-01-03,2015-01-03,,,,
HoM-CA17,"Honda, Michael M.",M,1941-06-27,Democratic,CA,17,113,71,2013-01-03,2015-01-03,RepMikeHonda,2008-10-01,67,2008
LoA-CA47,"Lowenthal, Alan S.",M,1941-03-08,Democratic,CA,47,113,71,2013-01-03,2015-01-03,RepLowenthal,2013-01-01,71,2013
PeN-CA11,"Pelosi, Nancy",F,1940-03-26,Democratic,CA,11,113,72,2013-01-03,2015-01-03,SpeakerPelosi,2008-08-01,68,2008
PrD-NC04,"Price, David E.",M,1940-08-17,Democratic,NC,4,113,72,2013-01-03,2015-01-03,RepDavidEPrice,2010-06-01,69,2010
HiR-TX15,"Hinojosa, Ruben",M,1940-08-20,Democratic,TX,15,113,72,2013-01-03,2015-01-03,USRepRHinojosa,2011-01-01,70,2011
PeT-WI06,"Petri, Thomas E.",M,1940-05-28,Republican,WI,6,113,72,2013-01-03,2015-01-03,,,,
LeJ-GA05,"Lewis, John",M,1940-02-21,Democratic,GA,5,113,72,2013-01-03,2015-01-03,repjohnlewis,2009-04-01,69,2009
ClJ-SC06,"Clyburn, James E.",M,1940-07-21,Democratic,SC,6,113,72,2013-01-03,2015-01-03,,,,
HoS-MD05,"Hoyer, Steny H.",M,1939-06-14,Democratic,MD,5,113,73,2013-01-03,2015-01-03,,,,
WaH-CA33,"Waxman, Henry A.",M,1939-09-12,Democratic,CA,33,113,73,2013-01-03,2015-01-03,RepWaxman,2012-08-01,72,2012
PiJ-PA16,"Pitts, Joseph R.",M,1939-10-10,Republican,PA,16,113,73,2013-01-03,2015-01-03,JoePitts4PA,2010-02-01,70,2010
WoF-VA10,"Wolf, Frank R.",M,1939-01-30,Republican,VA,10,113,73,2013-01-03,2015-01-03,fmrRepWolf,2011-01-01,71,2011
McH-CA25,"McKeon, Howard P. Buck",M,1938-09-09,Republican,CA,25,113,74,2013-01-03,2015-01-03,chairmanmckeon,2015-11-01,77,2015
WaM-CA43,"Waters, Maxine",F,1938-08-15,Democratic,CA,43,113,74,2013-01-03,2015-01-03,RepMaxineWaters,2009-04-01,70,2009
LoN-NY17,"Lowey, Nita M.",F,1937-07-05,Democratic,NY,17,113,75,2013-01-03,2015-01-03,Lowey4Congress,2012-08-01,75,2012
NoE-DC00,"Norton, Eleanor Holmes",F,1937-06-13,Democratic,DC,0,113,75,2013-01-03,2015-01-03,EleanorNorton,2009-03-01,71,2009
PaB-NJ09,"Pascrell, Bill, Jr.",M,1937-01-25,Democratic,NJ,9,113,75,2013-01-03,2015-01-03,BillPascrell,2009-01-01,71,2009
RoH-KY05,"Rogers, Harold",M,1937-12-31,Republican,KY,5,113,75,2013-01-03,2015-01-03,RepHalRogers,2012-04-01,74,2012
CaL-CA24,"Capps, Lois",F,1938-01-10,Democratic,CA,24,113,75,2013-01-03,2015-01-03,RepLoisCapps,2011-05-01,73,2011
McJ-WA07,"McDermott, Jim",M,1936-12-28,Democratic,WA,7,113,76,2013-01-03,2015-01-03,RepJimMcDermott,2010-04-01,73,2010
NaG-CA31,"Napolitano, Grace F.",F,1936-12-04,Democratic,CA,31,113,76,2013-01-03,2015-01-03,gracenapolitano,2010-06-01,73,2010
HaA-FL20,"Hastings, Alcee L.",M,1936-09-05,Democratic,FL,20,113,76,2013-01-03,2015-01-03,AlceeHastingsFL,2013-11-01,77,2013
JoE-TX30,"Johnson, Eddie Bernice",F,1935-12-03,Democratic,TX,30,113,77,2013-01-03,2015-01-03,RepEBJ,2010-07-01,74,2010
BoM-GU00,"Bordallo, Madeleine Z.",F,1933-05-31,Democratic,GU,0,113,79,2013-01-03,2015-01-03,,,,
YoD-AK00,"Young, Don",M,1933-06-09,Republican,AK,0,113,79,2013-01-03,2015-01-03,repdonyoung,2009-05-01,75,2009
LeS-MI09,"Levin, Sander M.",M,1931-09-06,Democratic,MI,9,113,81,2013-01-03,2015-01-03,repsandylevin,2009-03-01,77,2009
CoH-NC06,"Coble, Howard",M,1931-03-18,Republican,NC,6,113,81,2013-01-03,2015-01-03,HowardCoble,2011-06-01,80,2011
JoS-TX03,"Johnson, Sam",M,1930-10-11,Republican,TX,3,113,82,2013-01-03,2015-01-03,SamsPressShop,2011-02-01,80,2011
RaC-NY13,"Rangel, Charles B.",M,1930-06-11,Democratic,NY,13,113,82,2013-01-03,2015-01-03,cbrangel,2009-02-01,78,2009
CoJ-MI13,"Conyers, John, Jr.",M,1929-05-16,Democratic,MI,13,113,83,2013-01-03,2015-01-03,RepJohnConyers,2010-04-01,80,2010
SlL-NY25,"Slaughter, Louise McIntosh",F,1929-08-14,Democratic,NY,25,113,83,2013-01-03,2015-01-03,louiseslaughter,2009-08-01,80,2009
DiJ-MI12,"Dingell, John D.",M,1926-07-08,Democratic,MI,12,113,86,2013-01-03,2015-01-03,JohnDingell,2010-01-01,83,2010
HaR-TX04,"Hall, Ralph M.",M,1923-05-03,Republican,TX,4,113,89,2013-01-03,2015-01-03,RalphHallPress,2013-02-01,89,2013
MaS-NY18,"Maloney, Sean Patrick",M,1996-07-30,Democratic,NY,18,114,18,2015-01-03,2017-01-03,RepSeanMaloney,2013-01-01,16,2013
StE-NY21,"Stefanik, Elise M.",F,1984-07-02,Republican,NY,21,114,30,2015-01-03,2017-01-03,RepStefanik,2015-01-01,30,2015
MuP-FL18,"Murphy, Patrick",M,1983-03-30,Democratic,FL,18,114,31,2015-01-03,2017-01-03,PatrickMurphyFL,2011-03-01,27,2011
GaT-HI02,"Gabbard, Tulsi",F,1981-04-12,Democratic,HI,2,114,33,2015-01-03,2017-01-03,TulsiPress,2013-01-01,31,2013
KeJ-MA04,"Kennedy, Joseph P., III",M,1980-10-04,Democratic,MA,4,114,34,2015-01-03,2017-01-03,joekennedy,2013-01-01,32,2013
AmJ-MI03,"Amash, Justin",M,1980-04-18,Libertarian,MI,3,114,34,2015-01-03,2017-01-03,justinamash,2011-01-01,30,2011
SwE-CA14,"Swalwell, Eric",M,1980-11-16,Democratic,CA,14,114,34,2015-01-03,2017-01-03,RepSwalwell,2012-11-01,31,2012
SmJ-MO08,"Smith, Jason",M,1980-06-16,Republican,MO,8,114,34,2015-01-03,2017-01-03,RepJasonSmith,2013-07-01,33,2013
CuC-FL26,"Curbelo, Carlos",M,1980-03-01,Republican,FL,26,114,34,2015-01-03,2017-01-03,carloslcurbelo,2014-10-01,34,2014
ZeL-NY01,"Zeldin, Lee M.",M,1980-01-30,Republican,NY,1,114,34,2015-01-03,2017-01-03,LeeMZeldin,2014-08-01,34,2014
GaR-AZ03,"Gallego, Ruben",M,1979-11-20,Democratic,AZ,3,114,35,2015-01-03,2017-01-03,RepRubenGallego,2015-01-01,35,2015
AgP-CA33,"Aguilar, Pete",M,1979-06-19,Democratic,CA,33,114,35,2015-01-03,2017-01-03,RepPeteAguilar,2015-02-01,35,2015
HeJ-WA03,"Herrera Beutler, Jaime",F,1978-11-03,Republican,WA,3,114,36,2015-01-03,2017-01-03,HerreraBeutler,2011-01-01,32,2011
MoS-MA06,"Moulton, Seth",M,1978-10-24,Democratic,MA,6,114,36,2015-01-03,2017-01-03,sethmoulton,2011-02-01,32,2011
KiA-IL16,"Kinzinger, Adam",M,1978-02-27,Republican,IL,16,114,36,2015-01-03,2017-01-03,RepKinzinger,2010-11-01,32,2010
DeR-FL06,"DeSantis, Ron",M,1978-09-14,Republican,FL,6,114,36,2015-01-03,2017-01-03,RonDeSantisFL,2012-02-01,33,2012
HuW-TX23,"Hurd, Will",M,1977-08-19,Republican,TX,23,114,37,2015-01-03,2017-01-03,WillHurd,2015-01-01,37,2015
MuM-OK02,"Mullin, Markwayne",M,1977-07-26,Republican,OK,2,114,37,2015-01-03,2017-01-03,SenMullin,2013-01-01,35,2013
VaD-CA22,"Valadao, David G.",M,1977-04-14,Republican,CA,22,114,37,2015-01-03,2017-01-03,RepDavidValadao,2013-01-01,35,2013
BoB-PA02,"Boyle, Brendan F.",M,1977-02-06,Democratic,PA,2,114,37,2015-01-03,2017-01-03,CongBoyle,2015-11-01,38,2015
HuD-CA50,"Hunter, Duncan D.",M,1976-12-07,Republican,CA,50,114,38,2015-01-03,2017-01-03,,,,
SiK-AZ09,"Sinema, Kyrsten",F,1976-07-12,Independent,AZ,9,114,38,2015-01-03,2017-01-03,SenatorSinema,2013-01-01,36,2013
YoK-KS03,"Yoder, Kevin",M,1976-11-08,Republican,KS,3,114,38,2015-01-03,2017-01-03,kevinyoder,2011-02-01,34,2011
CoR-PA06,"Costello, Ryan A.",M,1976-09-07,Republican,PA,6,114,38,2015-01-03,2017-01-03,RyanCostello,2018-04-01,41,2018
RoM-AL02,"Roby, Martha",F,1976-07-27,Republican,AL,2,114,38,2015-01-03,2017-01-03,MarthaRobyAL,2010-12-01,34,2010
StM-IN03,"Stutzman, Marlin A.",M,1976-08-31,Republican,IN,3,114,38,2015-01-03,2017-01-03,RepStutzman,2010-11-01,34,2010
McP-NC10,"McHenry, Patrick T.",M,1975-11-22,Republican,NC,10,114,39,2015-01-03,2017-01-03,PatrickMcHenry,2009-03-01,33,2009
LoM-UT04,"Love, Mia B.",F,1975-12-06,Republican,UT,4,114,39,2015-01-03,2017-01-03,MiaBLove,2011-07-01,35,2011
PoJ-CO02,"Polis, Jared",M,1975-05-12,Democratic,CO,2,114,39,2015-01-03,2017-01-03,RepJaredPolis,2012-01-01,36,2012
BrJ-OK01,"Bridenstine, Jim",M,1975-06-15,Republican,OK,1,114,39,2015-01-03,2017-01-03,RepJBridenstine,2013-01-01,37,2013
MeG-NY06,"Meng, Grace",F,1975-10-01,Democratic,NY,6,114,39,2015-01-03,2017-01-03,RepGraceMeng,2012-12-01,37,2012
CaJ-TX20,"Castro, Joaquin",M,1974-09-16,Democratic,TX,20,114,40,2015-01-03,2017-01-03,JoaquinCastrotx,2010-01-01,35,2010
CaA-IN07,"Carson, Andre",M,1974-10-16,Democratic,IN,7,114,40,2015-01-03,2017-01-03,RepAndreCarson,2010-10-01,35,2010
KiD-WA06,"Kilmer, Derek",M,1974-01-01,Democratic,WA,6,114,41,2015-01-03,2017-01-03,RepDerekKilmer,2013-01-01,39,2013
FiS-TN08,"Fincher, Stephen Lee",M,1973-02-07,Republican,TN,8,114,41,2015-01-03,2017-01-03,RepFincherTN08,2011-02-01,38,2011
RiC-LA02,"Richmond, Cedric L.",M,1973-09-13,Democratic,LA,2,114,41,2015-01-03,2017-01-03,RepRichmond,2011-03-01,37,2011
BaA-KY06,"Barr, Andy",M,1973-07-24,Republican,KY,6,114,41,2015-01-03,2017-01-03,RepAndyBarr,2013-01-01,39,2013
RyT-OH13,"Ryan, Tim",M,1973-07-16,Democratic,OH,13,114,41,2015-01-03,2017-01-03,RepTimRyan,2008-02-01,34,2008
NuD-CA22,"Nunes, Devin",M,1973-10-01,Republican,CA,22,114,41,2015-01-03,2017-01-03,DevinNunes,2009-07-01,35,2009
O'B-TX16,"O''Rourke, Beto",M,1972-09-26,Democratic,TX,16,114,42,2015-01-03,2017-01-03,BetoORourke,2011-07-01,38,2011
LuB-NM03,"Lujan, Ben Ray",M,1972-06-07,Democratic,NM,3,114,42,2015-01-03,2017-01-03,SenatorLujan,2009-01-01,36,2009
CoJ-KY01,"Comer, James",M,1972-08-19,Republican,KY,1,114,42,2015-01-03,2017-01-03,RepJamesComer,2020-06-01,47,2020
YoT-IN09,"Young, Todd",M,1972-08-24,Republican,IN,9,114,42,2015-01-03,2017-01-03,SenToddYoung,2011-01-01,38,2011
RuR-CA25,"Ruiz, Raul",M,1972-08-25,Democratic,CA,25,114,42,2015-01-03,2017-01-03,RepRaulRuizMD,2013-01-01,40,2013
GrG-LA06,"Graves, Garret",M,1972-01-31,Republican,LA,6,114,42,2015-01-03,2017-01-03,RepGarretGraves,2014-12-01,42,2014
RoD-NC07,"Rouzer, David",M,1972-02-16,Republican,NC,7,114,42,2015-01-03,2017-01-03,RepDavidRouzer,2012-09-01,40,2012
JoD-FL13,"Jolly, David W.",M,1972-10-31,Republican,FL,13,114,42,2015-01-03,2017-01-03,USRepDavidJolly,2014-05-01,41,2014
ReT-NY23,"Reed, Tom",M,1971-11-18,Republican,NY,23,114,43,2015-01-03,2017-01-03,TomReedCongress,2009-08-01,37,2009
DuS-WI07,"Duffy, Sean P.",M,1971-10-03,Republican,WI,7,114,43,2015-01-03,2017-01-03,SeanDuffyWI,2011-01-01,39,2011
MoA-WV02,"Mooney, Alexander X.",M,1971-06-07,Republican,WV,2,114,43,2015-01-03,2017-01-03,RepAlexMooney,2015-01-01,43,2015
NoK-SD00,"Noem, Kristi L.",F,1971-11-30,Republican,SD,0,114,43,2015-01-03,2017-01-03,KristiNoem,2010-02-01,38,2010
HuR-NC09,"Hudson, Richard",M,1971-11-04,Republican,NC,9,114,43,2015-01-03,2017-01-03,RepRichHudson,2012-11-01,41,2012
DaW-OH08,"Davidson, Warren",M,1970-03-01,Republican,OH,8,114,44,2015-01-03,2017-01-03,WarrenDavidson,2016-06-01,46,2016
PaS-MS04,"Palazzo, Steven M.",M,1970-02-21,Republican,MS,4,114,44,2015-01-03,2017-01-03,CongPalazzo,2011-05-01,41,2011
GuF-NH01,"Guinta, Frank C.",M,1970-09-26,Republican,NH,1,114,44,2015-01-03,2017-01-03,RepFrankGuinta,2011-01-01,40,2011
RoT-FL17,"Rooney, Thomas J.",M,1970-11-21,Republican,FL,17,114,44,2015-01-03,2017-01-03,TomRooney,2009-03-01,38,2009
MaT-KY04,"Massie, Thomas",M,1971-01-13,Republican,KY,4,114,44,2015-01-03,2017-01-03,RepThomasMassie,2012-11-01,41,2012
GrT-GA14,"Graves, Tom",M,1970-02-03,Republican,GA,14,114,44,2015-01-03,2017-01-03,RepTomGraves,2010-09-01,40,2010
RoT-IN04,"Rokita, Todd",M,1970-02-09,Republican,IN,4,114,44,2015-01-03,2017-01-03,ToddRokita,2008-11-01,38,2008
VeM-TX33,"Veasey, Marc A.",M,1971-01-03,Democratic,TX,33,114,44,2015-01-03,2017-01-03,RepVeasey,2013-01-01,42,2013
SmA-NE03,"Smith, Adrian",M,1970-12-19,Republican,NE,3,114,44,2015-01-03,2017-01-03,RepAdrianSmith,2011-01-01,40,2011
WoR-GA07,"Woodall, Rob",M,1970-02-11,Republican,GA,7,114,44,2015-01-03,2017-01-03,RepRobWoodall,2014-03-01,44,2014
RyP-WI01,"Ryan, Paul D.",M,1970-01-29,Republican,WI,1,114,44,2015-01-03,2017-01-03,SpeakerRyan,2009-01-01,38,2009
JeH-NY08,"Jeffries, Hakeem S.",M,1970-08-04,Democratic,NY,8,114,44,2015-01-03,2017-01-03,RepJeffries,2012-01-01,41,2012
LiT-CA36,"Lieu, Ted",M,1969-03-29,Democratic,CA,36,114,45,2015-01-03,2017-01-03,RepTedLieu,2015-02-01,45,2015
ScA-GA08,"Scott, Austin",M,1969-12-10,Republican,GA,8,114,45,2015-01-03,2017-01-03,AustinScottGA08,2011-01-01,41,2011
MeL-IN06,"Messer, Luke",M,1969-02-27,Republican,IN,6,114,45,2015-01-03,2017-01-03,Congress_LukeM,2013-04-01,44,2013
HuB-MI04,"Huizenga, Bill",M,1969-01-31,Republican,MI,4,114,45,2015-01-03,2017-01-03,RepHuizenga,2011-01-01,41,2011
HuR-VA05,"Hurt, Robert",M,1969-06-16,Republican,VA,5,114,45,2015-01-03,2017-01-03,RepRobertHurt,2011-01-01,41,2011
SaL-CA38,"Sanchez, Linda T.",F,1969-01-28,Democratic,CA,38,114,45,2015-01-03,2017-01-03,replindasanchez,2011-06-01,42,2011
McC-WA05,"McMorris Rodgers, Cathy",F,1969-05-22,Republican,WA,5,114,45,2015-01-03,2017-01-03,cathymcmorris,2008-01-01,38,2008
WaM-NC06,"Walker, Mark",M,1969-05-20,Republican,NC,6,114,45,2015-01-03,2017-01-03,RepMarkWalker,2015-01-01,45,2015
DoR-IL10,"Dold, Robert J.",M,1969-06-23,Republican,IL,10,114,45,2015-01-03,2017-01-03,RepDold,2011-01-01,41,2011
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,114,45,2015-01-03,2017-01-03,RodneyDavis,2012-12-01,42,2012
HuT-KS01,"Huelskamp, Tim",M,1968-11-11,Republican,KS,1,114,46,2015-01-03,2017-01-03,CongHuelskamp,2011-01-01,42,2011
LaD-IL16,"LaHood, Darin",M,1968-07-05,Republican,IL,16,114,46,2015-01-03,2017-01-03,RepLaHood,2015-09-01,47,2015
YoD-IA03,"Young, David",M,1968-05-11,Republican,IA,3,114,46,2015-01-03,2017-01-03,YoungForIowa,2013-05-01,45,2013
DuT-IL08,"Duckworth, Tammy",F,1968-03-12,Democratic,IL,8,114,46,2015-01-03,2017-01-03,SenDuckworth,2013-01-01,44,2013
HoG-NC02,"Holding, George",M,1968-04-17,Republican,NC,2,114,46,2015-01-03,2017-01-03,RepHolding,2013-01-01,44,2013
WeB-AR04,"Westerman, Bruce",M,1967-11-18,Republican,AR,4,114,47,2015-01-03,2017-01-03,RepWesterman,2014-10-01,46,2014
TaM-HI01,"Takai, Mark",M,1967-07-01,Democratic,HI,1,114,47,2015-01-03,2017-01-03,RepMarkTakai,2015-01-01,47,2015
ChJ-UT03,"Chaffetz, Jason",M,1967-03-26,Republican,UT,3,114,47,2015-01-03,2017-01-03,jasoninthehouse,2008-12-01,41,2008
DeJ-CA10,"Denham, Jeff",M,1967-07-29,Republican,CA,10,114,47,2015-01-03,2017-01-03,JeffDenham,2009-02-01,41,2009
MuM-SC05,"Mulvaney, Mick",M,1967-07-21,Republican,SC,5,114,47,2015-01-03,2017-01-03,MickMulvaneyOMB,2017-07-01,49,2017
BiM-MI08,"Bishop, Mike",M,1967-03-18,Republican,MI,8,114,47,2015-01-03,2017-01-03,MikeBishopMI,2009-05-01,42,2009
LaR-ID01,"Labrador, Raul R.",M,1967-12-08,Republican,ID,1,114,47,2015-01-03,2017-01-03,Raul_Labrador,2011-02-01,43,2011
CrE-AR01,"Crawford, Eric A. Rick",M,1966-01-22,Republican,AR,1,114,48,2015-01-03,2017-01-03,reprickcrawford,2011-01-01,44,2011
HuR-IL14,"Hultgren, Randy",M,1966-03-01,Republican,IL,14,114,48,2015-01-03,2017-01-03,RepHultgren,2011-01-01,44,2011
McM-AZ02,"McSally, Martha",F,1966-03-22,Republican,AZ,2,114,48,2015-01-03,2017-01-03,MarthaMcSallyAZ,2012-02-01,45,2012
PlS-VI00,"Plaskett, Stacey E.",F,1966-05-13,Democratic,VI,0,114,48,2015-01-03,2017-01-03,StaceyPlaskett,2014-08-01,48,2014
CoD-GA09,"Collins, Doug",M,1966-08-16,Republican,GA,9,114,48,2015-01-03,2017-01-03,RepDougCollins,2013-01-01,46,2013
WaD-FL25,"Wasserman Schultz, Debbie",F,1966-09-27,Democratic,FL,25,114,48,2015-01-03,2017-01-03,RepDWStweets,2013-02-01,46,2013
KeT-MS01,"Kelly, Trent",M,1966-03-01,Republican,MS,1,114,48,2015-01-03,2017-01-03,RepTrentKelly,2015-06-01,49,2015
HiJ-CT04,"Himes, James A.",M,1966-07-05,Democratic,CT,4,114,48,2015-01-03,2017-01-03,jahimes,2009-04-01,42,2009
LiD-IL03,"Lipinski, Daniel",M,1966-07-15,Democratic,IL,3,114,48,2015-01-03,2017-01-03,RepLipinski,2012-12-01,46,2012
DeT-FL22,"Deutch, Theodore E.",M,1966-05-07,Democratic,FL,22,114,48,2015-01-03,2017-01-03,RepTedDeutch,2010-04-10,43,2010
KnS-CA25,"Knight, Stephen",M,1966-12-17,Republican,CA,25,114,48,2015-01-03,2017-01-03,SteveKnight25,2015-01-01,48,2015
CaK-FL14,"Castor, Kathy",F,1966-08-20,Democratic,FL,14,114,48,2015-01-03,2017-01-03,USRepKCastor,2013-11-01,47,2013
RaJ-TX04,"Ratcliffe, John",M,1965-10-20,Republican,TX,4,114,49,2015-01-03,2017-01-03,JohnRatcliffe,2014-10-01,48,2014
ToN-CA35,"Torres, Norma J.",F,1965-04-04,Democratic,CA,35,114,49,2015-01-03,2017-01-03,NormaJTorres,2011-01-01,45,2011
McK-CA20,"McCarthy, Kevin",M,1965-01-26,Republican,CA,20,114,49,2015-01-03,2017-01-03,SpeakerMcCarthy,2009-01-01,43,2009
DuJ-SC03,"Duncan, Jeff",M,1966-01-07,Republican,SC,3,114,49,2015-01-03,2017-01-03,RepJeffDuncan,2011-01-01,45,2011
PaE-MN03,"Paulsen, Erik",M,1965-05-14,Republican,MN,3,114,49,2015-01-03,2017-01-03,ErikPaulsen,2008-11-01,43,2008
BeA-CA06,"Bera, Ami",M,1965-03-02,Democratic,CA,6,114,49,2015-01-03,2017-01-03,RepBera,2012-11-01,47,2012
SmA-WA09,"Smith, Adam",M,1965-06-15,Democratic,WA,9,114,49,2015-01-03,2017-01-03,RepAdamSmith,2009-03-01,43,2009
RiK-NY04,"Rice, Kathleen M.",F,1965-02-15,Democratic,NY,4,114,49,2015-01-03,2017-01-03,KathleenRice,2009-10-01,44,2009
AdR-AL04,"Aderholt, Robert B.",M,1965-07-22,Republican,AL,4,114,49,2015-01-03,2017-01-03,Robert_Aderholt,2009-09-01,44,2009
StS-OH15,"Stivers, Steve",M,1965-03-24,Republican,OH,15,114,49,2015-01-03,2017-01-03,RepSteveStivers,2010-11-01,45,2010
ScS-LA01,"Scalise, Steve",M,1965-10-06,Republican,LA,1,114,49,2015-01-03,2017-01-03,SteveScalise,2013-02-01,47,2013
DeS-TN04,"DesJarlais, Scott",M,1964-02-21,Republican,TN,4,114,50,2015-01-03,2017-01-03,DesJarlaisTN04,2011-01-01,46,2011
BrD-VA07,"Brat, Dave",M,1964-07-27,Republican,VA,7,114,50,2015-01-03,2017-01-03,DaveBratVA7th,2014-01-01,49,2014
SeT-AL07,"Sewell, Terri A.",F,1965-01-01,Democratic,AL,7,114,50,2015-01-03,2017-01-03,RepTerriSewell,2011-09-01,46,2011
JoJ-OH04,"Jordan, Jim",M,1964-02-17,Republican,OH,4,114,50,2015-01-03,2017-01-03,Jim_Jordan,2008-01-01,43,2008
ElR-NC02,"Ellmers, Renee L.",F,1964-02-09,Republican,NC,2,114,50,2015-01-03,2017-01-03,RepReneeEllmers,2010-11-01,46,2010
PoM-WI02,"Pocan, Mark",M,1964-08-14,Democratic,WI,2,114,50,2015-01-03,2017-01-03,repmarkpocan,2013-02-01,48,2013
HuJ-CA02,"Huffman, Jared",M,1964-02-18,Democratic,CA,2,114,50,2015-01-03,2017-01-03,RepHuffman,2013-01-01,48,2013
GuB-KY02,"Guthrie, Brett",M,1964-02-18,Republican,KY,2,114,50,2015-01-03,2017-01-03,RepGuthrie,2013-01-01,48,2013
ClY-NY09,"Clarke, Yvette D.",F,1964-11-21,Democratic,NY,9,114,50,2015-01-03,2017-01-03,RepYvetteClarke,2011-01-01,46,2011
GoT-SC04,"Gowdy, Trey",M,1964-08-22,Republican,SC,4,114,50,2015-01-03,2017-01-03,TGowdySC,2011-01-01,46,2011
GiC-NY19,"Gibson, Christopher P.",M,1964-05-13,Republican,NY,19,114,50,2015-01-03,2017-01-03,ChrisGibsonNY,2010-03-01,45,2010
WaT-MN01,"Walz, Timothy J.",M,1964-04-06,Democratic,MN,1,114,50,2015-01-03,2017-01-03,RepTimWalz,2013-03-01,48,2013
LaJ-RI02,"Langevin, James R.",M,1964-04-22,Democratic,RI,2,114,50,2015-01-03,2017-01-03,JimLangevin,2009-01-01,44,2009
ClK-MA05,"Clark, Katherine M.",F,1963-07-17,Democratic,MA,5,114,51,2015-01-03,2017-01-03,RepKClark,2014-01-01,50,2014
GrS-MO06,"Graves, Sam",M,1963-11-07,Republican,MO,6,114,51,2015-01-03,2017-01-03,RepSamGraves,2009-04-01,45,2009
FiM-PA08,"Fitzpatrick, Michael G.",M,1963-06-28,Republican,PA,8,114,51,2015-01-03,2017-01-03,RepFitzpatrick,2011-01-01,47,2011
WaJ-IN02,"Walorski, Jackie",F,1963-08-17,Republican,IN,2,114,51,2015-01-03,2017-01-03,RepWalorski,2013-01-01,49,2013
ElK-MN05,"Ellison, Keith",M,1963-08-04,Democratic,MN,5,114,51,2015-01-03,2017-01-03,keithellison,2008-03-01,44,2008
