UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
CoG-VA11,https://www.congress.gov/member/gerald-connolly/C001078,"Connolly, Gerald E. - Representative","Connolly, Gerald E.",M,,Virginia,11,5211,VA11,2009-2024,,,,,111,112,113,114,115,116,117,118
ThG-PA15,https://www.congress.gov/member/glenn-thompson/T000467,"Thompson, Glenn - Representative","Thompson, Glenn",M,07/27/59,Pennsylvania,15,4615,PA15,2009-2024,,,,,111,112,113,114,115,116,117,118
ToP-NY20,https://www.congress.gov/member/paul-tonko/T000469,"Tonko, Paul - Representative","Tonko, Paul",,,New York,20,3820,NY20,2009-2024,,,,,111,112,113,114,115,116,117,118
ChJ-CA28,https://www.congress.gov/member/judy-chu/C001080,"Chu, Judy - Representative","Chu, Judy",F,07/07/53,California,28,0828,CA28,2009-2024,,,,,111,112,113,114,115,116,117,118
DjC-HI01,https://www.congress.gov/member/charles-djou/D000611,"Djou, Charles K. - Representative","Djou, Charles K.",M,08/09/70,Hawaii,01,1701,HI01,2010-2011,,,,,111,,,,,,,
CrM-PA12,https://www.congress.gov/member/mark-critz/C001081,"Critz, Mark S. - Representative","Critz, Mark S.",M,,Pennsylvania,12,4612,PA12,2010-2013,,,,,111,112,,,,,,
StM-IN03,https://www.congress.gov/member/marlin-stutzman/S001188,"Stutzman, Marlin A. - Representative","Stutzman, Marlin A.",M,08/31/76,Indiana,03,2003,IN03,2010-2017,,,,,111,112,113,114,,,,
GrT-GA14,https://www.congress.gov/member/tom-graves/G000560,"Graves, Tom - Representative","Graves, Tom",M,02/03/70,Georgia,14,1514,GA14,2010-2020,,,,,111,112,113,114,115,116,,
DeT-FL22,https://www.congress.gov/member/theodore-deutch/D000610,"Deutch, Theodore E. - Representative","Deutch, Theodore E.",M,05/07/66,Florida,22,1322,FL22,2010-2022,,,,,111,112,113,114,115,116,117,
ReT-NY23,https://www.congress.gov/member/tom-reed/R000585,"Reed, Tom - Representative","Reed, Tom",M,,New York,23,3823,NY23,2010-2022,,,,,111,112,113,114,115,116,117,
GuF-NH01,https://www.congress.gov/member/frank-guinta/G000570,"Guinta, Frank C. - Representative","Guinta, Frank C.",M,09/26/70,New Hampshire,01,3501,NH01,2011-2013,2015-2017,,,,,112,,114,,,,
DoR-IL10,https://www.congress.gov/member/robert-dold/D000613,"Dold, Robert J. - Representative","Dold, Robert J.",M,06/23/69,Illinois,10,1910,IL10,2011-2013,2015-2017,,,,,112,,114,,,,
BeR-ND00,https://www.congress.gov/member/rick-berg/B001272,"Berg, Rick - Representative","Berg, Rick",M,08/16/59,North Dakota,00,4000,ND00,2011-2013,,,,,,112,,,,,,
ScT-SC01,https://www.congress.gov/member/tim-scott/S001184,"Scott, Tim - Senator","Scott, Tim",M,,South Carolina,01,4901,SC01,2011-2013,,,,,,112,,,,,,
QuB-AZ03,https://www.congress.gov/member/benjamin-quayle/Q000024,"Quayle, Benjamin - Representative","Quayle, Benjamin",,,Arizona,03,0403,AZ03,2011-2013,,,,,,112,,,,,,
LaJ-LA03,https://www.congress.gov/member/jeffrey-landry/L000574,"Landry, Jeffrey M. - Representative","Landry, Jeffrey M.",M,12/23/70,Louisiana,03,2403,LA03,2011-2013,,,,,,112,,,,,,
WaJ-IL08,https://www.congress.gov/member/joe-walsh/W000811,"Walsh, Joe - Representative","Walsh, Joe",M,12/27/61,Illinois,08,1908,IL08,2011-2013,,,,,,112,,,,,,
CrC-MN08,https://www.congress.gov/member/chip-cravaack/C001086,"Cravaack, Chip - Representative","Cravaack, Chip",M,12/29/59,Minnesota,08,2908,MN08,2011-2013,,,,,,112,,,,,,
TuR-NY09,https://www.congress.gov/member/robert-turner/T000471,"Turner, Robert L. - Representative","Turner, Robert L.",M,,New York,09,3809,NY09,2011-2013,,,,,,112,,,,,,
ClH-MI13,https://www.congress.gov/member/hansen-clarke/C001085,"Clarke, Hansen - Representative","Clarke, Hansen",M,03/02/57,Michigan,13,2813,MI13,2011-2013,,,,,,112,,,,,,
ScR-IL17,https://www.congress.gov/member/robert-schilling/S001182,"Schilling, Robert T. - Representative","Schilling, Robert T.",M,01/23/64,Illinois,17,1917,IL17,2011-2013,,,,,,112,,,,,,
HaN-NY19,https://www.congress.gov/member/nan-hayworth/H001054,"Hayworth, Nan A. S. - Representative","Hayworth, Nan A. S.",F,,New York,19,3819,NY19,2011-2013,,,,,,112,,,,,,
WeA-FL22,https://www.congress.gov/member/allen-west/W000807,"West, Allen B. - Representative","West, Allen B.",M,02/07/61,Florida,22,1322,FL22,2011-2013,,,,,,112,,,,,,
CaF-TX23,https://www.congress.gov/member/francisco-canseco/C001082,"Canseco, Francisco ""Quico"" - Representative","Canseco, Francisco ""Quico""",M,,Texas,23,5323,TX23,2011-2013,,,,,,112,,,,,,
AdS-FL24,https://www.congress.gov/member/sandy-adams/A000366,"Adams, Sandy - Representative","Adams, Sandy",F,12/14/56,Florida,24,1324,FL24,2011-2013,,,,,,112,,,,,,
RiD-FL25,https://www.congress.gov/member/david-rivera/R000590,"Rivera, David - Representative","Rivera, David",M,09/16/65,Florida,25,1325,FL25,2011-2013,,,,,,112,,,,,,
BuA-NY25,https://www.congress.gov/member/ann-buerkle/B001276,"Buerkle, Ann Marie - Representative","Buerkle, Ann Marie",F,,New York,25,3825,NY25,2011-2013,,,,,,112,,,,,,
HoK-NY26,https://www.congress.gov/member/kathleen-hochul/H001062,"Hochul, Kathleen C. - Representative","Hochul, Kathleen C.",F,,New York,26,3826,NY26,2011-2013,,,,,,112,,,,,,
NuA-MS01,https://www.congress.gov/member/alan-nunnelee/N000186,"Nunnelee, Alan - Representative","Nunnelee, Alan",M,10/09/58,Mississippi,01,3001,MS01,2011-2015,,,,,,112,113,,,,,
GrT-AR02,https://www.congress.gov/member/tim-griffin/G000567,"Griffin, Tim - Representative","Griffin, Tim",,,Arkansas,02,0502,AR02,2011-2015,,,,,,112,113,,,,,
SoS-FL02,https://www.congress.gov/member/steve-southerland/S001186,"Southerland, Steve II - Representative","Southerland, Steve II",M,10/10/65,Florida,02,1302,FL02,2011-2015,,,,,,112,113,,,,,
RuJ-NJ03,https://www.congress.gov/member/jon-runyan/R000594,"Runyan, Jon - Representative","Runyan, Jon",M,,New Jersey,03,3603,NJ03,2011-2015,,,,,,112,113,,,,,
GaC-CO04,https://www.congress.gov/member/cory-gardner/G000562,"Gardner, Cory - Senator","Gardner, Cory",M,08/22/74,Colorado,04,0904,CO04,2011-2015,,,,,,112,113,,,,,
LaJ-OK05,https://www.congress.gov/member/james-lankford/L000575,"Lankford, James - Senator","Lankford, James",M,,Oklahoma,05,4405,OK05,2011-2015,,,,,,112,113,,,,,
GrM-NY11,https://www.congress.gov/member/michael-grimm/G000569,"Grimm, Michael G. - Representative","Grimm, Michael G.",M,,New York,11,3811,NY11,2011-2015,,,,,,112,113,,,,,
CaJ-DE00,https://www.congress.gov/member/john-carney/C001083,"Carney, John C., Jr. - Representative","Carney, John C., Jr.",M,05/20/56,Delaware,00,1100,DE00,2011-2017,,,,,,112,113,114,,,,
HuT-KS01,https://www.congress.gov/member/tim-huelskamp/H001057,"Huelskamp, Tim - Representative","Huelskamp, Tim",M,11/11/68,Kansas,01,2201,KS01,2011-2017,,,,,,112,113,114,,,,
BeD-MI01,https://www.congress.gov/member/dan-benishek/B001271,"Benishek, Dan - Representative","Benishek, Dan",M,04/20/52,Michigan,01,2801,MI01,2011-2017,,,,,,112,113,114,,,,
ElR-NC02,https://www.congress.gov/member/renee-ellmers/E000291,"Ellmers, Renee L. - Representative","Ellmers, Renee L.",F,02/09/64,North Carolina,02,3902,NC02,2011-2017,,,,,,112,113,114,,,,
RiE-VA02,https://www.congress.gov/member/e-rigell/R000589,"Rigell, E. Scott - Representative","Rigell, E. Scott",M,,Virginia,02,5202,VA02,2011-2017,,,,,,112,113,114,,,,
HeJ-NV03,https://www.congress.gov/member/joseph-heck/H001055,"Heck, Joseph J. - Representative","Heck, Joseph J.",M,,Nevada,03,3403,NV03,2011-2017,,,,,,112,113,114,,,,
PoM-KS04,https://www.congress.gov/member/mike-pompeo/P000602,"Pompeo, Mike - Representative","Pompeo, Mike",M,12/30/63,Kansas,04,2204,KS04,2011-2017,,,,,,112,113,114,,,,
MuM-SC05,https://www.congress.gov/member/mick-mulvaney/M001182,"Mulvaney, Mick - Representative","Mulvaney, Mick",M,,South Carolina,05,4905,SC05,2011-2017,,,,,,112,113,114,,,,
HuR-VA05,https://www.congress.gov/member/robert-hurt/H001060,"Hurt, Robert - Representative","Hurt, Robert",M,,Virginia,05,5205,VA05,2011-2017,,,,,,112,113,114,,,,
FiS-TN08,https://www.congress.gov/member/stephen-fincher/F000458,"Fincher, Stephen Lee - Representative","Fincher, Stephen Lee",M,,Tennessee,08,5108,TN08,2011-2017,,,,,,112,113,114,,,,
RiR-WI08,https://www.congress.gov/member/reid-ribble/R000587,"Ribble, Reid J. - Representative","Ribble, Reid J.",M,,Wisconsin,08,5608,WI08,2011-2017,,,,,,112,113,114,,,,
YoT-IN09,https://www.congress.gov/member/todd-young/Y000064,"Young, Todd - Senator","Young, Todd",M,08/24/72,Indiana,09,2009,IN09,2011-2017,,,,,,112,113,114,,,,
NuR-FL11,https://www.congress.gov/member/richard-nugent/N000185,"Nugent, Richard B. - Representative","Nugent, Richard B.",M,05/26/51,Florida,11,1311,FL11,2011-2017,,,,,,112,113,114,,,,
GiC-NY19,https://www.congress.gov/member/christopher-gibson/G000564,"Gibson, Christopher P. - Representative","Gibson, Christopher P.",M,,New York,19,3819,NY19,2011-2017,,,,,,112,113,114,,,,
HaR-NY22,https://www.congress.gov/member/richard-hanna/H001051,"Hanna, Richard L. - Representative","Hanna, Richard L.",M,,New York,22,3822,NY22,2011-2017,,,,,,112,113,114,,,,
HaJ-CA44,https://www.congress.gov/member/janice-hahn/H001063,"Hahn, Janice - Representative","Hahn, Janice",F,03/30/52,California,44,0844,CA44,2011-2017,,,,,,112,113,114,,,,
MeP-PA07,https://www.congress.gov/member/patrick-meehan/M001181,"Meehan, Patrick - Representative","Meehan, Patrick",M,,Pennsylvania,07,4607,PA07,2011-2018,,,,,,112,113,114,115,,,
FaB-TX27,https://www.congress.gov/member/blake-farenthold/F000460,"Farenthold, Blake - Representative","Farenthold, Blake",M,,Texas,27,5327,TX27,2011-2018,,,,,,112,113,114,115,,,
NoK-SD00,https://www.congress.gov/member/kristi-noem/N000184,"Noem, Kristi L. - Representative","Noem, Kristi L.",F,,South Dakota,00,5000,SD00,2011-2019,,,,,,112,113,114,115,,,
HaC-HI01,https://www.congress.gov/member/colleen-hanabusa/H001050,"Hanabusa, Colleen - Representative","Hanabusa, Colleen",f,05/04/51,Hawaii,01,1701,HI01,2011-2019,,,,,,112,113,114,115,,,
LaR-ID01,https://www.congress.gov/member/raul-labrador/L000573,"Labrador, Raul R. - Representative","Labrador, Raul R.",M,12/08/67,Idaho,01,1801,ID01,2011-2019,,,,,,112,113,114,115,,,
YoK-KS03,https://www.congress.gov/member/kevin-yoder/Y000063,"Yoder, Kevin - Representative","Yoder, Kevin",M,11/08/76,Kansas,03,2203,KS03,2011-2019,,,,,,112,113,114,115,,,
RoT-IN04,https://www.congress.gov/member/todd-rokita/R000592,"Rokita, Todd - Representative","Rokita, Todd",M,02/09/70,Indiana,04,2004,IN04,2011-2019,,,,,,112,113,114,115,,,
GoT-SC04,https://www.congress.gov/member/trey-gowdy/G000566,"Gowdy, Trey - Representative","Gowdy, Trey",M,,South Carolina,04,4904,SC04,2011-2019,,,,,,112,113,114,115,,,
BlD-TN06,https://www.congress.gov/member/diane-black/B001273,"Black, Diane - Representative","Black, Diane",F,,Tennessee,06,5106,TN06,2011-2019,,,,,,112,113,114,115,,,
DuS-WI07,https://www.congress.gov/member/sean-duffy/D000614,"Duffy, Sean P. - Representative","Duffy, Sean P.",M,,Wisconsin,07,5607,WI07,2011-2019,,,,,,112,113,114,115,,,
DeJ-CA10,https://www.congress.gov/member/jeff-denham/D000612,"Denham, Jeff - Representative","Denham, Jeff",,,California,10,0810,CA10,2011-2019,,,,,,112,113,114,115,,,
BaL-PA11,https://www.congress.gov/member/lou-barletta/B001269,"Barletta, Lou - Representative","Barletta, Lou",M,,Pennsylvania,11,4611,PA11,2011-2019,,,,,,112,113,114,115,,,
MaT-PA12,https://www.congress.gov/member/tom-marino/M001179,"Marino, Tom - Representative","Marino, Tom",M,,Pennsylvania,12,4612,PA12,2011-2019,,,,,,112,113,114,115,,,
HuR-IL14,https://www.congress.gov/member/randy-hultgren/H001059,"Hultgren, Randy - Representative","Hultgren, Randy",M,03/01/66,Illinois,14,1914,IL14,2011-2019,,,,,,112,113,114,115,,,
RoD-FL15,https://www.congress.gov/member/dennis-ross/R000593,"Ross, Dennis A. - Representative","Ross, Dennis A.",M,10/18/59,Florida,15,1315,FL15,2011-2019,,,,,,112,113,114,115,,,
ReJ-OH16,https://www.congress.gov/member/james-renacci/R000586,"Renacci, James B. - Representative","Renacci, James B.",M,,Ohio,16,4216,OH16,2011-2019,,,,,,112,113,114,115,,,
RoM-AL02,https://www.congress.gov/member/martha-roby/R000591,"Roby, Martha - Representative","Roby, Martha",,,Alabama,02,0102,AL02,2011-2021,,,,,,112,113,114,115,116,,
RiC-LA02,https://www.congress.gov/member/cedric-richmond/R000588,"Richmond, Cedric L. - Representative","Richmond, Cedric L.",M,09/13/73,Louisiana,02,2402,LA02,2011-2021,,,,,,112,113,114,115,116,,
TiS-CO03,https://www.congress.gov/member/scott-tipton/T000470,"Tipton, Scott R. - Representative","Tipton, Scott R.",M,11/09/56,Colorado,03,0903,CO03,2011-2021,,,,,,112,113,114,115,116,,
AmJ-MI03,https://www.congress.gov/member/justin-amash/A000367,"Amash, Justin - Representative","Amash, Justin",M,04/18/80,Michigan,03,2803,MI03,2011-2021,,,,,,112,113,114,115,116,,
WoR-GA07,https://www.congress.gov/member/rob-woodall/W000810,"Woodall, Rob - Representative","Woodall, Rob",M,02/11/70,Georgia,07,1507,GA07,2011-2021,,,,,,112,113,114,115,116,,
StS-OH15,https://www.congress.gov/member/steve-stivers/S001187,"Stivers, Steve - Representative","Stivers, Steve",M,,Ohio,15,4215,OH15,2011-2021,,,,,,112,113,114,115,116,,
FlB-TX17,https://www.congress.gov/member/bill-flores/F000461,"Flores, Bill - Representative","Flores, Bill",M,,Texas,17,5317,TX17,2011-2021,,,,,,112,113,114,115,116,,
BaK-CA37,https://www.congress.gov/member/karen-bass/B001270,"Bass, Karen - Representative","Bass, Karen",F,10/03/53,California,37,0837,CA37,2011-2022,,,,,,112,113,114,115,116,117,
McD-WV01,https://www.congress.gov/member/david-mckinley/M001180,"McKinley, David B. - Representative","McKinley, David B.",M,,West Virginia,01,5501,WV01,2011-2023,,,,,,112,113,114,115,116,117,
HeJ-WA03,https://www.congress.gov/member/jaime-herrera-beutler/H001056,"Herrera Beutler, Jaime - Representative","Herrera Beutler, Jaime",F,,Washington,03,5403,WA03,2011-2023,,,,,,112,113,114,115,116,117,
HaV-MO04,https://www.congress.gov/member/vicky-hartzler/H001053,"Hartzler, Vicky - Representative","Hartzler, Vicky",F,10/13/60,Missouri,04,3104,MO04,2011-2023,,,,,,112,113,114,115,116,117,
PaS-MS04,https://www.congress.gov/member/steven-palazzo/P000601,"Palazzo, Steven M. - Representative","Palazzo, Steven M.",M,02/21/70,Mississippi,04,3004,MS04,2011-2023,,,,,,112,113,114,115,116,117,
BrM-AL05,https://www.congress.gov/member/mo-brooks/B001274,"Brooks, Mo - Representative","Brooks, Mo",,,Alabama,05,0105,AL05,2011-2023,,,,,,112,113,114,115,116,117,
LoB-MO07,https://www.congress.gov/member/billy-long/L000576,"Long, Billy - Representative","Long, Billy",M,08/11/55,Missouri,07,3107,MO07,2011-2023,,,,,,112,113,114,115,116,117,
GiB-OH07,https://www.congress.gov/member/bob-gibbs/G000563,"Gibbs, Bob - Representative","Gibbs, Bob",M,,Ohio,07,4207,OH07,2011-2023,,,,,,112,113,114,115,116,117,
KiA-IL16,https://www.congress.gov/member/adam-kinzinger/K000378,"Kinzinger, Adam - Representative","Kinzinger, Adam",M,02/27/78,Illinois,16,1916,IL16,2011-2023,,,,,,112,113,114,115,116,117,
HaA-MD01,https://www.congress.gov/member/andy-harris/H001052,"Harris, Andy - Representative","Harris, Andy",M,01/25/57,Maryland,01,2601,MD01,2011-2024,,,,,,112,113,114,115,116,117,118
ScD-AZ01,https://www.congress.gov/member/david-schweikert/S001183,"Schweikert, David - Representative","Schweikert, David",M,03/03/62,Arizona,01,0401,AZ01,2011-2024,,,,,,112,113,114,115,116,117,118
CrE-AR01,https://www.congress.gov/member/eric-crawford/C001087,"Crawford, Eric A. ""Rick"" - Representative","Crawford, Eric A. ""Rick""",,,Arkansas,01,0501,AR01,2011-2024,,,,,,112,113,114,115,116,117,118
CiD-RI01,https://www.congress.gov/member/david-cicilline/C001084,"Cicilline, David N. - Representative","Cicilline, David N.",M,,Rhode Island,01,4801,RI01,2011-2024,,,,,,112,113,114,115,116,117,118
AmM-NV02,https://www.congress.gov/member/mark-amodei/A000369,"Amodei, Mark E. - Representative","Amodei, Mark E.",M,,Nevada,02,3402,NV02,2011-2024,,,,,,112,113,114,115,116,117,118
WoS-AR03,https://www.congress.gov/member/steve-womack/W000809,"Womack, Steve - Representative","Womack, Steve",M,02/18/57,Arkansas,03,0503,AR03,2011-2024,,,,,,112,113,114,115,116,117,118
DuJ-SC03,https://www.congress.gov/member/jeff-duncan/D000615,"Duncan, Jeff - Representative","Duncan, Jeff",M,01/07/66,South Carolina,03,4903,SC03,2011-2024,,,,,,112,113,114,115,116,117,118
FlC-TN03,https://www.congress.gov/member/charles-fleischmann/F000459,"Fleischmann, Charles J. ""Chuck"" - Representative","Fleischmann, Charles J. ""Chuck""",M,,Tennessee,03,5103,TN03,2011-2024,,,,,,112,113,114,115,116,117,118
DeS-TN04,https://www.congress.gov/member/scott-desjarlais/D000616,"DesJarlais, Scott - Representative","DesJarlais, Scott",M,02/21/64,Tennessee,04,5104,TN04,2011-2024,,,,,,112,113,114,115,116,117,118
HuB-MI04,https://www.congress.gov/member/bill-huizenga/H001058,"Huizenga, Bill - Representative","Huizenga, Bill",M,01/31/69,Michigan,04,2804,MI04,2011-2024,,,,,,112,113,114,115,116,117,118
JoB-OH06,https://www.congress.gov/member/bill-johnson/J000292,"Johnson, Bill - Representative","Johnson, Bill",M,11/10/54,Ohio,06,4206,OH06,2011-2024,,,,,,112,113,114,115,116,117,118
SeT-AL07,https://www.congress.gov/member/terri-sewell/S001185,"Sewell, Terri A. - Representative","Sewell, Terri A.",,,Alabama,07,0107,AL07,2011-2024,,,,,,112,113,114,115,116,117,118
ScA-GA08,https://www.congress.gov/member/austin-scott/S001189,"Scott, Austin - Representative","Scott, Austin",M,12/10/69,Georgia,08,1508,GA08,2011-2024,,,,,,112,113,114,115,116,117,118
BuL-IN08,https://www.congress.gov/member/larry-bucshon/B001275,"Bucshon, Larry - Representative","Bucshon, Larry",M,05/31/62,Indiana,08,2008,IN08,2011-2024,,,,,,112,113,114,115,116,117,118
GoP-AZ09,https://www.congress.gov/member/paul-gosar/G000565,"Gosar, Paul A. - Representative","Gosar, Paul A.",,,Arizona,09,0409,AZ09,2011-2024,,,,,,112,113,114,115,116,117,118
KeW-MA09,https://www.congress.gov/member/william-keating/K000375,"Keating, William R. - Representative","Keating, William R.",M,09/06/52,Massachusetts,09,2709,MA09,2011-2024,,,,,,112,113,114,115,116,117,118
GrH-VA09,https://www.congress.gov/member/h-griffith/G000568,"Griffith, H. Morgan - Representative","Griffith, H. Morgan",M,,Virginia,09,5209,VA09,2011-2024,,,,,,112,113,114,115,116,117,118
WeD-FL11,https://www.congress.gov/member/daniel-webster/W000806,"Webster, Daniel - Representative","Webster, Daniel",,,Florida,11,1311,FL11,2011-2024,,,,,,112,113,114,115,116,117,118
KeM-PA16,https://www.congress.gov/member/mike-kelly/K000376,"Kelly, Mike - Representative","Kelly, Mike",M,05/10/48,Pennsylvania,16,4616,PA16,2011-2024,,,,,,112,113,114,115,116,117,118
WiF-FL24,https://www.congress.gov/member/frederica-wilson/W000808,"Wilson, Frederica S. - Representative","Wilson, Frederica S.",F,11/05/42,Florida,24,1324,FL24,2011-2024,,,,,,112,113,114,115,116,117,118
CuD-MI11,https://www.congress.gov/member/david-curson/C001089,"Curson, David Alan - Representative","Curson, David Alan",M,11/04/48,Michigan,11,2811,MI11,2012-2013,,,,,,112,,,,,,
BaR-AZ02,https://www.congress.gov/member/ron-barber/B001279,"Barber, Ron - Representative","Barber, Ron",,,Arizona,02,0402,AZ02,2012-2015,,,,,,112,113,,,,,
BoS-OR01,https://www.congress.gov/member/suzanne-bonamici/B001278,"Bonamici, Suzanne - Representative","Bonamici, Suzanne",F,10/14/54,Oregon,01,4501,OR01,2012-2024,,,,,,112,113,114,115,116,117,118
DeS-WA01,https://www.congress.gov/member/suzan-delbene/D000617,"DelBene, Suzan K. - Representative","DelBene, Suzan K.",F,,Washington,01,5401,WA01,2012-2024,,,,,,112,113,114,115,116,117,118
MaT-KY04,https://www.congress.gov/member/thomas-massie/M001184,"Massie, Thomas - Representative","Massie, Thomas",,,Kentucky,04,2304,KY04,2012-2024,,,,,,112,113,114,115,116,117,118
PaJrD-NJ10,https://www.congress.gov/member/donald-payne/P000604,"Payne, Donald M., Jr. - Representative","Payne, Donald M., Jr.",M,,New Jersey,10,3610,NJ10,2012-2024,,,,,,112,113,114,115,116,117,118
RaT-FL19,https://www.congress.gov/member/trey-radel/R000596,"Radel, Trey - Representative","Radel, Trey",M,04/20/76,Florida,19,1319,FL19,2013-2014,,,,,,,113,,,,,
ScB-IL10,https://www.congress.gov/member/bradley-schneider/S001190,"Schneider, Bradley Scott - Representative","Schneider, Bradley Scott",M,08/20/61,Illinois,10,1910,IL10,2013-2015,2017-2024,,,,,,113,,115,116,117,118
HoS-NV04,https://www.congress.gov/member/steven-horsford/H001066,"Horsford, Steven - Representative","Horsford, Steven",M,04/29/73,Nevada,04,3404,NV04,2013-2015,2019-2024,,,,,,113,,,116,117,118
DaS-MT00,https://www.congress.gov/member/steve-daines/D000618,"Daines, Steve - Senator","Daines, Steve",M,08/20/62,Montana,00,3200,MT00,2013-2015,,,,,,,113,,,,,
CoT-AR04,https://www.congress.gov/member/tom-cotton/C001095,"Cotton, Tom - Senator","Cotton, Tom",,,Arkansas,04,0504,AR04,2013-2015,,,,,,,113,,,,,
McV-LA05,https://www.congress.gov/member/vance-mcallister/M001192,"McAllister, Vance M. - Representative","McAllister, Vance M.",M,01/07/74,Louisiana,05,2405,LA05,2013-2015,,,,,,,113,,,,,
BeK-MI11,https://www.congress.gov/member/kerry-bentivolio/B001280,"Bentivolio, Kerry L. - Representative","Bentivolio, Kerry L.",,10/06/51,Michigan,11,2811,MI11,2013-2015,,,,,,,113,,,,,
EnW-IL12,https://www.congress.gov/member/william-enyart/E000292,"Enyart, William L. - Representative","Enyart, William L.",M,09/22/49,Illinois,12,1912,IL12,2013-2015,,,,,,,113,,,,,
GaP-TX23,https://www.congress.gov/member/pete-gallego/G000572,"Gallego, Pete P. - Representative","Gallego, Pete P.",M,,Texas,23,5323,TX23,2013-2015,,,,,,,113,,,,,
GaJ-FL26,https://www.congress.gov/member/joe-garcia/G000573,"Garcia, Joe - Representative","Garcia, Joe",M,10/19/63,Florida,26,1326,FL26,2013-2015,,,,,,,113,,,,,
NeG-CA35,https://www.congress.gov/member/gloria-negrete-mcleod/N000187,"Negrete McLeod, Gloria - Representative","Negrete McLeod, Gloria",,,California,35,0835,CA35,2013-2015,,,,,,,113,,,,,
StS-TX36,https://www.congress.gov/member/steve-stockman/S000937,"Stockman, Steve - Representative","Stockman, Steve",M,,Texas,36,5336,TX36,2013-2015,,,,,,,113,,,,,
SaM-AZ05,https://www.congress.gov/member/matt-salmon/S000018,"Salmon, Matt - Representative","Salmon, Matt",,,Arizona,05,0405,AZ05,2013-2017,,,,,,,113,114,,,,
DuT-IL08,https://www.congress.gov/member/tammy-duckworth/D000622,"Duckworth, Tammy - Senator","Duckworth, Tammy",F,03/12/68,Illinois,08,1908,IL08,2013-2017,,,,,,,113,114,,,,
MuP-FL18,https://www.congress.gov/member/patrick-murphy/M001191,"Murphy, Patrick - Representative","Murphy, Patrick",M,03/30/83,Florida,18,1318,FL18,2013-2017,,,,,,,113,114,,,,
BrJ-OK01,https://www.congress.gov/member/jim-bridenstine/B001283,"Bridenstine, Jim - Representative","Bridenstine, Jim",M,,Oklahoma,01,4401,OK01,2013-2018,,,,,,,113,114,115,,,
DeR-FL06,https://www.congress.gov/member/ron-desantis/D000621,"DeSantis, Ron - Representative","DeSantis, Ron",M,09/14/78,Florida,06,1306,FL06,2013-2018,,,,,,,113,114,115,,,
VaD-CA22,https://www.congress.gov/member/david-valadao/V000129,"Valadao, David G. - Representative","Valadao, David G.",,,California,22,0822,CA22,2013-2019,2021-2024,,,,,,113,114,115,,117,118
CrK-ND00,https://www.congress.gov/member/kevin-cramer/C001096,"Cramer, Kevin - Senator","Cramer, Kevin",M,01/21/61,North Dakota,00,4000,ND00,2013-2019,,,,,,,113,114,115,,,
LuM-NM01,https://www.congress.gov/member/michelle-lujan-grisham/L000580,"Lujan Grisham, Michelle - Representative","Lujan Grisham, Michelle",F,,New Mexico,01,3701,NM01,2013-2019,,,,,,,113,114,115,,,
SaM-SC01,https://www.congress.gov/member/mark-sanford/S000051,"Sanford, Mark - Representative","Sanford, Mark",M,,South Carolina,01,4901,SC01,2013-2019,,,,,,,113,114,115,,,
EsE-CT05,https://www.congress.gov/member/elizabeth-esty/E000293,"Esty, Elizabeth H. - Representative","Esty, Elizabeth H.",F,08/25/59,Connecticut,05,1005,CT05,2013-2019,,,,,,,113,114,115,,,
MeL-IN06,https://www.congress.gov/member/luke-messer/M001189,"Messer, Luke - Representative","Messer, Luke",M,02/27/69,Indiana,06,2006,IN06,2013-2019,,,,,,,113,114,115,,,
DeJ-MD06,https://www.congress.gov/member/john-delaney/D000620,"Delaney, John K. - Representative","Delaney, John K.",M,04/16/63,Maryland,06,2606,MD06,2013-2019,,,,,,,113,114,115,,,
NoR-MN08,https://www.congress.gov/member/richard-nolan/N000127,"Nolan, Richard M. - Representative","Nolan, Richard M.",M,12/17/43,Minnesota,08,2908,MN08,2013-2019,,,,,,,113,114,115,,,
SiK-AZ09,https://www.congress.gov/member/kyrsten-sinema/S001191,"Sinema, Kyrsten - Senator","Sinema, Kyrsten",,,Arizona,09,0409,AZ09,2013-2019,,,,,,,113,114,115,,,
PiR-NC09,https://www.congress.gov/member/robert-pittenger/P000606,"Pittenger, Robert - Representative","Pittenger, Robert",M,08/15/48,North Carolina,09,3909,NC09,2013-2019,,,,,,,113,114,115,,,
RoK-PA12,https://www.congress.gov/member/keith-rothfus/R000598,"Rothfus, Keith J. - Representative","Rothfus, Keith J.",M,,Pennsylvania,12,4612,PA12,2013-2019,,,,,,,113,114,115,,,
O'B-TX16,https://www.congress.gov/member/beto-o-rourke/O000170,"O'Rourke, Beto - Representative","O'Rourke, Beto",M,,Texas,16,5316,TX16,2013-2019,,,,,,,113,114,115,,,
CoC-NY27,https://www.congress.gov/member/chris-collins/C001092,"Collins, Chris - Representative","Collins, Chris",M,,New York,27,3827,NY27,2013-2019,,,,,,,113,114,115,,,
CoP-CA08,https://www.congress.gov/member/paul-cook/C001094,"Cook, Paul - Representative","Cook, Paul",,,California,08,0808,CA08,2013-2020,,,,,,,113,114,115,116,,
