UniqueID,GovernmentURL,FullName,FirstName,LastName,Gender,DOB,Party,HouseTerms,State,StateAbr,District,CombStateDistrict,StateDistID,FirstSession,SecondSession,ThirdSession,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
CaK-FL03,https://www.congress.gov/member/kat-cammack/C001039,"Cammack, Kat",Kat,Cammack,F,02/16/88,Republican,House: 2021-Present,Florida,FL,03,FL03,1203,2021-2024,,,0,0,0,0,0,0,0,0,117,118
HoK-NY26,https://www.congress.gov/member/kathleen-hochul/H001062,"Hochul, Kathleen C.",Kathleen C.,Hochul,F,08/27/58,Democratic,House: 2011-2013,New York,NY,26,NY26,3626,2011-2013,,,0,0,0,112,0,0,0,0,0,0
HiK-CA25,https://www.congress.gov/member/katie-hill/H001087,"Hill, Katie",Katie,Hill,F,08/25/87,Democratic,House: 2019,California,CA,25,CA25,0625,2019-2019,,,0,0,0,0,0,0,0,116,0,0
PoK-CA47,https://www.congress.gov/member/katie-porter/P000618,"Porter, Katie",Katie,Porter,F,01/03/74,Democratic,House: 2019-Present,California,CA,47,CA47,0647,2019-2024,,,0,0,0,0,0,0,0,116,117,118
GrK-TX12,https://www.congress.gov/member/kay-granger/G000377,"Granger, Kay",Kay,Granger,F,01/18/43,Republican,House: 1997-Present,Texas,TX,12,TX12,4812,1997-2024,,,109,110,111,112,113,114,115,116,117,118
ClK-MA05,https://www.congress.gov/member/katherine-clark/C001101,"Clark, Katherine M.",Katherine M.,Clark,F,07/17/63,Democratic,House: 2013-Present,Massachusetts,MA,05,MA05,2505,2013-2024,,,0,0,0,0,113,114,115,116,117,118
SeK-TX03,https://www.congress.gov/member/keith-self/S001224,"Self, Keith",Keith,Self,M,03/20/53,Republican,House: 2023-Present,Texas,TX,03,TX03,4803,2023-2024,,,0,0,0,0,0,0,0,0,0,118
BuK-CO04,https://www.congress.gov/member/ken-buck/B001297,"Buck, Ken",Ken,Buck,M,02/16/59,Republican,House: 2015-Present,Colorado,CO,04,CO04,0804,2015-2024,,,0,0,0,0,0,114,115,116,117,118
MaK-TX24,https://www.congress.gov/member/kenny-marchant/M001158,"Marchant, Kenny",Kenny,Marchant,M,02/23/51,Republican,House: 2005-2021,Texas,TX,24,TX24,4824,2005-2021,,,109,110,111,112,113,114,115,116,0,0
HeK-OK01,https://www.congress.gov/member/kevin-hern/H001082,"Hern, Kevin",Kevin,Hern,M,12/04/61,Republican,House: 2018-Present,Oklahoma,OK,01,OK01,4001,2018-2024,,,0,0,0,0,0,0,115,116,117,118
KiR-NV04,https://www.congress.gov/member/ruben-kihuen/K000390,"Kihuen, Ruben J.",Ruben J.,Kihuen,M,04/25/80,Democratic,House: 2017-2019,Nevada,NV,04,NV04,3204,2017-2019,,,0,0,0,0,0,0,115,0,0,0
KiK-CA03,https://www.congress.gov/member/kevin-kiley/K000401,"Kiley, Kevin",Kevin,Kiley,M,01/30/85,Republican,House: 2023-Present,California,CA,03,CA03,0603,2023-2024,,,0,0,0,0,0,0,0,0,0,118
ScK-WA08,https://www.congress.gov/member/kim-schrier/S001216,"Schrier, Kim",Kim,Schrier,F,08/23/68,Democratic,House: 2019-Present,Washington,WA,08,WA08,5308,2019-2024,,,0,0,0,0,0,0,0,116,117,118
KiA-IL16,https://www.congress.gov/member/adam-kinzinger/K000378,"Kinzinger, Adam",Adam,Kinzinger,M,02/27/78,Republican,House: 2011-2023,Illinois,IL,16,IL16,1716,2011-2023,,,0,0,0,112,113,114,115,116,117,0
KiA-AZ02,https://www.congress.gov/member/ann-kirkpatrick/K000368,"Kirkpatrick, Ann",Ann,Kirkpatrick,F,03/24/50,Democratic,"House: 2009-2011, 2013-2017, 2019-2023",Arizona,AZ,02,AZ02,0402,2009-2011,2013-2017,2019-2023,0,0,111,0,113,114,0,116,117,0
MfK-MD07,https://www.congress.gov/member/kweisi-mfume/M000687,"Mfume, Kweisi",Kweisi,Mfume,M,10/24/48,Democratic,"House: 1987-1997, 2020-Present",Maryland,MD,07,MD07,2407,2020-2024,,,0,0,0,0,0,0,0,116,117,118
LaD-IL16,https://www.congress.gov/member/darin-lahood/L000585,"LaHood, Darin",Darin,LaHood,M,07/05/68,Republican,House: 2015-Present,Illinois,IL,16,IL16,1716,2015-2024,,,0,0,0,0,0,114,115,116,117,118
LaN-NY01,https://www.congress.gov/member/nick-lalota/L000598,"LaLota, Nick",Nick,LaLota,M,06/23/78,Republican,House: 2023-Present,New York,NY,01,NY01,3601,2023-2024,,,0,0,0,0,0,0,0,0,0,118
LaD-CA01,https://www.congress.gov/member/doug-lamalfa/L000578,"LaMalfa, Doug",Doug,LaMalfa,M,07/02/60,Republican,House: 2013-Present,California,CA,01,CA01,0601,2013-2024,,,0,0,0,0,113,114,115,116,117,118
LaL-NJ07,https://www.congress.gov/member/leonard-lance/L000567,"Lance, Leonard",Leonard,Lance,M,06/25/52,Republican,House: 2009-2019,New Jersey,NJ,07,NJ07,3407,2009-2019,,,0,0,111,112,113,114,115,0,0,0
BuL-IN08,https://www.congress.gov/member/larry-bucshon/B001275,"Bucshon, Larry",Larry,Bucshon,M,05/31/62,Republican,House: 2011-Present,Indiana,IN,08,IN08,1808,2011-2024,,,0,0,0,112,113,114,115,116,117,118
LaJ-KS02,https://www.congress.gov/member/jake-laturner/L000266,"LaTurner, Jake",Jake,LaTurner,M,02/17/88,Republican,House: 2021-Present,Kansas,KS,02,KS02,2002,2021-2024,,,0,0,0,0,0,0,0,0,117,118
LeL-FL15,https://www.congress.gov/member/laurel-lee/L000597,"Lee, Laurel M.",Laurel M.,Lee,F,03/26/74,Republican,House: 2023-Present,Florida,FL,15,FL15,1215,2023-2024,,,0,0,0,0,0,0,0,0,0,118
BlL-DE00,https://www.congress.gov/member/lisa-blunt-rochester/B001303,"Blunt Rochester, Lisa",Lisa,Blunt Rochester,F,02/10/62,Democratic,House: 2017-Present,Delaware,DE,00,DE00,1000,2017-2024,,,0,0,0,0,0,0,115,116,117,118
ChL-OR05,https://www.congress.gov/member/lori-chavez-deremer/C001135,"Chavez-DeRemer, Lori",Lori,Chavez-DeRemer,F,04/07/68,Republican,House: 2023-Present,Oregon,OR,05,OR05,4105,2023-2024,,,0,0,0,0,0,0,0,0,0,118
SaL-CA38,https://www.congress.gov/member/linda-snchez/S001156,"Sanchez, Linda T.",Linda T.,Sanchez,F,01/28/69,Democratic,House: 2003-Present,California,CA,38,CA38,0638,2003-2024,,,109,110,111,112,113,114,115,116,117,118
LiD-IL03,https://www.congress.gov/member/daniel-lipinski/L000563,"Lipinski, Daniel",Daniel,Lipinski,M,07/15/66,Democratic,House: 2005-2021,Illinois,IL,03,IL03,1703,2005-2021,,,109,110,111,112,113,114,115,116,0,0
McL-MI09,https://www.congress.gov/member/lisa-mcclain/M001136,"McClain, Lisa C.",Lisa C.,McClain,F,04/07/66,Republican,House: 2021-Present,Michigan,MI,09,MI09,2609,2021-2024,,,0,0,0,0,0,0,0,0,117,118
DoL-TX37,https://www.congress.gov/member/lloyd-doggett/D000399,"Doggett, Lloyd",Lloyd,Doggett,M,10/06/46,Democratic,House: 1995-Present,Texas,TX,37,TX37,4837,1995-2024,,,109,110,111,112,113,114,115,116,117,118
CaL-CA24,https://www.congress.gov/member/lois-capps/C001036,"Capps, Lois",Lois,Capps,F,01/10/38,Democratic,House: 1997-2017,California,CA,24,CA24,0624,1997-2017,,,109,110,111,112,113,114,0,0,0,0
FrL-FL22,https://www.congress.gov/member/lois-frankel/F000462,"Frankel, Lois",Lois,Frankel,F,05/16/48,Democratic,House: 2013-Present,Florida,FL,22,FL22,1222,2013-2024,,,0,0,0,0,113,114,115,116,117,118
TrL-MA03,https://www.congress.gov/member/lori-trahan/T000482,"Trahan, Lori",Lori,Trahan,F,10/27/73,Democratic,House: 2019-Present,Massachusetts,MA,03,MA03,2503,2019-2024,,,0,0,0,0,0,0,0,116,117,118
BaL-PA11,https://www.congress.gov/member/lou-barletta/B001269,"Barletta, Lou",Lou,Barletta,M,01/28/56,Republican,House: 2011-2019,Pennsylvania,PA,11,PA11,4211,2011-2019,,,0,0,0,112,113,114,115,0,0,0
CoJ-CA46,https://www.congress.gov/member/j-correa/C001110,"Correa, J. Luis",J. Luis,Correa,M,01/24/58,Democratic,House: 2017-Present,California,CA,46,CA46,0646,2017-2024,,,0,0,0,0,0,0,115,116,117,118
LoB-GA11,https://www.congress.gov/member/barry-loudermilk/L000583,"Loudermilk, Barry",Barry,Loudermilk,M,12/22/63,Republican,House: 2015-Present,Georgia,GA,11,GA11,1311,2015-2024,,,0,0,0,0,0,114,115,116,117,118
LoA-CA47,https://www.congress.gov/member/alan-lowenthal/L000579,"Lowenthal, Alan S.",Alan S.,Lowenthal,M,03/08/41,Democratic,House: 2013-2023,California,CA,47,CA47,0647,2013-2023,,,0,0,0,0,113,114,115,116,117,0
McL-GA07,https://www.congress.gov/member/lucy-mcbath/M001208,"McBath, Lucy",Lucy,McBath,F,06/01/60,Democratic,House: 2019-Present,Georgia,GA,07,GA07,1307,2019-2024,,,0,0,0,0,0,0,0,116,117,118
LuA-FL13,https://www.congress.gov/member/anna-paulina-luna/L000596,"Luna, Anna Paulina",Anna Paulina,Luna,F,05/06/89,Republican,House: 2023-Present,Florida,FL,13,FL13,1213,2023-2024,,,0,0,0,0,0,0,0,0,0,118
LuM-TX08,https://www.congress.gov/member/morgan-luttrell/L000603,"Luttrell, Morgan",Morgan,Luttrell,M,11/07/75,Republican,House: 2023-Present,Texas,TX,08,TX08,4808,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MaN-NY11,https://www.congress.gov/member/nicole-malliotakis/M000317,"Malliotakis, Nicole",Nicole,Malliotakis,F,11/11/80,Republican,House: 2021-Present,New York,NY,11,NY11,3611,2021-2024,,,0,0,0,0,0,0,0,0,117,118
MaC-NY12,https://www.congress.gov/member/carolyn-maloney/M000087,"Maloney, Carolyn B.",Carolyn B.,Maloney,F,02/19/46,Democratic,House: 1993-2023,New York,NY,12,NY12,3612,1993-2023,,,109,110,111,112,113,114,115,116,117,0
MaT-KS01,https://www.congress.gov/member/tracey-mann/M000871,"Mann, Tracey",Tracey,Mann,M,12/17/76,Republican,House: 2021-Present,Kansas,KS,01,KS01,2001,2021-2024,,,0,0,0,0,0,0,0,0,117,118
FuM-OH11,https://www.congress.gov/member/marcia-fudge/F000455,"Fudge, Marcia L.",Marcia L.,Fudge,F,10/29/52,Democratic,House: 2008-2021,Ohio,OH,11,OH11,3911,2008-2021,,,0,110,111,112,113,114,115,116,0,0
KaM-OH09,https://www.congress.gov/member/marcy-kaptur/K000009,"Kaptur, Marcy",Marcy,Kaptur,F,06/17/46,Democratic,House: 1983-Present,Ohio,OH,09,OH09,3909,1983-2024,,,109,110,111,112,113,114,115,116,117,118
SaM-FL27,https://www.congress.gov/member/maria-salazar/S000168,"Salazar, Maria Elvira",Maria Elvira,Salazar,F,11/01/61,Republican,House: 2021-Present,Florida,FL,27,FL27,1227,2021-2024,,,0,0,0,0,0,0,0,0,117,118
NeM-IL03,https://www.congress.gov/member/marie-newman/N000192,"Newman, Marie",Marie,Newman,F,04/13/64,Democratic,House: 2021-2023,Illinois,IL,03,IL03,1703,2021-2023,,,0,0,0,0,0,0,0,0,117,0
AlM-MO04,https://www.congress.gov/member/mark-alford/A000379,"Alford, Mark",Mark,Alford,M,10/04/63,Republican,House: 2023-Present,Missouri,MO,04,MO04,2904,2023-2024,,,0,0,0,0,0,0,0,0,0,118
GrM-WI08,https://www.congress.gov/member/mark-green/G000545,"Green, Mark",Mark,Green,M,06/01/60,Republican,House: 1999-2007,Wisconsin,WI,08,WI08,5508,1999-2007,,,109,0,0,0,0,0,0,0,0,0
GrM-TN07,https://www.congress.gov/member/mark-green/G000590,"Green, Mark E.",Mark E.,Green,M,11/08/64,Republican,House: 2019-Present,Tennessee,TN,07,TN07,4707,2019-2024,,,0,0,0,0,0,0,0,116,117,118
PoM-WI02,https://www.congress.gov/member/mark-pocan/P000607,"Pocan, Mark",Mark,Pocan,M,08/14/64,Democratic,House: 2013-Present,Wisconsin,WI,02,WI02,5502,2013-2024,,,0,0,0,0,113,114,115,116,117,118
TaM-HI01,https://www.congress.gov/member/mark-takai/T000473,"Takai, Mark",Mark,Takai,M,07/01/67,Democratic,House: 2015-2016,Hawaii,HI,01,HI01,1501,2015-2016,,,0,0,0,0,0,114,0,0,0,0
TaM-CA39,https://www.congress.gov/member/mark-takano/T000472,"Takano, Mark",Mark,Takano,M,12/10/60,Democratic,House: 2013-Present,California,CA,39,CA39,0639,2013-2024,,,0,0,0,0,113,114,115,116,117,118
WaM-NC06,https://www.congress.gov/member/mark-walker/W000819,"Walker, Mark",Mark,Walker,M,05/20/69,Republican,House: 2015-2021,North Carolina,NC,06,NC06,3706,2015-2021,,,0,0,0,0,0,114,115,116,0,0
MiM-IL15,https://www.congress.gov/member/mary-miller/M001211,"Miller, Mary E.",Mary E.,Miller,F,08/07/59,Republican,House: 2021-Present,Illinois,IL,15,IL15,1715,2021-2024,,,0,0,0,0,0,0,0,0,117,118
GaM-FL01,https://www.congress.gov/member/matt-gaetz/G000578,"Gaetz, Matt",Matt,Gaetz,M,05/07/82,Republican,House: 2017-Present,Florida,FL,01,FL01,1201,2017-2024,,,0,0,0,0,0,0,115,116,117,118
WaM-CA43,https://www.congress.gov/member/maxine-waters/W000187,"Waters, Maxine",Maxine,Waters,F,08/15/38,Democratic,House: 1991-Present,California,CA,43,CA43,0643,1991-2024,,,109,110,111,112,113,114,115,116,117,118
RoM-NY11,https://www.congress.gov/member/max-rose/R000613,"Rose, Max",Max,Rose,M,11/28/86,Democratic,House: 2019-2021,New York,NY,11,NY11,3611,2019-2021,,,0,0,0,0,0,0,0,116,0,0
FrM-FL10,https://www.congress.gov/member/maxwell-frost/F000476,"Frost, Maxwell",Maxwell,Frost,M,01/17/97,Democratic,House: 2023-Present,Florida,FL,10,FL10,1210,2023-2024,,,0,0,0,0,0,0,0,0,0,118
McC-NY04,https://www.congress.gov/member/carolyn-mccarthy/M000309,"McCarthy, Carolyn",Carolyn,McCarthy,F,01/05/44,Democratic,House: 1997-2015,New York,NY,04,NY04,3604,1997-2015,,,109,110,111,112,113,0,0,0,0,0
McM-TX10,https://www.congress.gov/member/michael-mccaul/M001157,"McCaul, Michael T.",Michael T.,McCaul,M,01/14/62,Republican,House: 2005-Present,Texas,TX,10,TX10,4810,2005-2024,,,109,110,111,112,113,114,115,116,117,118
McT-CA05,https://www.congress.gov/member/tom-mcclintock/M001177,"McClintock, Tom",Tom,McClintock,M,07/10/56,Republican,House: 2009-Present,California,CA,05,CA05,0605,2009-2024,,,0,0,111,112,113,114,115,116,117,118
McR-GA06,https://www.congress.gov/member/richard-mccormick/M001218,"McCormick, Richard",Richard,McCormick,M,10/07/68,Republican,House: 2023-Present,Georgia,GA,06,GA06,1306,2023-2024,,,0,0,0,0,0,0,0,0,0,118
McA-VA04,https://www.congress.gov/member/a-mceachin/M001200,"McEachin, A. Donald",A. Donald,McEachin,M,10/10/61,Democratic,House: 2017-2022,Virginia,VA,04,VA04,5104,2017-2022,,,0,0,0,0,0,0,115,116,117,0
McM-KY03,https://www.congress.gov/member/morgan-mcgarvey/M001220,"McGarvey, Morgan",Morgan,McGarvey,M,12/23/79,Democratic,House: 2023-Present,Kentucky,KY,03,KY03,2103,2023-2024,,,0,0,0,0,0,0,0,0,0,118
McJ-MA02,https://www.congress.gov/member/james-mcgovern/M000312,"McGovern, James P.",James P.,McGovern,M,11/20/59,Democratic,House: 1997-Present,Massachusetts,MA,02,MA02,2502,1997-2024,,,109,110,111,112,113,114,115,116,117,118
McD-WV01,https://www.congress.gov/member/david-mckinley/M001180,"McKinley, David B.",David B.,McKinley,M,03/28/47,Republican,House: 2011-2023,West Virginia,WV,01,WV01,5401,2011-2023,,,0,0,0,112,113,114,115,116,117,0
NeG-CA35,https://www.congress.gov/member/gloria-negrete-mcleod/N000187,"Negrete McLeod, Gloria",Gloria,Negrete McLeod,F,09/06/41,Democratic,House: 2013-2015,California,CA,35,CA35,0635,2013-2015,,,0,0,0,0,113,0,0,0,0,0
McJ-CA09,https://www.congress.gov/member/jerry-mcnerney/M001166,"McNerney, Jerry",Jerry,McNerney,M,06/18/51,Democratic,House: 2007-2023,California,CA,09,CA09,0609,2007-2023,,,0,110,111,112,113,114,115,116,117,0
MeP-MI03,https://www.congress.gov/member/peter-meijer/M001186,"Meijer, Peter",Peter,Meijer,M,01/10/88,Republican,House: 2021-2023,Michigan,MI,03,MI03,2603,2021-2023,,,0,0,0,0,0,0,0,0,117,0
MeR-NJ08,https://www.congress.gov/member/robert-menendez/M001226,"Menendez, Robert",Robert,Menendez,M,07/12/85,Democratic,House: 2023-Present,New Jersey,NJ,08,NJ08,3408,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MeR-NJ13,https://www.congress.gov/member/robert-menendez/M000639,"Menendez, Robert",Robert,Menendez,M,01/01/54,Democratic,House: 1993-2006,New Jersey,NJ,13,NJ13,3413,1993-2006,,,109,0,0,0,0,0,0,0,0,0
MeD-PA09,https://www.congress.gov/member/daniel-meuser/M001204,"Meuser, Daniel",Daniel,Meuser,M,02/10/64,Republican,House: 2019-Present,Pennsylvania,PA,09,PA09,4209,2019-2024,,,0,0,0,0,0,0,0,116,117,118
PeM-WA03,https://www.congress.gov/member/marie-perez/G000600,"Perez, Marie Gluesenkamp",Marie Gluesenkamp,Perez,F,06/04/88,Democratic,House: 2023-Present,Washington,WA,03,WA03,5303,2023-2024,,,0,0,0,0,0,0,0,0,0,118
GrH-VA09,https://www.congress.gov/member/h-griffith/G000568,"Griffith, H. Morgan",H. Morgan,Griffith,M,03/15/58,Republican,House: 2011-Present,Virginia,VA,09,VA09,5109,2011-2024,,,0,0,0,112,113,114,115,116,117,118
ScM-PA05,https://www.congress.gov/member/mary-scanlon/S001205,"Scanlon, Mary Gay",Mary Gay,Scanlon,F,08/30/59,Democratic,House: 2018-Present,Pennsylvania,PA,05,PA05,4205,2018-2024,,,0,0,0,0,0,0,115,116,117,118
GuM-MS03,https://www.congress.gov/member/michael-guest/G000591,"Guest, Michael",Michael,Guest,M,02/04/70,Republican,House: 2019-Present,Mississippi,MS,03,MS03,2803,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CaM-OH15,https://www.congress.gov/member/mike-carey/C001126,"Carey, Mike",Mike,Carey,M,03/13/71,Republican,House: 2021-Present,Ohio,OH,15,OH15,3915,2021-2024,,,0,0,0,0,0,0,0,0,117,118
CoM-GA10,https://www.congress.gov/member/mike-collins/C001129,"Collins, Mike",Mike,Collins,M,07/02/67,Republican,House: 2023-Present,Georgia,GA,10,GA10,1310,2023-2024,,,0,0,0,0,0,0,0,0,0,118
GaM-CA27,https://www.congress.gov/member/mike-garcia/G000061,"Garcia, Mike",Mike,Garcia,M,04/24/76,Republican,House: 2020-Present,California,CA,27,CA27,0627,2020-2024,,,0,0,0,0,0,0,0,116,117,118
HoM-CA17,https://www.congress.gov/member/michael-honda/H001034,"Honda, Michael M.",Michael M.,Honda,M,06/27/41,Democratic,House: 2001-2017,California,CA,17,CA17,0617,2001-2017,,,109,110,111,112,113,114,0,0,0,0
JoM-LA04,https://www.congress.gov/member/mike-johnson/J000299,"Johnson, Mike",Mike,Johnson,M,01/30/72,Republican,House: 2017-Present,Louisiana,LA,04,LA04,2204,2017-2024,,,0,0,0,0,0,0,115,116,117,118
LaM-NY17,https://www.congress.gov/member/michael-lawler/L000599,"Lawler, Michael",Michael,Lawler,M,09/09/86,Republican,House: 2023-Present,New York,NY,17,NY17,3617,2023-2024,,,0,0,0,0,0,0,0,0,0,118
LeM-CA49,https://www.congress.gov/member/mike-levin/L000593,"Levin, Mike",Mike,Levin,M,10/20/78,Democratic,House: 2019-Present,California,CA,49,CA49,0649,2019-2024,,,0,0,0,0,0,0,0,116,117,118
McM-NY13,https://www.congress.gov/member/michael-mcmahon/M001174,"McMahon, Michael E.",Michael E.,McMahon,M,09/12/57,Democratic,House: 2009-2011,New York,NY,13,NY13,3613,2009-2011,,,0,0,111,0,0,0,0,0,0,0
QuM-IL05,https://www.congress.gov/member/mike-quigley/Q000023,"Quigley, Mike",Mike,Quigley,M,10/17/58,Democratic,House: 2009-Present,Illinois,IL,05,IL05,1705,2009-2024,,,0,0,111,112,113,114,115,116,117,118
RoM-MI08,https://www.congress.gov/member/mike-rogers/R000572,"Rogers, Mike J.",Mike J.,Rogers,M,06/02/63,Republican,House: 2001-2015,Michigan,MI,08,MI08,2608,2001-2015,,,109,110,111,112,113,0,0,0,0,0
RoM-AL03,https://www.congress.gov/member/mike-rogers/R000575,"Rogers, Mike D.",Mike D.,Rogers,M,07/16/58,Republican,House: 2003-Present,Alabama,AL,03,AL03,0103,2003-2024,,,109,110,111,112,113,114,115,116,117,118
TuM-OH10,https://www.congress.gov/member/michael-turner/T000463,"Turner, Michael R.",Michael R.,Turner,M,01/11/60,Republican,House: 2003-Present,Ohio,OH,10,OH10,3910,2003-2024,,,109,110,111,112,113,114,115,116,117,118
MiC-FL07,https://www.congress.gov/member/cory-mills/M001216,"Mills, Cory",Cory,Mills,M,07/13/80,Republican,House: 2023-Present,Florida,FL,07,FL07,1207,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MiM-IA01,https://www.congress.gov/member/mariannette-miller-meeks/M001215,"Miller-Meeks, Mariannette",Mariannette,Miller-Meeks,F,09/06/55,Republican,House: 2021-Present,Iowa,IA,01,IA01,1901,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BrM-AL05,https://www.congress.gov/member/mo-brooks/B001274,"Brooks, Mo",Mo,Brooks,M,04/29/54,Republican,House: 2011-2023,Alabama,AL,05,AL05,0105,2011-2023,,,0,0,0,112,113,114,115,116,117,0
MoM-NY19,https://www.congress.gov/member/marcus-molinaro/M001221,"Molinaro, Marcus J.",Marcus J.,Molinaro,M,10/08/75,Republican,House: 2023-Present,New York,NY,19,NY19,3619,2023-2024,,,0,0,0,0,0,0,0,0,0,118
DeM-TX15,https://www.congress.gov/member/monica-de-la-cruz/D000594,"De La Cruz, Monica",Monica,De La Cruz,F,11/11/74,Republican,House: 2023-Present,Texas,TX,15,TX15,4815,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MoJ-MI02,https://www.congress.gov/member/john-moolenaar/M001194,"Moolenaar, John R.",John R.,Moolenaar,M,05/08/61,Republican,House: 2015-Present,Michigan,MI,02,MI02,2602,2015-2024,,,0,0,0,0,0,114,115,116,117,118
MoJ-FL23,https://www.congress.gov/member/jared-moskowitz/M001217,"Moskowitz, Jared",Jared,Moskowitz,M,12/18/80,Democratic,House: 2023-Present,Florida,FL,23,FL23,1223,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MrF-IN01,https://www.congress.gov/member/frank-mrvan/M001214,"Mrvan, Frank J.",Frank J.,Mrvan,M,04/16/69,Democratic,House: 2021-Present,Indiana,IN,01,IN01,1801,2021-2024,,,0,0,0,0,0,0,0,0,117,118
GrM-GA14,https://www.congress.gov/member/marjorie-greene/G000596,"Greene, Marjorie Taylor",Marjorie Taylor,Greene,F,05/27/74,Republican,House: 2021-Present,Georgia,GA,14,GA14,1314,2021-2024,,,0,0,0,0,0,0,0,0,117,118
MaN-SC01,https://www.congress.gov/member/nancy-mace/M000194,"Mace, Nancy",Nancy,Mace,F,12/04/77,Republican,House: 2021-Present,South Carolina,SC,01,SC01,4501,2021-2024,,,0,0,0,0,0,0,0,0,117,118
MoN-TX01,https://www.congress.gov/member/nathaniel-moran/M001224,"Moran, Nathaniel",Nathaniel,Moran,M,09/23/74,Republican,House: 2023-Present,Texas,TX,01,TX01,4801,2023-2024,,,0,0,0,0,0,0,0,0,0,118
NeD-WA04,https://www.congress.gov/member/dan-newhouse/N000189,"Newhouse, Dan",Dan,Newhouse,M,07/10/55,Republican,House: 2015-Present,Washington,WA,04,WA04,5304,2015-2024,,,0,0,0,0,0,114,115,116,117,118
RaN-WV03,https://www.congress.gov/member/nick-rahall/R000011,"Rahall, Nick J., II",Nick J.,Rahall,M,05/20/49,Democratic,House: 1977-2015,West Virginia,WV,03,WV03,5403,1977-2015,,,109,110,111,112,113,0,0,0,0,0
WiN-GA05,https://www.congress.gov/member/nikema-williams/W000788,"Williams, Nikema",Nikema,Williams,F,07/30/78,Democratic,House: 2021-Present,Georgia,GA,05,GA05,1305,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BuN-IL13,https://www.congress.gov/member/nikki-budzinski/B001315,"Budzinski, Nikki",Nikki,Budzinski,F,03/11/77,Democratic,House: 2023-Present,Illinois,IL,13,IL13,1713,2023-2024,,,0,0,0,0,0,0,0,0,0,118
OgA-TN05,https://www.congress.gov/member/andrew-ogles/O000175,"Ogles, Andrew",Andrew,Ogles,M,06/18/71,Republican,House: 2023-Present,Tennessee,TN,05,TN05,4705,2023-2024,,,0,0,0,0,0,0,0,0,0,118
O'T-AZ01,https://www.congress.gov/member/tom-o-halleran/O000171,"O'Halleran, Tom",Tom,O'Halleran,M,01/24/46,Democratic,House: 2017-2023,Arizona,AZ,01,AZ01,0401,2017-2023,,,0,0,0,0,0,0,115,116,117,0
FaP-TX04,https://www.congress.gov/member/pat-fallon/F000246,"Fallon, Pat",Pat,Fallon,M,12/19/67,Republican,House: 2021-Present,Texas,TX,04,TX04,4804,2021-2024,,,0,0,0,0,0,0,0,0,117,118
RyP-NY18,https://www.congress.gov/member/patrick-ryan/R000579,"Ryan, Patrick",Patrick,Ryan,M,03/28/82,Democratic,House: 2022-Present,New York,NY,18,NY18,3618,2022-2024,,,0,0,0,0,0,0,0,0,117,118
MiP-MI10,https://www.congress.gov/member/paul-mitchell/M001201,"Mitchell, Paul",Paul,Mitchell,M,11/14/56,Independent,House: 2017-2021,Michigan,MI,10,MI10,2610,2017-2021,,,0,0,0,0,0,0,115,116,0,0
ToP-NY20,https://www.congress.gov/member/paul-tonko/T000469,"Tonko, Paul",Paul,Tonko,M,06/18/49,Democratic,House: 2009-Present,New York,NY,20,NY20,3620,2009-2024,,,0,0,111,112,113,114,115,116,117,118
PeE-CO07,https://www.congress.gov/member/ed-perlmutter/P000593,"Perlmutter, Ed",Ed,Perlmutter,M,05/01/53,Democratic,House: 2007-2023,Colorado,CO,07,CO07,0807,2007-2023,,,0,110,111,112,113,114,115,116,117,0
AgP-CA33,https://www.congress.gov/member/pete-aguilar/A000371,"Aguilar, Pete",Pete,Aguilar,M,06/19/79,Democratic,House: 2015-Present,California,CA,33,CA33,0633,2015-2024,,,0,0,0,0,0,114,115,116,117,118
KiP-NY02,https://www.congress.gov/member/peter-king/K000210,"King, Peter T.",Peter T.,King,M,04/05/44,Republican,House: 1993-2021,New York,NY,02,NY02,3602,1993-2021,,,109,110,111,112,113,114,115,116,0,0
OlP-TX22,https://www.congress.gov/member/pete-olson/O000168,"Olson, Pete",Pete,Olson,M,12/09/62,Republican,House: 2009-2021,Texas,TX,22,TX22,4822,2009-2021,,,0,0,111,112,113,114,115,116,0,0
DeP-OR04,https://www.congress.gov/member/peter-defazio/D000191,"DeFazio, Peter A.",Peter A.,DeFazio,M,05/27/47,Democratic,House: 1987-2023,Oregon,OR,04,OR04,4104,1987-2023,,,109,110,111,112,113,114,115,116,117,0
StP-MN08,https://www.congress.gov/member/pete-stauber/S001212,"Stauber, Pete",Pete,Stauber,M,05/10/66,Republican,House: 2019-Present,Minnesota,MN,08,MN08,2708,2019-2024,,,0,0,0,0,0,0,0,116,117,118
PeB-CO07,https://www.congress.gov/member/brittany-pettersen/P000620,"Pettersen, Brittany",Brittany,Pettersen,F,12/06/81,Democratic,House: 2023-Present,Colorado,CO,07,CO07,0807,2023-2024,,,0,0,0,0,0,0,0,0,0,118
