UniqueID,FullName,TwitterHandle,JoinedOn,YearJoined,CreatedAfterSession,YrAfterTwitter
RiD-VA05,"Riggleman, Denver",RepRiggleman,01/01/19,2019,,
ToR-NY15,"Torres, Ritchie",RepRitchie,06/01/20,2020,,
RiD-FL25,"Rivera, David",RepRivera,01/01/11,2011,,
GaR-CA42,"Garcia, Robert",RepRobertGarcia,12/01/22,2022,,
HuR-VA05,"Hurt, Robert",RepRobertHurt,01/01/11,2011,,
KeR-IL02,"Kelly, Robin L.",RepRobinKelly,04/01/13,2013,,
WoR-GA07,"Woodall, Rob",RepRobWoodall,03/01/14,2014,,
BlR-IA01,"Blum, Rod",RepRodBlum,01/01/15,2015,,
KhR-CA17,"Khanna, Ro",RepRoKhanna,01/01/17,2017,,
BaR-AZ02,"Barber, Ron",RepRonBarber,06/01/12,2012,,
EsR-KS04,"Estes, Ron",RepRonEstes,04/01/17,2017,,
KiR-WI03,"Kind, Ron",RepRonKind,02/01/10,2010,,
KlR-FL22,"Klein, Ron",RepRonKlein,06/01/10,2010,,
JaR-TX13,"Jackson, Ronny",RepRonnyJackson,12/01/20,2020,,
WrR-TX06,"Wright, Ron",RepRonWright,01/01/19,2019,,
RoF-FL19,"Rooney, Francis",RepRooney,01/01/17,2017,,
RoM-MT02,"Rosendale Sr., Matthew M.",RepRosendale,12/01/20,2020,,
SpR-FL15,"Spano, Ross",RepRossSpano,01/01/19,2019,,
RoL-CA40,"Roybal-Allard, Lucille",RepRoybalAllard,01/01/12,2012,,
GaR-AZ03,"Gallego, Ruben",RepRubenGallego,01/01/15,2015,,
YaR-IN02,"Yakym, Rudy",RepRudyYakym,12/01/22,2022,,
FrR-SC07,"Fry, Russell",RepRussellFry,12/01/22,2022,,
FuR-ID01,"Fulcher, Russ",RepRussFulcher,12/01/18,2018,,
RuJ-FL05,"Rutherford, John H.",RepRutherfordFL,02/01/17,2017,,
WiR-TX25,"Williams, Roger",RepRWilliams,01/01/13,2013,,
ZiR-MT01,"Zinke, Ryan K.",RepRyanZinke,12/01/14,2014,,
SaA-OR06,"Salinas, Andrea",RepSalinas,01/01/23,2023,,
GrS-MO06,"Graves, Sam",RepSamGraves,04/01/09,2009,,
AdS-FL24,"Adams, Sandy",RepSandyAdams,11/01/10,2010,,
LeS-MI09,"Levin, Sander M.",repsandylevin,03/01/09,2009,,
SaG-NY03,"Santos, George",RepSantosNY03,01/01/23,2023,,
JaS-CA51,"Jacobs, Sara",RepSaraJacobs,01/01/21,2021,,
SaJ-MD03,"Sarbanes, John P.",RepSarbanes,08/01/11,2011,,
ScJ-IL09,"Schakowsky, Janice D.",RepSchakowsky,10/01/09,2009,,
ScB-IL10,"Schneider, Bradley Scott",RepSchneider,01/01/13,2013,,
ScH-MI03,"Scholten, Hillary J.",RepScholten,01/01/23,2023,,
ScK-OR05,"Schrader, Kurt",RepSchrader,02/01/09,2009,,
PeS-PA10,"Perry, Scott",RepScottPerry,01/01/09,2009,,
PeS-CA50,"Peters, Scott H.",RepScottPeters,01/01/13,2013,,
RiE-VA02,"Rigell, E. Scott",RepScottRigell,12/01/10,2010,,
MaS-NY18,"Maloney, Sean Patrick",RepSeanMaloney,01/01/13,2013,,
ShC-NH01,"Shea-Porter, Carol",RepSheaPorter,03/01/10,2010,,
ShM-NJ11,"Sherrill, Mikie",RepSherrill,01/01/19,2019,,
ShJ-IL15,"Shimkus, John",RepShimkus,07/01/08,2008,,
BrS-OH11,"Brown, Shontel M.",RepShontelBrown,11/01/21,2021,,
ThS-MI13,"Thanedar, Shri",RepShriThanedar,01/01/23,2023,,
SlE-MI07,"Slotkin, Elissa",RepSlotkin,12/01/18,2018,,
SmL-PA11,"Smucker, Lloyd",RepSmucker,05/01/09,2009,,
SpA-VA07,"Spanberger, Abigail Davis",RepSpanberger,12/01/18,2018,,
SpV-IN05,"Spartz, Victoria",RepSpartz,12/01/20,2020,,
SpJ-CA14,"Speier, Jackie",RepSpeier,03/01/09,2009,,
StM-CA45,"Steel, Michelle",RepSteel,12/01/20,2020,,
StE-NY21,"Stefanik, Elise M.",RepStefanik,01/01/2015,2015,,
LyS-MA08,"Lynch, Stephen F.",RepStephenLynch,06/01/11,2011,,
MuS-FL07,"Murphy, Stephanie N.",RepStephMurphy,11/01/16,2016,,
ChS-OH01,"Chabot, Steve",RepSteveChabot,01/01/11,2011,,
IsS-NY03,"Israel, Steve",RepSteveIsrael,02/01/09,2009,,
StS-OH15,"Stivers, Steve",RepSteveStivers,11/01/10,2010,,
StM-WA10,"Strickland, Marilyn",RepStricklandWA,12/01/20,2020,,
StM-IN03,"Stutzman, Marlin A.",RepStutzman,11/01/10,2010,,
LeS-PA12,"Lee, Summer L.",RepSummerLee,05/01/18,2018,,
WiS-PA07,"Wild, Susan",RepSusanWild,12/01/18,2018,,
LeS-NV03,"Lee, Susie",RepSusieLee,12/01/18,2018,,
SwE-CA14,"Swalwell, Eric",RepSwalwell,11/01/12,2012,,
GaS-TX29,"Garcia, Sylvia R.",RepSylviaGarcia,01/01/19,2019,,
DeT-FL22,"Deutch, Theodore E.",RepTedDeutch,04/10/10,2010,,
LiT-CA36,"Lieu, Ted",RepTedLieu,02/01/15,2015,,
YoT-FL03,"Yoho, Ted S.",RepTedYoho,01/01/13,2013,,
TeC-NY24,"Tenney, Claudia",RepTenney,11/01/16,2016,,
LeT-NM03,"Leger Fernandez, Teresa",RepTeresaLF,01/01/21,2021,,
SeT-AL07,"Sewell, Terri A.",RepTerriSewell,09/01/11,2011,,
MaT-KY04,"Massie, Thomas",RepThomasMassie,11/01/12,2012,,
ThM-CA04,"Thompson, Mike",RepThompson,05/01/11,2011,,
TiJ-MA06,"Tierney, John F.",RepTierney,10/01/11,2011,,
TiT-WI07,"Tiffany, Thomas P.",RepTiffany,06/01/20,2020,,
BuT-TN02,"Burchett, Tim",RepTimBurchett,08/01/18,2018,,
JoT-IL15,"Johnson, Timothy V.",RepTimJohnson,02/01/11,2011,,
TiW-SC04,"Timmons, William R. IV",RepTimmons,12/01/18,2018,,
RyT-OH13,"Ryan, Tim",RepTimRyan,02/01/08,2008,,
WaT-MN01,"Walz, Timothy J.",RepTimWalz,03/01/13,2013,,
TiS-CO03,"Tipton, Scott R.",RepTipton,01/01/11,2011,,
CoT-CA21,"Cox, TJ",RepTjCox,01/01/19,2019,,
AkW-MO02,"Akin, W. Todd",REPTODDAKlN,08/01/12,2012,,
GaT-VA05,"Garrett, Thomas A., Jr.",RepTomGarrett,01/01/17,2017,,
GrT-GA14,"Graves, Tom",RepTomGraves,09/01/10,2010,,
MaT-NJ03,"MacArthur, Thomas",RepTomMacArthur,01/01/15,2015,,
PrT-GA06,"Price, Tom",RepTomPrice,06/01/07,2007,,
GoT-TX23,"Gonzales, Tony",RepTonyGonzales,12/01/20,2020,,
ToX-NM02,"Torres Small, Xochitl",RepTorresSmall,01/01/19,2019,,
KeT-MS01,"Kelly, Trent",RepTrentKelly,06/01/15,2015,,
HoT-IN09,"Hollingsworth, Trey",RepTrey,12/01/16,2016,,
CaT-LA02,"Carter, Troy",RepTroyCarter,01/01/21,2021,,
NeT-TX22,"Nehls, Troy E.",RepTroyNehls,01/01/21,2021,,
UnL-IL14,"Underwood, Lauren",RepUnderwood,01/01/19,2019,,
DeV-FL10,"Demings, Val Butler",RepValDemings,11/01/16,2016,,
HoV-OR04,"Hoyle, Val T.",RepValHoyle,01/01/23,2023,,
VaD-WI03,"Van Orden, Derrick",RepVanOrden,12/01/22,2022,,
TaV-TX03,"Taylor, Van",RepVanTaylor,12/01/18,2018,,
VeM-TX33,"Veasey, Marc A.",RepVeasey,01/01/13,2013,,
ViP-IN01,"Visclosky, Peter J.",RepVisclosky,09/01/10,2010,,
WaT-MI05,"Walberg, Tim",RepWalberg,01/01/11,2011,,
WaJ-IN02,"Walorski, Jackie",RepWalorski,01/01/13,2013,,
JoW-NC03,"Jones, Walter B., Jr.",RepWalterJones,03/01/09,2009,,
WaM-FL06,"Waltz, Michael",RepWaltzPress,01/01/19,2019,,
WaH-CA33,"Waxman, Henry A.",RepWaxman,08/01/12,2012,,
WeD-FL11,"Webster, Daniel",RepWebster,04/01/11,2011,,
HuW-TX38,"Hunt, Wesley",RepWesleyHunt,12/01/22,2022,,
WeB-AR04,"Westerman, Bruce",RepWesterman,10/01/14,2014,,
WeJ-VA10,"Wexton, Jennifer",RepWexton,07/01/18,2018,,
NiW-NC13,"Nickel, Wiley",RepWileyNickel,11/01/22,2022,,
WiB-NY22,"Williams, Brandon",RepWilliams,12/01/22,2022,,
WiF-FL24,"Wilson, Frederica S.",RepWilson,01/01/11,2011,,
KiY-CA40,"Kim, Young",RepYoungKim,12/01/20,2020,,
ClY-NY09,"Clarke, Yvette D.",RepYvetteClarke,01/01/11,2011,,
LoZ-CA18,"Lofgren, Zoe",RepZoeLofgren,03/01/11,2011,,
PoR-CA11,"Pombo, Richard W.",richardpombo,01/01/10,2010,,
BoR-VA09,"Boucher, Rick",rickboucherdc,06/01/18,2018,,
BiR-UT01,"Bishop, Rob",RobBishopUT,03/01/16,2016,,
AdR-AL04,"Aderholt, Robert B.",Robert_Aderholt,09/01/09,2009,,
PoR-OH02,"Portman, Rob",robportman,07/01/14,2014,,
SiR-CT02,"Simmons, Rob",RobSimmons,03/01/09,2009,,
WiR-VA01,"Wittman, Robert J.",RobWittman,07/01/08,2008,,
DaR-IL13,"Davis, Rodney",RodneyDavis,12/01/12,2012,,
MaR-KS01,"Marshall, Roger",RogerMarshallMD,03/01/13,2013,,
DeR-FL06,"DeSantis, Ron",RonDeSantisFL,02/01/12,2012,,
PaR-TX14,"Paul, Ron",RonPaul,04/01/11,2011,,
DeR-CT03,"DeLauro, Rosa L.",rosadelauro,05/01/10,2010,,
BaR-MD06,"Bartlett, Roscoe G.",Roscoe_Bartlett,12/01/11,2011,,
RoI-FL27,"Ros-Lehtinen, Ileana",RosLehtinen,04/01/08,2008,,
BlR-MO07,"Blunt, Roy",RoyBlunt,02/01/09,2009,,
HoR-NJ12,"Holt, Rush",RushHolt,02/01/10,2010,,
CoR-PA06,"Costello, Ryan A.",RyanCostello,04/01/18,2018,,
JoS-TX03,"Johnson, Sam",SamsPressShop,02/01/11,2011,,
BiS-GA02,"Bishop, Sanford D., Jr.",SanfordBishop,02/01/11,2011,,
TaS-VA02,"Taylor, Scott",Scotttaylorva,05/01/09,2009,,
DuS-WI07,"Duffy, Sean P.",SeanDuffyWI,01/01/11,2011,,
BeX-CA34,"Becerra, Xavier",SecBecerra,03/01/21,2021,,
BaT-WI02,"Baldwin, Tammy",SenatorBaldwin,01/01/13,2013,,
CaB-MD03,"Cardin, Benjamin L.",SenatorCardin,01/01/10,2010,,
KiM-IL10,"Kirk, Mark Steven",SenatorKirk,11/01/10,2010,,
LaJ-OK05,"Lankford, James",SenatorLankford,12/01/10,2010,,
LuB-NM03,"Lujan, Ben Ray",SenatorLujan,01/01/09,2009,,
SiK-AZ09,"Sinema, Kyrsten",SenatorSinema,01/01/13,2013,,
ScT-SC01,"Scott, Tim",SenatorTimScott,11/01/10,2010,,
UdT-NM03,"Udall, Tom",SenatorTomUdall,07/01/09,2009,,
WiR-MS01,"Wicker, Roger F.",SenatorWicker,03/01/11,2011,,
CaS-WV02,"Capito, Shelley Moore",SenCapito,09/01/10,2010,,
CaC-PA10,"Carney, Christopher P.",SenChrisCarney,12/01/11,2011,,
GaC-CO04,"Gardner, Cory",SenCoryGardner,01/01/11,2011,,
HeD-NV02,"Heller, Dean",SenDeanHeller,03/01/11,2011,,
DoJ-IN02,"Donnelly, Joe",SenDonnelly,11/01/10,2010,,
DuT-IL08,"Duckworth, Tammy",SenDuckworth,01/01/13,2013,,
PeG-MI14,"Peters, Gary C.",SenGaryPeters,01/01/11,2011,,
RoJ-NV03,"Rosen, Jacky",SenJackyRosen,01/01/17,2017,,
BrJ-NH01,"Bradley, Jeb",SenJeb,03/01/10,2010,,
CrK-ND00,"Cramer, Kevin",SenKevinCramer,12/01/12,2012,,
LuC-WY00,"Lummis, Cynthia M.",SenLummis,03/01/09,2009,,
MaE-MA07,"Markey, Edward J.",SenMarkey,02/01/09,2009,,
MuK-CA15,"Mullin, Kevin",SenMullin,01/01/13,2013,,
MuM-OK02,"Mullin, Markwayne",SenMullin,01/01/13,2013,,
SaB-VT00,"Sanders, Bernard",SenSanders,04/01/09,2009,,
BrS-OH13,"Brown, Sherrod",SenSherrodBrown,06/01/09,2009,,
BuT-NC13,"Budd, Ted",SenTedBuddNC,01/01/17,2017,,
YoT-IN09,"Young, Todd",SenToddYoung,01/01/11,2011,,
CoT-AR04,"Cotton, Tom",SenTomCotton,11/01/12,2012,,
MoS-MA06,"Moulton, Seth",sethmoulton,02/01/11,2011,,
SeS-TX22,"Sekula Gibbs, Shelley",ShelleySekula,08/01/14,2014,,
ShB-PA09,"Shuster, Bill",ShusterForPA9,09/01/12,2012,,
ReS-TX16,"Reyes, Silvestre",SilvestreReyes,02/01/10,2010,,
SoM-IN09,"Sodrel, Michael E.",SodrelMike,02/01/22,2022,,
BoJ-OH08,"Boehner, John A.",SpeakerBoehner,07/01/07,2007,,
McK-CA20,"McCarthy, Kevin",SpeakerMcCarthy,01/01/09,2009,,
PeN-CA11,"Pelosi, Nancy",SpeakerPelosi,08/01/08,2008,,
RyP-WI01,"Ryan, Paul D.",SpeakerRyan,01/01/09,2009,,
PlS-VI00,"Plaskett, Stacey E.",StaceyPlaskett,08/01/14,2014,,
HeS-SD00,"Herseth Sandlin, Stephanie",StephanieforSD,05/01/10,2010,,
KaS-WI08,"Kagen, Steve",stevekagen,02/01/10,2010,,
KiS-IA04,"King, Steve",SteveKingIA,06/01/09,2009,,
KnS-CA25,"Knight, Stephen",SteveKnight25,01/01/15,2015,,
RuS-OK05,"Russell, Steve",SteveRussellOK,02/01/14,2014,,
ScS-LA01,"Scalise, Steve",SteveScalise,02/01/13,2013,,
StS-TX36,"Stockman, Steve",SteveWorks4You,01/01/13,2013,,
BrS-IN05,"Brooks, Susan W.",SusanWBrooks,01/01/13,2013,,
KoS-FL24,"Kosmas, Suzanne M.",SuzanneKosmas,01/01/17,2017,,
ReD-WA08,"Reichert, David G.",TeamReichert,03/01/10,2010,,
SuJ-OK01,"Sullivan, John",TEAMSullivan,11/01/09,2009,,
StT-OH06,"Strickland, Ted",Ted_Strickland,04/01/09,2009,,
GoT-SC04,"Gowdy, Trey",TGowdySC,01/01/11,2011,,
BiT-NY01,"Bishop, Timothy H.",TimBishop2014,02/01/12,2012,,
HoT-PA17,"Holden, Tim",TimHoldenPA17,04/01/10,2010,,
MaT-FL16,"Mahoney, Tim",TimMahoney67A,03/01/13,2013,,
RoT-IN04,"Rokita, Todd",ToddRokita,11/01/08,2008,,
SuT-NY03,"Suozzi, Thomas R.",Tom_Suozzi,01/01/09,2009,,
CoT-OK04,"Cole, Tom",TomColeOK04,03/01/09,2009,,
DeT-TX22,"DeLay, Tom",tomdelay,05/01/07,2007,,
LaT-IA03,"Latham, Tom",TomLatham,11/01/07,2007,,
PeT-VA05,"Perriello, Thomas S.P.",tomperriello,04/01/08,2008,,
ReT-NY23,"Reed, Tom",TomReedCongress,08/01/09,2009,,
RoT-FL17,"Rooney, Thomas J.",TomRooney,03/01/09,2009,,
ChT-MS01,"Childers, Travis",travchilders,03/01/15,2015,,
RaT-FL19,"Radel, Trey",treyradel,11/01/08,2008,,
TaT-CO06,"Tancredo, Thomas G.",ttancredo,08/01/09,2009,,
GaT-HI02,"Gabbard, Tulsi",TulsiPress,01/01/13,2013,,
GoC-TX20,"Gonzalez, Charles A.",TX20CharlieG,01/01/11,2011,,
WeR-TX14,"Weber, Randy K., Sr.",TXRandy14,01/01/13,2013,,
TuR-NY09,"Turner, Robert L.",USRepBobTurner,09/01/11,2011,,
JoD-FL13,"Jolly, David W.",USRepDavidJolly,05/01/14,2014,,
PaG-AL06,"Palmer, Gary J.",USRepGaryPalmer,11/01/14,2014,,
CaK-FL14,"Castor, Kathy",USRepKCastor,11/01/13,2013,,
KeW-MA09,"Keating, William R.",USRepKeating,01/01/11,2011,,
DoM-PA18,"Doyle, Michael F.",USRepMikeDoyle,05/01/09,2009,,
FlM-NE01,"Flood, Mike",USRepMikeFlood,07/01/22,2022,,
HiR-TX15,"Hinojosa, Ruben",USRepRHinojosa,01/01/11,2011,,
NoR-MN08,"Nolan, Richard M.",USRepRickNolan,01/01/13,2013,,
FoV-NC04,"Foushee, Valerie P.",ValerieFoushee,01/01/23,2023,,
McV-LA05,"McAllister, Vance M.",VanceMcAllister,09/01/13,2013,,
BuV-FL16,"Buchanan, Vern",VernBuchanan,02/01/09,2009,,
GoV-VA05,"Goode, Virgil H., Jr.",VirgilGoode,06/01/12,2012,,
FoV-NC05,"Foxx, Virginia",virginiafoxx,09/01/08,2008,,
JoB-MI13,"Jones, Brenda",VoteBrendaJones,06/01/18,2018,,
BrC-FL05,"Brown, Corrine",votecorrine,06/01/22,2022,,
WaJ-IL08,"Walsh, Joe",WalshFreedom,01/01/11,2011,,
DaW-OH08,"Davidson, Warren",WarrenDavidson,06/01/16,2016,,
WeL-GA03,"Westmoreland, Lynn A.",Westmoreland_GA,04/01/10,2010,,
HuW-TX23,"Hurd, Will",WillHurd,01/01/15,2015,,
YoD-IA03,"Young, David",YoungForIowa,05/01/13,2013,,
HeY-NM02,"Herrell, Yvette",Yvette4congress,08/01/17,2017,,
NuZ-IA03,"Nunn, Zachary",ZachNunn,01/01/23,2023,,
SpZ-OH18,"Space, Zachary T.",ZackSpaceOhio,06/01/10,2010,,
